method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,170.85,0.04782060373568096,0.23190506965861157,0.6669140040874482
score_oracle,0.1,252.65,0.09910776053339884,0.32510811199783507,0.5494222059845925
score_oracle,0.15,307.9,0.14883808197700604,0.374155144215559,0.48088754862546923
score_oracle,0.2,371.5,0.1994335838737808,0.4259557481587867,0.4189554452896118
