alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,99,23,34,5,29,0.14705882352941177,0.3020833333333333,0.03535353535353535,0.4,687,0,betting,6<=K<=10
0.05,60,12,28,1,27,0.03571428571428571,0.2621359223300971,0.016666666666666666,0.4,823,0,betting,11<=K<=20
0.05,179,28,29,3,26,0.10344827586206896,0.9285714285714286,0.01675977653631285,0.4,217,0,betting,K<=2
0.05,146,35,43,3,40,0.06976744186046512,0.6666666666666666,0.02054794520547945,0.4,500,0,betting,3<=K<=5
0.05,17,7,47,11,36,0.23404255319148937,0.18652849740932642,0.08271924154277095,0.4,1423,0,betting,K>50
0.05,35,11,50,9,41,0.18,0.2645161290322581,0.03299319727891156,0.4,1011,0,betting,21<=K<=50
0.1,99,32,51,8,43,0.1568627450980392,0.4479166666666667,0.05252525252525253,0.4,687,0,betting,6<=K<=10
0.1,60,15,33,3,30,0.09090909090909091,0.2912621359223301,0.03666666666666667,0.4,823,0,betting,11<=K<=20
0.1,179,29,30,4,26,0.13333333333333333,0.9285714285714286,0.0223463687150838,0.4,217,0,betting,K<=2
0.1,146,39,48,5,43,0.10416666666666667,0.7166666666666667,0.03424657534246575,0.4,500,0,betting,3<=K<=5
0.1,17,8,64,18,46,0.28125,0.23834196891191708,0.11459136990005685,0.4,1423,0,betting,K>50
0.1,35,13,58,15,43,0.25862068965517243,0.27741935483870966,0.08299319727891157,0.4,1011,0,betting,21<=K<=50
0.15,99,41,62,8,54,0.12903225806451613,0.5625,0.05252525252525253,0.4,687,0,betting,6<=K<=10
0.15,60,26,49,7,42,0.14285714285714285,0.4077669902912621,0.095,0.4,823,0,betting,11<=K<=20
0.15,179,33,34,7,27,0.20588235294117646,0.9642857142857143,0.03910614525139665,0.4,217,0,betting,K<=2
0.15,146,43,52,7,45,0.1346153846153846,0.75,0.04794520547945205,0.4,500,0,betting,3<=K<=5
0.15,17,14,95,33,62,0.3473684210526316,0.32124352331606215,0.29633699633699634,0.4,1423,0,betting,K>50
