seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,max_phi,0.5,3622,433,715,116,4,112,0.034482758620689655,0.004469273743016759,0.2586605080831409,111,3,108,0.02702702702702703,0.0026070763500931097,0.15104895104895105,0.24480369515011546
0,0.1,max_phi,0.5,3622,433,715,141,4,137,0.028368794326241134,0.0032278088144009932,0.3163972286374134,133,4,129,0.03007518796992481,0.0032278088144009932,0.18041958041958042,0.29330254041570436
0,0.15,max_phi,0.5,3622,433,715,165,8,157,0.048484848484848485,0.008690254500310366,0.3625866050808314,156,6,150,0.038461538461538464,0.006021104903786468,0.2097902097902098,0.3371824480369515
0,0.2,max_phi,0.5,3622,433,715,178,11,167,0.06179775280898876,0.01185599006828057,0.3856812933025404,173,8,165,0.046242774566473986,0.008690254500310366,0.23076923076923078,0.371824480369515
1,0.05,max_phi,0.5,3551,425,660,121,1,120,0.008264462809917356,0.0004655493482309125,0.2823529411764706,96,1,95,0.010416666666666666,0.00186219739292365,0.14393939393939395,0.2235294117647059
1,0.1,max_phi,0.5,3551,425,660,159,6,153,0.03773584905660377,0.004519409826672397,0.36,155,6,149,0.03870967741935484,0.004519409826672397,0.22575757575757577,0.34823529411764703
1,0.15,max_phi,0.5,3551,425,660,181,8,173,0.04419889502762431,0.008243804612519695,0.40705882352941175,174,7,167,0.040229885057471264,0.006381607219596047,0.25303030303030305,0.3905882352941176
1,0.2,max_phi,0.5,3551,425,660,197,11,186,0.05583756345177665,0.011330537866850716,0.4376470588235294,193,10,183,0.05181347150259067,0.011020171634696773,0.2772727272727273,0.4211764705882353
2,0.05,max_phi,0.5,3351,407,672,111,11,100,0.0990990990990991,0.013656114214773432,0.2457002457002457,102,9,93,0.08823529411764706,0.0111731843575419,0.13839285714285715,0.22604422604422605
2,0.1,max_phi,0.5,3351,407,672,130,13,117,0.1,0.013904407200496587,0.28746928746928746,118,11,107,0.09322033898305085,0.013656114214773432,0.15922619047619047,0.257985257985258
2,0.15,max_phi,0.5,3351,407,672,148,15,133,0.10135135135135136,0.017628801986343885,0.32678132678132676,136,12,124,0.08823529411764706,0.01551831160769708,0.18452380952380953,0.29484029484029484
2,0.2,max_phi,0.5,3351,407,672,154,17,137,0.11038961038961038,0.019553072625698324,0.3366093366093366,144,13,131,0.09027777777777778,0.01738050900062073,0.1949404761904762,0.31203931203931207
3,0.05,max_phi,0.5,4118,384,609,128,2,126,0.015625,0.002793296089385475,0.328125,120,2,118,0.016666666666666666,0.002793296089385475,0.19376026272577998,0.3046875
3,0.1,max_phi,0.5,4118,384,609,148,5,143,0.033783783783783786,0.006517690875232775,0.3723958333333333,140,4,136,0.02857142857142857,0.004655493482309125,0.2233169129720854,0.3515625
3,0.15,max_phi,0.5,4118,384,609,165,6,159,0.03636363636363636,0.008379888268156424,0.4140625,154,6,148,0.03896103896103896,0.008379888268156424,0.24302134646962234,0.3802083333333333
3,0.2,max_phi,0.5,4118,384,609,174,10,164,0.05747126436781609,0.013345747982619489,0.4270833333333333,171,10,161,0.05847953216374269,0.013345747982619489,0.26436781609195403,0.4140625
4,0.05,max_phi,0.5,3955,396,647,103,2,101,0.019417475728155338,0.002482929857231533,0.255050505050505,94,2,92,0.02127659574468085,0.0037243947858473,0.14219474497681608,0.23232323232323232
4,0.1,max_phi,0.5,3955,396,647,127,4,123,0.031496062992125984,0.004965859714463066,0.3106060606060606,118,5,113,0.0423728813559322,0.006828057107386715,0.17465224111282843,0.28535353535353536
4,0.15,max_phi,0.5,3955,396,647,140,7,133,0.05,0.008690254500310366,0.33585858585858586,130,7,123,0.05384615384615385,0.010552451893234015,0.1901081916537867,0.30808080808080807
4,0.2,max_phi,0.5,3955,396,647,152,10,142,0.06578947368421052,0.013345747982619489,0.35858585858585856,148,10,138,0.06756756756756757,0.013345747982619489,0.2132921174652241,0.34595959595959597
5,0.05,max_phi,0.5,3836,445,718,126,4,122,0.031746031746031744,0.004810676598386095,0.27415730337078653,117,2,115,0.017094017094017096,0.0037243947858473,0.16016713091922005,0.25617977528089886
5,0.1,max_phi,0.5,3836,445,718,159,6,153,0.03773584905660377,0.006879784812745707,0.3438202247191011,147,6,141,0.04081632653061224,0.006879784812745707,0.19637883008356546,0.3146067415730337
5,0.15,max_phi,0.5,3836,445,718,178,9,169,0.05056179775280899,0.011497658145702838,0.3797752808988764,172,8,164,0.046511627906976744,0.009635460752779188,0.22841225626740946,0.36629213483146067
5,0.2,max_phi,0.5,3836,445,718,190,10,180,0.05263157894736842,0.011870097624287567,0.4044943820224719,180,9,171,0.05,0.011497658145702838,0.2381615598885794,0.38202247191011235
6,0.05,max_phi,0.5,3690,446,704,143,2,141,0.013986013986013986,0.0037243947858473,0.31614349775784756,130,2,128,0.015384615384615385,0.0037243947858473,0.18181818181818182,0.2825112107623318
6,0.1,max_phi,0.5,3690,446,704,194,5,189,0.02577319587628866,0.006362507759155802,0.42376681614349776,187,5,182,0.026737967914438502,0.006362507759155802,0.2585227272727273,0.3991031390134529
6,0.15,max_phi,0.5,3690,446,704,207,8,199,0.03864734299516908,0.009000620732464309,0.4461883408071749,204,7,197,0.03431372549019608,0.010086902545003102,0.27982954545454547,0.4327354260089686
6,0.2,max_phi,0.5,3690,446,704,235,13,222,0.05531914893617021,0.014742396027312228,0.4977578475336323,216,9,207,0.041666666666666664,0.012259466170080694,0.2940340909090909,0.4484304932735426
7,0.05,max_phi,0.5,4112,419,635,113,4,109,0.035398230088495575,0.0035692116697703287,0.26014319809069214,103,2,101,0.019417475728155338,0.002482929857231533,0.15905511811023623,0.24105011933174225
7,0.1,max_phi,0.5,4112,419,635,145,6,139,0.041379310344827586,0.0025760397268777156,0.3317422434367542,136,3,133,0.022058823529411766,0.0029484792054624456,0.2094488188976378,0.3126491646778043
7,0.15,max_phi,0.5,4112,419,635,157,8,149,0.050955414012738856,0.004438237119801365,0.3556085918854415,159,7,152,0.0440251572327044,0.006052141527001862,0.23937007874015748,0.3556085918854415
7,0.2,max_phi,0.5,4112,419,635,180,11,169,0.06111111111111111,0.00729360645561763,0.4033412887828162,167,10,157,0.059880239520958084,0.009776536312849162,0.247244094488189,0.36754176610978523
8,0.05,max_phi,0.5,3397,451,704,114,0,114,0.0,0.0,0.25277161862527714,109,0,109,0.0,0.0,0.15482954545454544,0.23503325942350334
8,0.1,max_phi,0.5,3397,451,704,128,1,127,0.0078125,0.0006207324643078833,0.28159645232815966,125,1,124,0.008,0.0006207324643078833,0.17613636363636365,0.2682926829268293
8,0.15,max_phi,0.5,3397,451,704,145,2,143,0.013793103448275862,0.002482929857231533,0.3170731707317073,134,2,132,0.014925373134328358,0.002482929857231533,0.1875,0.2860310421286031
8,0.2,max_phi,0.5,3397,451,704,153,6,147,0.0392156862745098,0.009931719428926135,0.3259423503325942,147,4,143,0.027210884353741496,0.0062073246430788325,0.203125,0.31042128603104213
9,0.05,max_phi,0.5,3278,449,720,103,3,100,0.02912621359223301,0.00558659217877095,0.22271714922049,97,3,94,0.030927835051546393,0.00558659217877095,0.13055555555555556,0.2071269487750557
9,0.1,max_phi,0.5,3278,449,720,129,4,125,0.031007751937984496,0.004552038071591145,0.27839643652561247,120,5,115,0.041666666666666664,0.006414235464514795,0.1597222222222222,0.2516703786191537
9,0.15,max_phi,0.5,3278,449,720,146,10,136,0.0684931506849315,0.0101010101010101,0.3028953229398664,139,10,129,0.07194244604316546,0.010138630250362095,0.17916666666666667,0.2806236080178174
9,0.2,max_phi,0.5,3278,449,720,166,15,151,0.09036144578313253,0.016991140454827608,0.3363028953229399,162,14,148,0.08641975308641975,0.016618700976242875,0.20555555555555555,0.3207126948775056
10,0.05,max_phi,0.5,3810,408,648,109,1,108,0.009174311926605505,0.00186219739292365,0.2647058823529412,102,1,101,0.00980392156862745,0.00186219739292365,0.1558641975308642,0.2426470588235294
10,0.1,max_phi,0.5,3810,408,648,146,4,142,0.0273972602739726,0.0062073246430788325,0.3480392156862745,146,4,142,0.0273972602739726,0.0062073246430788325,0.2191358024691358,0.33578431372549017
10,0.15,max_phi,0.5,3810,408,648,167,6,161,0.03592814371257485,0.008069522036002483,0.3946078431372549,163,6,157,0.03680981595092025,0.009000620732464307,0.24228395061728394,0.3700980392156863
10,0.2,max_phi,0.5,3810,408,648,187,9,178,0.0481283422459893,0.012166356300434512,0.4362745098039216,181,7,174,0.03867403314917127,0.009931719428926133,0.26851851851851855,0.40931372549019607
11,0.05,max_phi,0.5,4162,404,627,113,4,109,0.035398230088495575,0.005755882850854918,0.2698019801980198,95,4,91,0.042105263157894736,0.0074487895716946,0.14513556618819776,0.2202970297029703
