alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.03192912019937991,0.02144363278199411,0.004684131821003329,114.6,0.26067792910210763,0.02741385459262589,0.004217877094972067,104.0,0.2342556999070066,1.1128
0.1,20,0.04106048762690414,0.022277779416795013,0.006567457992038997,142.7,0.3205865716181636,0.039629685549485434,0.0064841763864110225,134.0,0.2968800415666391,1.0799
0.15,20,0.052288580481468616,0.02276992700114166,0.009617699701498585,159.1,0.35360024262100875,0.050699711896335084,0.00948146773565768,152.45,0.33199518583113513,1.0651
0.2,20,0.06609967113073002,0.020457618997874173,0.01330005397044503,175.15,0.38309410784898945,0.059829906010127776,0.012492396389044433,166.85,0.358118418913281,1.0697
