alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,299,0,0,0,0,0.0,0.0,0.0,0,betting
0.1,299,0,0,0,0,0.0,0.0,0.0,0,betting
0.15,299,8,8,2,6,0.25,0.013761467889908258,0.006688963210702341,0,betting
0.2,299,8,8,2,6,0.25,0.013761467889908258,0.006688963210702341,0,betting
0.05,299,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,299,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,299,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,299,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,299,79,79,42,37,0.5316455696202531,0.08486238532110092,0.14046822742474915,0,pvalue_bh
0.1,299,108,131,83,48,0.6335877862595419,0.11009174311926606,0.22547380156075805,0,pvalue_bh
0.15,299,134,193,132,61,0.6839378238341969,0.13990825688073394,0.30351170568561875,0,pvalue_bh
0.2,299,156,273,185,88,0.6776556776556777,0.2018348623853211,0.3671125975473801,0,pvalue_bh
0.05,299,0,0,0,0,0.0,0.0,0.0,1,betting
0.1,299,1,1,1,0,1.0,0.0,0.0033444816053511705,1,betting
0.15,299,8,8,3,5,0.375,0.011655011655011656,0.010033444816053512,1,betting
0.2,299,8,8,3,5,0.375,0.011655011655011656,0.010033444816053512,1,betting
0.05,299,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,299,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,299,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,299,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,299,79,80,44,36,0.55,0.08391608391608392,0.14381270903010032,1,pvalue_bh
0.1,299,107,124,80,44,0.6451612903225806,0.10256410256410256,0.23299888517279818,1,pvalue_bh
0.15,299,131,170,110,60,0.6470588235294118,0.13986013986013987,0.2965440356744704,1,pvalue_bh
0.2,299,150,215,138,77,0.641860465116279,0.1794871794871795,0.33695652173913043,1,pvalue_bh
0.05,299,0,0,0,0,0.0,0.0,0.0,2,betting
