method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,291.55,0.048707409937412814,0.7116697261922004,0.6905104845762253
score_oracle,0.1,349.95,0.09900361382982911,0.809393324219141,0.4823003068566322
score_oracle,0.15,395.7,0.1489737541374929,0.8647030086888764,0.32048813700675965
score_oracle,0.2,438.2,0.19921768507147847,0.9012709680520876,0.20797385349869724
