alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,210,0,0,0,0,0.0,0.0,0.0,0.3,129,0,betting,K<=5
0.05,28,0,0,0,0,0.0,0.0,0.0,0.3,106,0,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>30
0.1,210,84,103,0,103,0.0,0.3946360153256705,0.0,0.3,129,0,betting,K<=5
0.1,28,3,11,0,11,0.0,0.08461538461538462,0.0,0.3,106,0,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>30
0.15,210,113,136,1,135,0.007352941176470588,0.5172413793103449,0.004761904761904762,0.3,129,0,betting,K<=5
0.15,28,10,27,0,27,0.0,0.2076923076923077,0.0,0.3,106,0,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>30
0.2,210,126,159,2,157,0.012578616352201259,0.6015325670498084,0.007142857142857143,0.3,129,0,betting,K<=5
0.2,28,13,39,1,38,0.02564102564102564,0.2923076923076923,0.004464285714285714,0.3,106,0,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>30
0.05,208,76,91,0,91,0.0,0.314878892733564,0.0,0.3,133,1,betting,K<=5
0.05,30,0,0,0,0,0.0,0.0,0.0,0.3,118,1,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>30
0.1,208,108,131,1,130,0.007633587786259542,0.44982698961937717,0.004807692307692308,0.3,133,1,betting,K<=5
0.1,30,6,18,0,18,0.0,0.1565217391304348,0.0,0.3,118,1,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>30
0.15,208,126,166,3,163,0.018072289156626505,0.5640138408304498,0.009615384615384616,0.3,133,1,betting,K<=5
0.15,30,14,46,2,44,0.043478260869565216,0.3826086956521739,0.015000000000000001,0.3,118,1,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>30
0.2,208,140,189,5,184,0.026455026455026454,0.6366782006920415,0.016826923076923076,0.3,133,1,betting,K<=5
0.2,30,20,65,4,61,0.06153846153846154,0.5304347826086957,0.02537037037037037,0.3,118,1,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>30
0.05,21,0,0,0,0,0.0,0.0,0.0,0.3,81,2,betting,5<K<=30
0.05,217,0,0,0,0,0.0,0.0,0.0,0.3,122,2,betting,K<=5
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,K>30
