alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,235.0,0,betting
0.1,238,87,114,0,114,0.0,0.2915601023017903,0.0,0.3,235.0,0,betting
0.15,238,123,163,1,162,0.006134969325153374,0.4143222506393862,0.004201680672268907,0.3,235.0,0,betting
0.2,238,139,198,3,195,0.015151515151515152,0.49872122762148335,0.006827731092436975,0.3,235.0,0,betting
0.05,238,127,170,2,168,0.011764705882352941,0.4296675191815857,0.0063025210084033615,0.3,235.0,0,binary
0.1,238,139,206,5,201,0.024271844660194174,0.5140664961636828,0.013071895424836602,0.3,235.0,0,binary
0.15,238,161,259,18,241,0.0694980694980695,0.6163682864450127,0.038422035480859006,0.3,235.0,0,binary
0.2,238,176,289,28,261,0.09688581314878893,0.6675191815856778,0.06622315592903828,0.3,235.0,0,binary
0.05,238,163,244,6,238,0.02459016393442623,0.6086956521739131,0.013830532212885153,0.3,,0,pvalue_bh
0.1,238,178,301,11,290,0.036544850498338874,0.7416879795396419,0.020724956649326394,0.3,,0,pvalue_bh
0.15,238,187,336,23,313,0.06845238095238096,0.8005115089514067,0.04393674136321195,0.3,,0,pvalue_bh
0.2,238,197,360,35,325,0.09722222222222222,0.8312020460358056,0.07177243446398168,0.3,,0,pvalue_bh
0.05,238,76,91,0,91,0.0,0.22524752475247525,0.0,0.3,251.0,1,betting
0.1,238,114,149,1,148,0.006711409395973154,0.36633663366336633,0.004201680672268907,0.3,251.0,1,betting
0.15,238,140,212,5,207,0.02358490566037736,0.5123762376237624,0.010294117647058825,0.3,251.0,1,betting
0.2,238,160,254,9,245,0.03543307086614173,0.6064356435643564,0.017903828197945844,0.3,251.0,1,betting
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,251.0,1,binary
0.1,238,0,0,0,0,0.0,0.0,0.0,0.3,251.0,1,binary
0.15,238,0,0,0,0,0.0,0.0,0.0,0.3,251.0,1,binary
0.2,238,0,0,0,0,0.0,0.0,0.0,0.3,251.0,1,binary
0.05,238,174,300,14,286,0.04666666666666667,0.7079207920792079,0.027707749766573298,0.3,,1,pvalue_bh
0.1,238,187,343,25,318,0.0728862973760933,0.7871287128712872,0.04985994397759103,0.3,,1,pvalue_bh
0.15,238,196,389,49,340,0.12596401028277635,0.8415841584158416,0.08576930772308923,0.3,,1,pvalue_bh
0.2,238,197,402,57,345,0.1417910447761194,0.8539603960396039,0.09370793772054277,0.3,,1,pvalue_bh
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,203.0,2,betting
0.1,238,90,125,1,124,0.008,0.3229166666666667,0.004201680672268907,0.3,203.0,2,betting
0.15,238,133,191,2,189,0.010471204188481676,0.4921875,0.008403361344537815,0.3,203.0,2,betting
0.2,238,145,213,3,210,0.014084507042253521,0.546875,0.01050420168067227,0.3,203.0,2,betting
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,203.0,2,binary
0.1,238,0,0,0,0,0.0,0.0,0.0,0.3,203.0,2,binary
0.15,238,0,0,0,0,0.0,0.0,0.0,0.3,203.0,2,binary
0.2,238,0,0,0,0,0.0,0.0,0.0,0.3,203.0,2,binary
0.05,238,162,243,10,233,0.0411522633744856,0.6067708333333334,0.023669467787114845,0.3,,2,pvalue_bh
0.1,238,184,295,16,279,0.05423728813559322,0.7265625,0.0350140056022409,0.3,,2,pvalue_bh
0.15,238,193,326,23,303,0.0705521472392638,0.7890625,0.04971988795518207,0.3,,2,pvalue_bh
