alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,151,0,0,0,0,0.0,0.0,0.0,0.3,41,0,betting,K<=2
0.05,21,0,0,0,0,0.0,0.0,0.0,0.3,62,0,betting,6<=K<=10
0.05,59,0,0,0,0,0.0,0.0,0.0,0.3,88,0,betting,3<=K<=5
0.05,7,0,0,0,0,0.0,0.0,0.0,0.3,44,0,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>50
0.1,151,75,84,0,84,0.0,0.6086956521739131,0.0,0.3,41,0,betting,K<=2
0.1,21,2,8,0,8,0.0,0.09411764705882353,0.0,0.3,62,0,betting,6<=K<=10
0.1,59,9,19,0,19,0.0,0.15447154471544716,0.0,0.3,88,0,betting,3<=K<=5
0.1,7,1,3,0,3,0.0,0.06666666666666667,0.0,0.3,44,0,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>50
0.15,151,93,103,0,103,0.0,0.7463768115942029,0.0,0.3,41,0,betting,K<=2
0.15,21,8,22,0,22,0.0,0.25882352941176473,0.0,0.3,62,0,betting,6<=K<=10
0.15,59,20,33,1,32,0.030303030303030304,0.2601626016260163,0.01694915254237288,0.3,88,0,betting,3<=K<=5
0.15,7,2,5,0,5,0.0,0.1111111111111111,0.0,0.3,44,0,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>50
0.2,151,98,112,1,111,0.008928571428571428,0.8043478260869565,0.0033112582781456954,0.3,41,0,betting,K<=2
0.2,21,10,31,1,30,0.03225806451612903,0.35294117647058826,0.005952380952380952,0.3,62,0,betting,6<=K<=10
0.2,59,28,47,1,46,0.02127659574468085,0.37398373983739835,0.01694915254237288,0.3,88,0,betting,3<=K<=5
0.2,7,3,8,0,8,0.0,0.17777777777777778,0.0,0.3,44,0,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,0,betting,K>50
0.05,151,68,76,0,76,0.0,0.5547445255474452,0.0,0.3,53,1,betting,K<=2
0.05,57,8,15,0,15,0.0,0.09868421052631579,0.0,0.3,80,1,betting,3<=K<=5
0.05,22,0,0,0,0,0.0,0.0,0.0,0.3,65,1,betting,6<=K<=10
0.05,8,0,0,0,0,0.0,0.0,0.0,0.3,53,1,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>50
0.1,151,86,95,0,95,0.0,0.6934306569343066,0.0,0.3,53,1,betting,K<=2
0.1,57,22,36,1,35,0.027777777777777776,0.23026315789473684,0.017543859649122806,0.3,80,1,betting,3<=K<=5
0.1,22,6,18,0,18,0.0,0.24,0.0,0.3,65,1,betting,6<=K<=10
0.1,8,0,0,0,0,0.0,0.0,0.0,0.3,53,1,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>50
0.15,151,95,111,1,110,0.009009009009009009,0.8029197080291971,0.006622516556291391,0.3,53,1,betting,K<=2
0.15,57,31,55,2,53,0.03636363636363636,0.34868421052631576,0.017543859649122806,0.3,80,1,betting,3<=K<=5
0.15,22,12,36,2,34,0.05555555555555555,0.4533333333333333,0.020454545454545454,0.3,65,1,betting,6<=K<=10
0.15,8,2,10,0,10,0.0,0.25,0.0,0.3,53,1,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>50
0.2,151,100,118,2,116,0.01694915254237288,0.8467153284671532,0.009933774834437087,0.3,53,1,betting,K<=2
0.2,57,40,71,3,68,0.04225352112676056,0.4473684210526316,0.03508771929824561,0.3,80,1,betting,3<=K<=5
0.2,22,14,43,2,41,0.046511627906976744,0.5466666666666666,0.020454545454545454,0.3,65,1,betting,6<=K<=10
0.2,8,6,22,2,20,0.09090909090909091,0.5,0.03888888888888889,0.3,53,1,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,1,betting,K>50
0.05,18,0,0,0,0,0.0,0.0,0.0,0.3,61,2,betting,6<=K<=10
0.05,157,0,0,0,0,0.0,0.0,0.0,0.3,53,2,betting,K<=2
0.05,60,0,0,0,0,0.0,0.0,0.0,0.3,69,2,betting,3<=K<=5
0.05,3,0,0,0,0,0.0,0.0,0.0,0.3,20,2,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,K>50
0.1,18,6,16,0,16,0.0,0.2807017543859649,0.0,0.3,61,2,betting,6<=K<=10
0.1,157,70,78,1,77,0.01282051282051282,0.5099337748344371,0.006369426751592357,0.3,53,2,betting,K<=2
0.1,60,13,28,0,28,0.0,0.17391304347826086,0.0,0.3,69,2,betting,3<=K<=5
0.1,3,1,3,0,3,0.0,0.2,0.0,0.3,20,2,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,K>50
0.15,18,8,23,0,23,0.0,0.40350877192982454,0.0,0.3,61,2,betting,6<=K<=10
0.15,157,96,112,2,110,0.017857142857142856,0.7284768211920529,0.012738853503184714,0.3,53,2,betting,K<=2
0.15,60,28,53,0,53,0.0,0.32919254658385094,0.0,0.3,69,2,betting,3<=K<=5
0.15,3,1,3,0,3,0.0,0.2,0.0,0.3,20,2,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,K>50
0.2,18,11,28,0,28,0.0,0.49122807017543857,0.0,0.3,61,2,betting,6<=K<=10
0.2,157,100,117,3,114,0.02564102564102564,0.7549668874172185,0.01592356687898089,0.3,53,2,betting,K<=2
0.2,60,33,65,0,65,0.0,0.40372670807453415,0.0,0.3,69,2,betting,3<=K<=5
0.2,3,1,3,0,3,0.0,0.2,0.0,0.3,20,2,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,2,betting,K>50
0.05,23,0,0,0,0,0.0,0.0,0.0,0.3,63,3,betting,6<=K<=10
0.05,157,72,81,3,78,0.037037037037037035,0.5693430656934306,0.01592356687898089,0.3,48,3,betting,K<=2
0.05,54,4,5,0,5,0.0,0.043859649122807015,0.0,0.3,96,3,betting,3<=K<=5
0.05,4,0,0,0,0,0.0,0.0,0.0,0.3,30,3,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,K>50
0.1,23,8,27,0,27,0.0,0.2755102040816326,0.0,0.3,63,3,betting,6<=K<=10
0.1,157,91,106,5,101,0.04716981132075472,0.7372262773722628,0.025477707006369428,0.3,48,3,betting,K<=2
0.1,54,18,26,0,26,0.0,0.22807017543859648,0.0,0.3,96,3,betting,3<=K<=5
0.1,4,1,3,0,3,0.0,0.1111111111111111,0.0,0.3,30,3,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,K>50
0.15,23,16,43,2,41,0.046511627906976744,0.41836734693877553,0.016304347826086956,0.3,63,3,betting,6<=K<=10
0.15,157,97,119,6,113,0.05042016806722689,0.8248175182481752,0.028662420382165606,0.3,48,3,betting,K<=2
0.15,54,29,46,1,45,0.021739130434782608,0.39473684210526316,0.009259259259259259,0.3,96,3,betting,3<=K<=5
0.15,4,2,6,0,6,0.0,0.2222222222222222,0.0,0.3,30,3,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,K>50
0.2,23,21,68,5,63,0.07352941176470588,0.6428571428571429,0.05398550724637681,0.3,63,3,betting,6<=K<=10
0.2,157,104,127,9,118,0.07086614173228346,0.8613138686131386,0.04777070063694268,0.3,48,3,betting,K<=2
0.2,54,33,61,3,58,0.04918032786885246,0.5087719298245614,0.030864197530864196,0.3,96,3,betting,3<=K<=5
0.2,4,2,6,0,6,0.0,0.2222222222222222,0.0,0.3,30,3,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,3,betting,K>50
0.05,172,78,88,0,88,0.0,0.5176470588235295,0.0,0.3,49,4,betting,K<=2
0.05,50,6,9,0,9,0.0,0.08256880733944955,0.0,0.3,75,4,betting,3<=K<=5
0.05,3,0,0,0,0,0.0,0.0,0.0,0.3,23,4,betting,11<=K<=20
0.05,13,0,0,0,0,0.0,0.0,0.0,0.3,36,4,betting,6<=K<=10
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,K>50
0.1,172,104,118,1,117,0.00847457627118644,0.6882352941176471,0.005813953488372093,0.3,49,4,betting,K<=2
0.1,50,14,19,0,19,0.0,0.1743119266055046,0.0,0.3,75,4,betting,3<=K<=5
0.1,3,1,3,0,3,0.0,0.23076923076923078,0.0,0.3,23,4,betting,11<=K<=20
0.1,13,2,5,0,5,0.0,0.08620689655172414,0.0,0.3,36,4,betting,6<=K<=10
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,K>50
0.15,172,119,139,6,133,0.04316546762589928,0.7823529411764706,0.03197674418604651,0.3,49,4,betting,K<=2
0.15,50,22,30,0,30,0.0,0.27522935779816515,0.0,0.3,75,4,betting,3<=K<=5
0.15,3,2,7,0,7,0.0,0.5384615384615384,0.0,0.3,23,4,betting,11<=K<=20
0.15,13,6,13,2,11,0.15384615384615385,0.1896551724137931,0.10256410256410256,0.3,36,4,betting,6<=K<=10
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,K>50
0.2,172,123,144,6,138,0.041666666666666664,0.8117647058823529,0.03197674418604651,0.3,49,4,betting,K<=2
0.2,50,29,44,0,44,0.0,0.4036697247706422,0.0,0.3,75,4,betting,3<=K<=5
0.2,3,3,11,1,10,0.09090909090909091,0.7692307692307693,0.1111111111111111,0.3,23,4,betting,11<=K<=20
0.2,13,7,16,2,14,0.125,0.2413793103448276,0.10256410256410256,0.3,36,4,betting,6<=K<=10
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,4,betting,K>50
0.05,24,2,7,0,7,0.0,0.07291666666666667,0.0,0.3,73,5,betting,6<=K<=10
0.05,153,80,95,2,93,0.021052631578947368,0.6549295774647887,0.013071895424836602,0.3,50,5,betting,K<=2
0.05,53,8,14,0,14,0.0,0.1076923076923077,0.0,0.3,88,5,betting,3<=K<=5
0.05,7,1,5,0,5,0.0,0.1111111111111111,0.0,0.3,45,5,betting,11<=K<=20
0.05,1,0,0,0,0,0.0,0.0,0.0,0.3,12,5,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.3,0,5,betting,K>50
0.1,24,6,18,0,18,0.0,0.1875,0.0,0.3,73,5,betting,6<=K<=10
0.1,153,90,106,3,103,0.02830188679245283,0.7253521126760564,0.0196078431372549,0.3,50,5,betting,K<=2
0.1,53,18,26,0,26,0.0,0.2,0.0,0.3,88,5,betting,3<=K<=5
0.1,7,3,11,0,11,0.0,0.24444444444444444,0.0,0.3,45,5,betting,11<=K<=20
0.1,1,0,0,0,0,0.0,0.0,0.0,0.3,12,5,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.3,0,5,betting,K>50
0.15,24,13,28,0,28,0.0,0.2916666666666667,0.0,0.3,73,5,betting,6<=K<=10
0.15,153,101,121,5,116,0.04132231404958678,0.8169014084507042,0.026143790849673203,0.3,50,5,betting,K<=2
0.15,53,31,46,1,45,0.021739130434782608,0.34615384615384615,0.018867924528301886,0.3,88,5,betting,3<=K<=5
0.15,7,5,18,0,18,0.0,0.4,0.0,0.3,45,5,betting,11<=K<=20
0.15,1,0,0,0,0,0.0,0.0,0.0,0.3,12,5,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.3,0,5,betting,K>50
0.2,24,15,39,1,38,0.02564102564102564,0.3958333333333333,0.013888888888888888,0.3,73,5,betting,6<=K<=10
0.2,153,101,122,5,117,0.040983606557377046,0.823943661971831,0.026143790849673203,0.3,50,5,betting,K<=2
0.2,53,31,52,2,50,0.038461538461538464,0.38461538461538464,0.02830188679245283,0.3,88,5,betting,3<=K<=5
0.2,7,5,19,1,18,0.05263157894736842,0.4,0.047619047619047616,0.3,45,5,betting,11<=K<=20
0.2,1,0,0,0,0,0.0,0.0,0.0,0.3,12,5,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.3,0,5,betting,K>50
0.05,153,75,81,1,80,0.012345679012345678,0.5673758865248227,0.006535947712418301,0.3,38,6,betting,K<=2
0.05,64,11,21,0,21,0.0,0.13725490196078433,0.0,0.3,88,6,betting,3<=K<=5
0.05,18,2,10,0,10,0.0,0.15384615384615385,0.0,0.3,59,6,betting,6<=K<=10
