method,alpha,total_rejections,fdp,recall
betting,0.05,41.587067827947614,0.012105756959649824,0.10452297641314126
betting,0.1,20.606335254760342,0.013007149758595975,0.05274963620139118
betting,0.15,20.110942295178507,0.013103496234335479,0.04897581835723304
betting,0.2,23.41636854402223,0.018707940518357856,0.056500975563480896
binary,0.05,38.013155617496416,0.002630668208823282,0.09607657806137204
binary,0.1,85.470385760831,0.019371253940689923,0.19599220920080346
binary,0.15,57.91416061724456,0.015540240770268809,0.13782413876661107
binary,0.2,140.44399520618063,0.04858306279785566,0.301376168167444
pvalue_bh,0.05,28.394588068484953,0.01729983051189023,0.05547675963681457
pvalue_bh,0.1,22.967941043756486,0.022105927442210946,0.02883643057495142
pvalue_bh,0.15,26.869812840905006,0.02560759523751423,0.025813330310685417
pvalue_bh,0.2,27.886754071271522,0.024039845940795068,0.020478167486052083
