alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,235,0,betting,all,279
0.1,238,87,114,0,114,0.0,0.2915601023017903,0.0,0.3,235,0,betting,all,279
0.15,238,123,163,1,162,0.006134969325153374,0.4143222506393862,0.004201680672268907,0.3,235,0,betting,all,279
0.2,238,139,198,3,195,0.015151515151515152,0.49872122762148335,0.006827731092436975,0.3,235,0,betting,all,279
0.05,238,76,91,0,91,0.0,0.22524752475247525,0.0,0.3,251,1,betting,all,321
0.1,238,114,149,1,148,0.006711409395973154,0.36633663366336633,0.004201680672268907,0.3,251,1,betting,all,321
0.15,238,140,212,5,207,0.02358490566037736,0.5123762376237624,0.010294117647058825,0.3,251,1,betting,all,321
0.2,238,160,254,9,245,0.03543307086614173,0.6064356435643564,0.017903828197945844,0.3,251,1,betting,all,321
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,203,2,betting,all,227
0.1,238,90,125,1,124,0.008,0.3229166666666667,0.004201680672268907,0.3,203,2,betting,all,227
0.15,238,133,191,2,189,0.010471204188481676,0.4921875,0.008403361344537815,0.3,203,2,betting,all,227
0.2,238,145,213,3,210,0.014084507042253521,0.546875,0.01050420168067227,0.3,203,2,betting,all,227
0.05,238,76,86,3,83,0.03488372093023256,0.22074468085106383,0.01050420168067227,0.3,237,3,betting,all,253
0.1,238,118,162,5,157,0.030864197530864196,0.4175531914893617,0.01680672268907563,0.3,237,3,betting,all,253
0.15,238,144,214,9,205,0.04205607476635514,0.5452127659574468,0.022584033613445378,0.3,237,3,betting,all,253
0.2,238,160,262,17,245,0.0648854961832061,0.651595744680851,0.04373249299719888,0.3,237,3,betting,all,253
0.05,238,84,97,0,97,0.0,0.27714285714285714,0.0,0.3,183,4,betting,all,255
0.1,238,121,145,1,144,0.006896551724137931,0.4114285714285714,0.004201680672268907,0.3,183,4,betting,all,255
0.15,238,149,189,8,181,0.042328042328042326,0.5171428571428571,0.028711484593837537,0.3,183,4,betting,all,255
0.2,238,162,215,9,206,0.04186046511627907,0.5885714285714285,0.03011204481792717,0.3,183,4,betting,all,255
0.05,238,91,121,2,119,0.01652892561983471,0.28199052132701424,0.008403361344537815,0.3,268,5,betting,all,249
0.1,238,117,161,3,158,0.018633540372670808,0.3744075829383886,0.012605042016806723,0.3,268,5,betting,all,249
0.15,238,150,213,6,207,0.028169014084507043,0.490521327014218,0.02100840336134454,0.3,268,5,betting,all,249
0.2,238,152,232,9,223,0.03879310344827586,0.5284360189573459,0.025910364145658265,0.3,268,5,betting,all,249
0.05,238,88,112,1,111,0.008928571428571428,0.2967914438502674,0.004201680672268907,0.3,200,6,betting,all,245
0.1,238,131,176,2,174,0.011363636363636364,0.46524064171123,0.008403361344537815,0.3,200,6,betting,all,245
0.15,238,146,200,4,196,0.02,0.5240641711229946,0.01680672268907563,0.3,200,6,betting,all,245
0.2,238,157,227,5,222,0.022026431718061675,0.5935828877005348,0.018907563025210083,0.3,200,6,betting,all,245
0.05,238,68,77,0,77,0.0,0.21153846153846154,0.0,0.3,265,7,betting,all,228
0.1,238,124,161,8,153,0.049689440993788817,0.42032967032967034,0.025560224089635854,0.3,265,7,betting,all,228
0.15,238,140,192,9,183,0.046875,0.5027472527472527,0.026960784313725488,0.3,265,7,betting,all,228
0.2,238,157,232,17,215,0.07327586206896551,0.5906593406593407,0.04222689075630252,0.3,265,7,betting,all,228
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,266,8,betting,all,241
0.1,238,88,122,1,121,0.00819672131147541,0.3032581453634085,0.004201680672268907,0.3,266,8,betting,all,241
0.15,238,117,159,2,157,0.012578616352201259,0.39348370927318294,0.008403361344537815,0.3,266,8,betting,all,241
0.2,238,137,198,3,195,0.015151515151515152,0.48872180451127817,0.012605042016806723,0.3,266,8,betting,all,241
0.05,238,79,91,1,90,0.01098901098901099,0.2222222222222222,0.004201680672268907,0.3,217,9,betting,all,297
0.1,238,118,158,2,156,0.012658227848101266,0.3851851851851852,0.004726890756302521,0.3,217,9,betting,all,297
0.15,238,138,189,2,187,0.010582010582010581,0.4617283950617284,0.004668534080298786,0.3,217,9,betting,all,297
0.2,238,161,245,12,233,0.04897959183673469,0.5753086419753086,0.024416433239962655,0.3,217,9,betting,all,297
0.05,238,91,115,3,112,0.02608695652173913,0.28,0.012605042016806723,0.3,235,10,betting,all,234
0.1,238,133,186,6,180,0.03225806451612903,0.45,0.025210084033613446,0.3,235,10,betting,all,234
0.15,238,151,226,9,217,0.03982300884955752,0.5425,0.027210884353741496,0.3,235,10,betting,all,234
0.2,238,161,251,10,241,0.0398406374501992,0.6025,0.02923669467787115,0.3,235,10,betting,all,234
0.05,238,76,93,1,92,0.010752688172043012,0.22062350119904076,0.004201680672268907,0.3,252,11,betting,all,245
0.1,238,119,155,1,154,0.0064516129032258064,0.36930455635491605,0.004201680672268907,0.3,252,11,betting,all,245
0.15,238,133,178,2,176,0.011235955056179775,0.42206235011990406,0.008403361344537815,0.3,252,11,betting,all,245
0.2,238,142,194,2,192,0.010309278350515464,0.460431654676259,0.008403361344537815,0.3,252,11,betting,all,245
0.05,238,33,34,1,33,0.029411764705882353,0.08616187989556136,0.004201680672268907,0.3,221,12,betting,all,255
0.1,238,105,141,1,140,0.0070921985815602835,0.36553524804177545,0.004201680672268907,0.3,221,12,betting,all,255
0.15,238,123,166,1,165,0.006024096385542169,0.4308093994778068,0.004201680672268907,0.3,221,12,betting,all,255
0.2,238,142,206,2,204,0.009708737864077669,0.5326370757180157,0.008403361344537815,0.3,221,12,betting,all,255
0.05,238,83,106,3,103,0.02830188679245283,0.24407582938388625,0.012605042016806723,0.3,254,13,betting,all,213
0.1,238,122,171,4,167,0.023391812865497075,0.3957345971563981,0.01680672268907563,0.3,254,13,betting,all,213
0.15,238,140,201,6,195,0.029850746268656716,0.46208530805687204,0.02184873949579832,0.3,254,13,betting,all,213
0.2,238,152,227,10,217,0.04405286343612335,0.514218009478673,0.028256302521008404,0.3,254,13,betting,all,213
0.05,238,81,90,2,88,0.022222222222222223,0.20754716981132076,0.008403361344537815,0.3,240,14,betting,all,229
0.1,238,117,139,4,135,0.02877697841726619,0.31839622641509435,0.01680672268907563,0.3,240,14,betting,all,229
0.15,238,136,177,4,173,0.022598870056497175,0.4080188679245283,0.01680672268907563,0.3,240,14,betting,all,229
0.2,238,146,202,4,198,0.019801980198019802,0.4669811320754717,0.01680672268907563,0.3,240,14,betting,all,229
0.05,238,84,97,1,96,0.010309278350515464,0.2608695652173913,0.004201680672268907,0.3,225,15,betting,all,256
0.1,238,126,167,2,165,0.011976047904191617,0.4483695652173913,0.0063025210084033615,0.3,225,15,betting,all,256
0.15,238,142,197,5,192,0.025380710659898477,0.5217391304347826,0.015546218487394958,0.3,225,15,betting,all,256
0.2,238,160,234,8,226,0.03418803418803419,0.6141304347826086,0.021673669467787114,0.3,225,15,betting,all,256
0.05,238,67,82,0,82,0.0,0.22162162162162163,0.0,0.3,261,16,betting,all,241
0.1,238,102,138,0,138,0.0,0.372972972972973,0.0,0.3,261,16,betting,all,241
0.15,238,121,166,1,165,0.006024096385542169,0.44594594594594594,0.0005252100840336134,0.3,261,16,betting,all,241
0.2,238,136,188,2,186,0.010638297872340425,0.5027027027027027,0.004726890756302521,0.3,261,16,betting,all,241
0.05,238,0,0,0,0,0.0,0.0,0.0,0.3,254,17,betting,all,231
0.1,238,84,112,0,112,0.0,0.29473684210526313,0.0,0.3,254,17,betting,all,231
0.15,238,121,159,4,155,0.025157232704402517,0.40789473684210525,0.011904761904761904,0.3,254,17,betting,all,231
0.2,238,135,185,9,176,0.04864864864864865,0.4631578947368421,0.02226890756302521,0.3,254,17,betting,all,231
0.05,238,70,77,0,77,0.0,0.22647058823529412,0.0,0.3,226,18,betting,all,258
0.1,238,124,147,1,146,0.006802721088435374,0.4294117647058823,0.0008403361344537816,0.3,226,18,betting,all,258
0.15,238,140,178,4,174,0.02247191011235955,0.5117647058823529,0.00819327731092437,0.3,226,18,betting,all,258
0.2,238,150,201,4,197,0.01990049751243781,0.5794117647058824,0.00819327731092437,0.3,226,18,betting,all,258
0.05,238,78,97,0,97,0.0,0.23429951690821257,0.0,0.3,205,19,betting,all,238
0.1,238,129,169,1,168,0.005917159763313609,0.4057971014492754,0.004201680672268907,0.3,205,19,betting,all,238
0.15,238,149,207,2,205,0.00966183574879227,0.49516908212560384,0.008403361344537815,0.3,205,19,betting,all,238
0.2,238,165,242,4,238,0.01652892561983471,0.5748792270531401,0.011904761904761904,0.3,205,19,betting,all,238
