method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,20.3,0.018645293514858732,0.024962745280925104,0.8621192693710327
score_oracle,0.1,45.5,0.09426090349622285,0.05245935753544717,0.771418622136116
score_oracle,0.15,66.05,0.14484467064309006,0.07185539638189854,0.7135104060173034
score_oracle,0.2,83.2,0.19723866686527228,0.08534747348838607,0.677903464436531
