seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,2.73560842995963,38.480754032201155,3.0295885515473264,10.084550642696897,prompt_cluster
1,1.0,2.281971749570442,29.344258035839943,2.829101296604345,9.102582671475062,prompt_cluster
2,0.9999999999999999,2.3554432795834597,29.510077041928316,3.232399636866476,7.950798938960939,prompt_cluster
3,1.0000000000000002,2.6609857369198937,33.82330154797851,2.5424338643909246,8.55401035188825,prompt_cluster
4,1.0,2.3151342037859353,27.46364026132022,3.0385057868046785,8.488692740059227,prompt_cluster
5,1.0000000000000002,2.552541978278474,37.23484039018376,2.633452170617784,9.971667930666188,prompt_cluster
6,1.0,2.3355478169610056,34.68009641558139,3.2905883181463986,9.853540080783063,prompt_cluster
7,1.0000000000000002,2.631352984755044,31.58741801881753,2.8822871369489085,9.872323628937247,prompt_cluster
8,1.0000000000000002,2.222010870951946,31.887043905538267,3.047510769883362,11.00685956432282,prompt_cluster
9,1.0,2.4699806676314644,36.604410558516065,3.4308874236655207,6.563188746712702,prompt_cluster
10,1.0,2.1564917566438218,25.144302770382236,3.286745124374796,7.728859193958593,prompt_cluster
11,1.0000000000000002,2.341415302166749,29.902030891723676,3.111578610684082,9.323152477522012,prompt_cluster
12,1.0,2.3526867008110712,35.41269414137235,3.108013049574722,6.964052978752759,prompt_cluster
13,1.0,2.5166741443553513,34.0814254736217,3.2722458696166234,9.06405862463659,prompt_cluster
14,1.0,2.473926048586223,27.45281570861439,3.0786896678451217,8.813311505122014,prompt_cluster
15,1.0,2.2186777167082763,30.062134547325424,3.149111301659817,8.896292753752006,prompt_cluster
16,1.0,2.643899129993765,34.955088408301705,3.0527218539694507,9.682136493301511,prompt_cluster
17,0.9999999999999999,2.477205191617789,36.229821753636834,3.2807935367896217,10.180376368522582,prompt_cluster
18,1.0,2.1244178536573215,28.80611699162642,2.7288961776576905,9.804443882737273,prompt_cluster
19,1.0,2.4042178732450665,30.55137762626644,3.2693504156259383,8.684949554206314,prompt_cluster
