method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,67.75,0.04619338798442466,0.1487396437486337,0.7569967329502105
score_oracle,0.1,118.95,0.09760080613482831,0.2472879191633747,0.6344177082180977
score_oracle,0.15,189.2,0.14873677537845167,0.37085768897858656,0.486239130795002
score_oracle,0.2,238.55,0.19887104647468096,0.4418247516877969,0.4060691401362419
