alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.05,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.05,29,1,1,0,1,0.0,0.014925373134328358,0.0,0.0,0,0,betting,6<=K<=10
0.05,30,16,17,0,17,0.0,0.5151515151515151,0.0,0.0,0,0,betting,K<=2
0.05,30,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.05,29,5,5,0,5,0.0,0.10204081632653061,0.0,0.0,0,0,betting,3<=K<=5
0.1,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.1,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.1,29,3,6,0,6,0.0,0.08955223880597014,0.0,0.0,0,0,betting,6<=K<=10
0.1,30,23,24,0,24,0.0,0.7272727272727273,0.0,0.0,0,0,betting,K<=2
0.1,30,1,3,0,3,0.0,0.0297029702970297,0.0,0.0,0,0,betting,11<=K<=20
0.1,29,11,12,0,12,0.0,0.24489795918367346,0.0,0.0,0,0,betting,3<=K<=5
0.15,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.15,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.15,29,6,11,0,11,0.0,0.16417910447761194,0.0,0.0,0,0,betting,6<=K<=10
0.15,30,23,24,0,24,0.0,0.7272727272727273,0.0,0.0,0,0,betting,K<=2
0.15,30,1,4,0,4,0.0,0.039603960396039604,0.0,0.0,0,0,betting,11<=K<=20
0.15,29,15,19,0,19,0.0,0.3877551020408163,0.0,0.0,0,0,betting,3<=K<=5
0.2,10,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.2,25,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.2,29,6,13,0,13,0.0,0.19402985074626866,0.0,0.0,0,0,betting,6<=K<=10
0.2,30,25,26,0,26,0.0,0.7878787878787878,0.0,0.0,0,0,betting,K<=2
0.2,30,1,4,0,4,0.0,0.039603960396039604,0.0,0.0,0,0,betting,11<=K<=20
0.2,29,22,27,1,26,0.037037037037037035,0.5306122448979592,0.017241379310344827,0.0,0,0,betting,3<=K<=5
0.05,23,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.05,30,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,11<=K<=20
0.05,23,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,6<=K<=10
0.05,38,34,37,0,37,0.0,0.8409090909090909,0.0,0.0,0,1,betting,K<=2
0.05,28,5,5,0,5,0.0,0.10416666666666667,0.0,0.0,0,1,betting,3<=K<=5
0.05,11,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.1,23,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.1,30,1,1,0,1,0.0,0.011235955056179775,0.0,0.0,0,1,betting,11<=K<=20
0.1,23,2,5,1,4,0.2,0.07407407407407407,0.010869565217391304,0.0,0,1,betting,6<=K<=10
0.1,38,36,39,0,39,0.0,0.8863636363636364,0.0,0.0,0,1,betting,K<=2
0.1,28,13,18,0,18,0.0,0.375,0.0,0.0,0,1,betting,3<=K<=5
0.1,11,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.15,23,1,7,7,0,1.0,0.0,0.043478260869565216,0.0,0,1,betting,21<=K<=50
