alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,153,22,23,0,23,0.0,0.05021834061135371,0.0,0.0,0,0,betting,all,1569
0.1,153,38,45,0,45,0.0,0.0982532751091703,0.0,0.0,0,0,betting,all,1569
0.15,153,45,58,0,58,0.0,0.12663755458515283,0.0,0.0,0,0,betting,all,1569
0.2,153,54,70,1,69,0.014285714285714285,0.15065502183406113,0.0032679738562091504,0.0,0,0,betting,all,1569
0.05,153,39,42,0,42,0.0,0.1016949152542373,0.0,0.0,0,1,betting,all,1459
0.1,153,52,63,1,62,0.015873015873015872,0.15012106537530268,0.0016339869281045752,0.0,0,1,betting,all,1459
0.15,153,63,86,9,77,0.10465116279069768,0.1864406779661017,0.010348583877995643,0.0,0,1,betting,all,1459
0.2,153,69,95,11,84,0.11578947368421053,0.2033898305084746,0.023420479302832246,0.0,0,1,betting,all,1459
0.05,153,45,51,0,51,0.0,0.10019646365422397,0.0,0.0,0,2,betting,all,1472
0.1,153,60,75,2,73,0.02666666666666667,0.14341846758349705,0.013071895424836602,0.0,0,2,betting,all,1472
0.15,153,69,88,4,84,0.045454545454545456,0.1650294695481336,0.026143790849673203,0.0,0,2,betting,all,1472
0.2,153,76,99,5,94,0.050505050505050504,0.18467583497053044,0.02832244008714597,0.0,0,2,betting,all,1472
0.05,153,36,40,0,40,0.0,0.0894854586129754,0.0,0.0,0,3,betting,all,1712
0.1,153,53,61,1,60,0.01639344262295082,0.1342281879194631,0.006535947712418301,0.0,0,3,betting,all,1712
0.15,153,63,80,6,74,0.075,0.16554809843400448,0.016339869281045753,0.0,0,3,betting,all,1712
0.2,153,70,92,8,84,0.08695652173913043,0.18791946308724833,0.02287581699346405,0.0,0,3,betting,all,1712
0.05,153,40,44,0,44,0.0,0.09381663113006397,0.0,0.0,0,4,betting,all,1706
0.1,153,52,62,2,60,0.03225806451612903,0.1279317697228145,0.013071895424836602,0.0,0,4,betting,all,1706
0.15,153,64,81,4,77,0.04938271604938271,0.16417910447761194,0.026143790849673203,0.0,0,4,betting,all,1706
0.2,153,70,95,10,85,0.10526315789473684,0.1812366737739872,0.03594771241830065,0.0,0,4,betting,all,1706
0.05,153,34,38,0,38,0.0,0.09523809523809523,0.0,0.0,0,5,betting,all,1680
0.1,153,48,55,0,55,0.0,0.13784461152882205,0.0,0.0,0,5,betting,all,1680
0.15,153,61,74,5,69,0.06756756756756757,0.17293233082706766,0.029411764705882353,0.0,0,5,betting,all,1680
0.2,153,66,82,5,77,0.06097560975609756,0.19298245614035087,0.029411764705882353,0.0,0,5,betting,all,1680
0.05,153,34,36,0,36,0.0,0.08591885441527446,0.0,0.0,0,6,betting,all,1497
0.1,153,39,45,0,45,0.0,0.10739856801909307,0.0,0.0,0,6,betting,all,1497
0.15,153,43,50,1,49,0.02,0.11694510739856802,0.006535947712418301,0.0,0,6,betting,all,1497
0.2,153,53,65,3,62,0.046153846153846156,0.14797136038186157,0.016339869281045753,0.0,0,6,betting,all,1497
0.05,153,32,35,0,35,0.0,0.08495145631067962,0.0,0.0,0,7,betting,all,1886
0.1,153,46,52,1,51,0.019230769230769232,0.12378640776699029,0.006535947712418301,0.0,0,7,betting,all,1886
0.15,153,66,75,4,71,0.05333333333333334,0.17233009708737865,0.02287581699346405,0.0,0,7,betting,all,1886
0.2,153,72,86,5,81,0.05813953488372093,0.1966019417475728,0.029411764705882353,0.0,0,7,betting,all,1886
0.05,153,31,35,0,35,0.0,0.08254716981132075,0.0,0.0,0,8,betting,all,1788
0.1,153,39,49,2,47,0.04081632653061224,0.11084905660377359,0.008169934640522876,0.0,0,8,betting,all,1788
0.15,153,52,67,3,64,0.04477611940298507,0.1509433962264151,0.014705882352941176,0.0,0,8,betting,all,1788
0.2,153,61,83,5,78,0.060240963855421686,0.18396226415094338,0.023420479302832246,0.0,0,8,betting,all,1788
0.05,153,38,41,0,41,0.0,0.10049019607843138,0.0,0.0,0,9,betting,all,1417
0.1,153,52,61,1,60,0.01639344262295082,0.14705882352941177,0.006535947712418301,0.0,0,9,betting,all,1417
0.15,153,58,71,2,69,0.028169014084507043,0.16911764705882354,0.013071895424836602,0.0,0,9,betting,all,1417
0.2,153,65,82,3,79,0.036585365853658534,0.19362745098039216,0.016339869281045753,0.0,0,9,betting,all,1417
0.05,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0,10,betting,all,1590
0.1,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0,10,betting,all,1590
0.15,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0,10,betting,all,1590
0.2,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0,10,betting,all,1590
0.05,153,30,31,0,31,0.0,0.07311320754716981,0.0,0.0,0,11,betting,all,1369
0.1,153,39,45,0,45,0.0,0.10613207547169812,0.0,0.0,0,11,betting,all,1369
0.15,153,50,59,0,59,0.0,0.1391509433962264,0.0,0.0,0,11,betting,all,1369
0.2,153,61,78,8,70,0.10256410256410256,0.1650943396226415,0.00980392156862745,0.0,0,11,betting,all,1369
0.05,153,29,36,0,36,0.0,0.07929515418502203,0.0,0.0,0,12,betting,all,1608
0.1,153,44,54,2,52,0.037037037037037035,0.1145374449339207,0.013071895424836602,0.0,0,12,betting,all,1608
0.15,153,59,73,4,69,0.0547945205479452,0.15198237885462554,0.026143790849673203,0.0,0,12,betting,all,1608
0.2,153,65,83,5,78,0.060240963855421686,0.17180616740088106,0.032679738562091505,0.0,0,12,betting,all,1608
0.05,153,39,41,0,41,0.0,0.10621761658031088,0.0,0.0,0,13,betting,all,1284
0.1,153,54,60,3,57,0.05,0.14766839378238342,0.0196078431372549,0.0,0,13,betting,all,1284
0.15,153,63,74,4,70,0.05405405405405406,0.18134715025906736,0.02287581699346405,0.0,0,13,betting,all,1284
0.2,153,64,77,4,73,0.05194805194805195,0.18911917098445596,0.02287581699346405,0.0,0,13,betting,all,1284
0.05,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0,14,betting,all,1384
0.1,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0,14,betting,all,1384
0.15,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0,14,betting,all,1384
0.2,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0,14,betting,all,1384
0.05,153,28,29,0,29,0.0,0.06079664570230608,0.0,0.0,0,15,betting,all,1540
0.1,153,46,55,2,53,0.03636363636363636,0.1111111111111111,0.008169934640522876,0.0,0,15,betting,all,1540
0.15,153,57,69,4,65,0.057971014492753624,0.13626834381551362,0.021241830065359478,0.0,0,15,betting,all,1540
0.2,153,62,81,12,69,0.14814814814814814,0.14465408805031446,0.03758169934640523,0.0,0,15,betting,all,1540
0.05,153,29,30,0,30,0.0,0.07042253521126761,0.0,0.0,0,16,betting,all,1576
0.1,153,40,48,0,48,0.0,0.11267605633802817,0.0,0.0,0,16,betting,all,1576
0.15,153,55,68,2,66,0.029411764705882353,0.15492957746478872,0.013071895424836602,0.0,0,16,betting,all,1576
0.2,153,66,83,2,81,0.024096385542168676,0.19014084507042253,0.013071895424836602,0.0,0,16,betting,all,1576
0.05,153,43,49,1,48,0.02040816326530612,0.10666666666666667,0.0021786492374727667,0.0,0,17,betting,all,1674
0.1,153,62,76,2,74,0.02631578947368421,0.16444444444444445,0.008169934640522876,0.0,0,17,betting,all,1674
0.15,153,71,86,4,82,0.046511627906976744,0.18222222222222223,0.017973856209150325,0.0,0,17,betting,all,1674
0.2,153,80,102,13,89,0.12745098039215685,0.19777777777777777,0.03431372549019608,0.0,0,17,betting,all,1674
0.05,153,32,37,0,37,0.0,0.07822410147991543,0.0,0.0,0,18,betting,all,1306
0.1,153,43,52,0,52,0.0,0.10993657505285412,0.0,0.0,0,18,betting,all,1306
0.15,153,53,73,0,73,0.0,0.1543340380549683,0.0,0.0,0,18,betting,all,1306
0.2,153,64,89,2,87,0.02247191011235955,0.1839323467230444,0.00980392156862745,0.0,0,18,betting,all,1306
0.05,153,38,39,1,38,0.02564102564102564,0.08656036446469248,0.006535947712418301,0.0,0,19,betting,all,1473
0.1,153,58,70,2,68,0.02857142857142857,0.1548974943052392,0.013071895424836602,0.0,0,19,betting,all,1473
0.15,153,69,89,2,87,0.02247191011235955,0.19817767653758542,0.013071895424836602,0.0,0,19,betting,all,1473
0.2,153,78,115,10,105,0.08695652173913043,0.23917995444191345,0.026143790849673203,0.0,0,19,betting,all,1473
