alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,153,101,145,26,119,0.1793103448275862,0.2840095465393795,0.08033769063180829,0.0,,6,pvalue_bh
0.1,153,116,177,39,138,0.22033898305084745,0.32935560859188545,0.11395113600995954,0.0,,6,pvalue_bh
0.15,153,125,222,62,160,0.27927927927927926,0.3818615751789976,0.13960473078120136,0.0,,6,pvalue_bh
0.2,153,128,253,86,167,0.33992094861660077,0.39856801909307876,0.16525353731236084,0.0,,6,pvalue_bh
0.05,153,32,35,0,35,0.0,0.08495145631067962,0.0,0.0,0.0,7,betting
0.1,153,46,52,1,51,0.019230769230769232,0.12378640776699029,0.006535947712418301,0.0,0.0,7,betting
0.15,153,66,75,4,71,0.05333333333333334,0.17233009708737865,0.02287581699346405,0.0,0.0,7,betting
0.2,153,72,86,5,81,0.05813953488372093,0.1966019417475728,0.029411764705882353,0.0,0.0,7,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,binary
0.05,153,111,152,23,129,0.1513157894736842,0.3131067961165049,0.06660441954559601,0.0,,7,pvalue_bh
0.1,153,121,195,44,151,0.22564102564102564,0.36650485436893204,0.09494242141300965,0.0,,7,pvalue_bh
0.15,153,130,222,52,170,0.23423423423423423,0.41262135922330095,0.10325241207594149,0.0,,7,pvalue_bh
0.2,153,134,258,77,181,0.29844961240310075,0.4393203883495146,0.1266677041186845,0.0,,7,pvalue_bh
0.05,153,31,35,0,35,0.0,0.08254716981132075,0.0,0.0,0.0,8,betting
0.1,153,39,49,2,47,0.04081632653061224,0.11084905660377359,0.008169934640522876,0.0,0.0,8,betting
0.15,153,52,67,3,64,0.04477611940298507,0.1509433962264151,0.014705882352941176,0.0,0.0,8,betting
0.2,153,61,83,5,78,0.060240963855421686,0.18396226415094338,0.023420479302832246,0.0,0.0,8,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,binary
0.05,153,99,131,10,121,0.07633587786259542,0.28537735849056606,0.04847494553376906,0.0,,8,pvalue_bh
0.1,153,115,196,27,169,0.1377551020408163,0.39858490566037735,0.05987394957983193,0.0,,8,pvalue_bh
0.15,153,122,221,37,184,0.167420814479638,0.4339622641509434,0.07163087457205104,0.0,,8,pvalue_bh
0.2,153,128,271,73,198,0.2693726937269373,0.4669811320754717,0.11937512378688847,0.0,,8,pvalue_bh
0.05,153,38,41,0,41,0.0,0.10049019607843138,0.0,0.0,0.0,9,betting
0.1,153,52,61,1,60,0.01639344262295082,0.14705882352941177,0.006535947712418301,0.0,0.0,9,betting
0.15,153,58,71,2,69,0.028169014084507043,0.16911764705882354,0.013071895424836602,0.0,0.0,9,betting
0.2,153,65,82,3,79,0.036585365853658534,0.19362745098039216,0.016339869281045753,0.0,0.0,9,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,binary
0.05,153,102,148,16,132,0.10810810810810811,0.3235294117647059,0.06971677559912853,0.0,,9,pvalue_bh
0.1,153,112,167,19,148,0.11377245508982035,0.3627450980392157,0.07472766884531591,0.0,,9,pvalue_bh
0.15,153,119,206,39,167,0.18932038834951456,0.40931372549019607,0.10259622367465505,0.0,,9,pvalue_bh
0.2,153,128,238,57,181,0.23949579831932774,0.44362745098039214,0.13723651076592255,0.0,,9,pvalue_bh
0.05,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0.0,10,betting
0.1,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0.0,10,betting
0.15,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0.0,10,betting
0.2,153,31,31,1,30,0.03225806451612903,0.08310249307479224,0.006535947712418301,0.0,0.0,10,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,binary
0.05,153,95,131,21,110,0.16030534351145037,0.3047091412742382,0.06535947712418301,0.0,,10,pvalue_bh
0.1,153,119,196,43,153,0.2193877551020408,0.42382271468144045,0.11274509803921569,0.0,,10,pvalue_bh
0.15,153,129,238,67,171,0.2815126050420168,0.47368421052631576,0.14304907148044402,0.0,,10,pvalue_bh
0.2,153,135,281,87,194,0.3096085409252669,0.5373961218836565,0.16881529871725953,0.0,,10,pvalue_bh
0.05,153,30,31,0,31,0.0,0.07311320754716981,0.0,0.0,0.0,11,betting
0.1,153,39,45,0,45,0.0,0.10613207547169812,0.0,0.0,0.0,11,betting
0.15,153,50,59,0,59,0.0,0.1391509433962264,0.0,0.0,0.0,11,betting
0.2,153,61,78,8,70,0.10256410256410256,0.1650943396226415,0.00980392156862745,0.0,0.0,11,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,binary
0.1,153,22,23,0,23,0.0,0.054245283018867926,0.0,0.0,0.0,11,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,binary
0.2,153,26,35,6,29,0.17142857142857143,0.06839622641509434,0.011764705882352941,0.0,0.0,11,binary
0.05,153,78,97,9,88,0.09278350515463918,0.20754716981132076,0.016339869281045753,0.0,,11,pvalue_bh
0.1,153,96,125,14,111,0.112,0.2617924528301887,0.032679738562091505,0.0,,11,pvalue_bh
0.15,153,103,155,29,126,0.1870967741935484,0.2971698113207547,0.051742919389978215,0.0,,11,pvalue_bh
0.2,153,109,198,58,140,0.29292929292929293,0.330188679245283,0.07120073100465257,0.0,,11,pvalue_bh
0.05,153,29,36,0,36,0.0,0.07929515418502203,0.0,0.0,0.0,12,betting
0.1,153,44,54,2,52,0.037037037037037035,0.1145374449339207,0.013071895424836602,0.0,0.0,12,betting
0.15,153,59,73,4,69,0.0547945205479452,0.15198237885462554,0.026143790849673203,0.0,0.0,12,betting
0.2,153,65,83,5,78,0.060240963855421686,0.17180616740088106,0.032679738562091505,0.0,0.0,12,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,binary
0.05,153,95,142,23,119,0.1619718309859155,0.2621145374449339,0.05614690320572673,0.0,,12,pvalue_bh
0.1,153,113,207,46,161,0.2222222222222222,0.35462555066079293,0.10501089324618738,0.0,,12,pvalue_bh
0.15,153,122,246,66,180,0.2682926829268293,0.3964757709251101,0.1315826330532213,0.0,,12,pvalue_bh
0.2,153,131,287,91,196,0.3170731707317073,0.43171806167400884,0.1523936847466259,0.0,,12,pvalue_bh
0.05,153,39,41,0,41,0.0,0.10621761658031088,0.0,0.0,0.0,13,betting
0.1,153,54,60,3,57,0.05,0.14766839378238342,0.0196078431372549,0.0,0.0,13,betting
0.15,153,63,74,4,70,0.05405405405405406,0.18134715025906736,0.02287581699346405,0.0,0.0,13,betting
0.2,153,64,77,4,73,0.05194805194805195,0.18911917098445596,0.02287581699346405,0.0,0.0,13,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13,binary
0.2,153,24,38,11,27,0.2894736842105263,0.06994818652849741,0.009209744503862152,0.0,0.0,13,binary
0.05,153,81,110,16,94,0.14545454545454545,0.24352331606217617,0.03174603174603175,0.0,,13,pvalue_bh
0.1,153,101,157,34,123,0.21656050955414013,0.31865284974093266,0.05898692810457517,0.0,,13,pvalue_bh
0.15,153,114,222,68,154,0.3063063063063063,0.39896373056994816,0.0934145375321846,0.0,,13,pvalue_bh
0.2,153,121,247,84,163,0.340080971659919,0.422279792746114,0.10531670580690189,0.0,,13,pvalue_bh
0.05,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0.0,14,betting
0.1,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0.0,14,betting
0.15,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0.0,14,betting
0.2,153,30,31,1,30,0.03225806451612903,0.07334963325183375,0.006535947712418301,0.0,0.0,14,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,binary
0.2,153,18,21,1,20,0.047619047619047616,0.0488997555012225,0.0021786492374727667,0.0,0.0,14,binary
0.05,153,92,113,7,106,0.061946902654867256,0.2591687041564792,0.0392156862745098,0.0,,14,pvalue_bh
0.1,153,112,202,42,160,0.2079207920792079,0.39119804400978,0.07419447311088179,0.0,,14,pvalue_bh
0.15,153,125,253,79,174,0.31225296442687744,0.4254278728606357,0.10878134879682867,0.0,,14,pvalue_bh
0.2,153,130,306,116,190,0.3790849673202614,0.46454767726161367,0.13704376258804926,0.0,,14,pvalue_bh
0.05,153,28,29,0,29,0.0,0.06079664570230608,0.0,0.0,0.0,15,betting
0.1,153,46,55,2,53,0.03636363636363636,0.1111111111111111,0.008169934640522876,0.0,0.0,15,betting
0.15,153,57,69,4,65,0.057971014492753624,0.13626834381551362,0.021241830065359478,0.0,0.0,15,betting
0.2,153,62,81,12,69,0.14814814814814814,0.14465408805031446,0.03758169934640523,0.0,0.0,15,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15,binary
0.05,153,92,127,23,104,0.18110236220472442,0.2180293501048218,0.06279178338001867,0.0,,15,pvalue_bh
0.1,153,113,171,35,136,0.2046783625730994,0.2851153039832285,0.07875816993464052,0.0,,15,pvalue_bh
0.15,153,120,255,83,172,0.3254901960784314,0.36058700209643607,0.11005992811067783,0.0,,15,pvalue_bh
0.2,153,125,292,110,182,0.3767123287671233,0.38155136268343814,0.13238118759274592,0.0,,15,pvalue_bh
0.05,153,29,30,0,30,0.0,0.07042253521126761,0.0,0.0,0.0,16,betting
0.1,153,40,48,0,48,0.0,0.11267605633802817,0.0,0.0,0.0,16,betting
0.15,153,55,68,2,66,0.029411764705882353,0.15492957746478872,0.013071895424836602,0.0,0.0,16,betting
0.2,153,66,83,2,81,0.024096385542168676,0.19014084507042253,0.013071895424836602,0.0,0.0,16,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,binary
0.05,153,87,110,5,105,0.045454545454545456,0.24647887323943662,0.032679738562091505,0.0,,16,pvalue_bh
0.1,153,104,162,23,139,0.1419753086419753,0.32629107981220656,0.05070028011204481,0.0,,16,pvalue_bh
0.15,153,112,185,28,157,0.15135135135135136,0.3685446009389671,0.059414877061935885,0.0,,16,pvalue_bh
0.2,153,113,198,35,163,0.17676767676767677,0.3826291079812207,0.06945222533457827,0.0,,16,pvalue_bh
0.05,153,43,49,1,48,0.02040816326530612,0.10666666666666667,0.0021786492374727667,0.0,0.0,17,betting
0.1,153,62,76,2,74,0.02631578947368421,0.16444444444444445,0.008169934640522876,0.0,0.0,17,betting
0.15,153,71,86,4,82,0.046511627906976744,0.18222222222222223,0.017973856209150325,0.0,0.0,17,betting
0.2,153,80,102,13,89,0.12745098039215685,0.19777777777777777,0.03431372549019608,0.0,0.0,17,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17,binary
0.2,153,28,32,1,31,0.03125,0.06888888888888889,0.0032679738562091504,0.0,0.0,17,binary
0.05,153,105,145,24,121,0.16551724137931034,0.2688888888888889,0.06605975723622783,0.0,,17,pvalue_bh
0.1,153,115,243,71,172,0.29218106995884774,0.38222222222222224,0.10256359853883074,0.0,,17,pvalue_bh
0.15,153,126,325,130,195,0.4,0.43333333333333335,0.1483812913379477,0.0,,17,pvalue_bh
0.2,153,130,359,153,206,0.42618384401114207,0.4577777777777778,0.16474090204989458,0.0,,17,pvalue_bh
0.05,153,32,37,0,37,0.0,0.07822410147991543,0.0,0.0,0.0,18,betting
0.1,153,43,52,0,52,0.0,0.10993657505285412,0.0,0.0,0.0,18,betting
0.15,153,53,73,0,73,0.0,0.1543340380549683,0.0,0.0,0.0,18,betting
0.2,153,64,89,2,87,0.02247191011235955,0.1839323467230444,0.00980392156862745,0.0,0.0,18,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,binary
0.05,153,78,107,3,104,0.028037383177570093,0.21987315010570824,0.016339869281045753,0.0,,18,pvalue_bh
0.1,153,102,148,12,136,0.08108108108108109,0.28752642706131076,0.04226579520697167,0.0,,18,pvalue_bh
0.15,153,115,240,60,180,0.25,0.38054968287526425,0.07527575670379962,0.0,,18,pvalue_bh
0.2,153,118,260,73,187,0.28076923076923077,0.3953488372093023,0.08645514558827251,0.0,,18,pvalue_bh
0.05,153,38,39,1,38,0.02564102564102564,0.08656036446469248,0.006535947712418301,0.0,0.0,19,betting
0.1,153,58,70,2,68,0.02857142857142857,0.1548974943052392,0.013071895424836602,0.0,0.0,19,betting
0.15,153,69,89,2,87,0.02247191011235955,0.19817767653758542,0.013071895424836602,0.0,0.0,19,betting
0.2,153,78,115,10,105,0.08695652173913043,0.23917995444191345,0.026143790849673203,0.0,0.0,19,betting
0.05,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19,binary
0.1,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19,binary
0.15,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19,binary
0.2,153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19,binary
0.05,153,95,150,23,127,0.15333333333333332,0.28929384965831434,0.05163398692810458,0.0,,19,pvalue_bh
0.1,153,116,195,35,160,0.1794871794871795,0.36446469248291574,0.07205882352941177,0.0,,19,pvalue_bh
0.15,153,123,219,51,168,0.2328767123287671,0.3826879271070615,0.10468409586056644,0.0,,19,pvalue_bh
0.2,153,129,253,69,184,0.2727272727272727,0.4191343963553531,0.13617635088223323,0.0,,19,pvalue_bh
