method,alpha,total_rejections,fdp,recall
betting,0.05,6.8323918906462335,0.011571030750377694,0.014952710583921908
betting,0.1,12.197929073585016,0.01612145534438643,0.02436710074255485
betting,0.15,16.544278705786386,0.026285624476429906,0.032420474161671056
betting,0.2,20.441122123900403,0.03784448087427034,0.03874615394589495
binary,0.05,6.037383539249433,0.0,0.014618362080507099
binary,0.1,7.979579200091087,0.0,0.018973349449315717
binary,0.15,6.48459713474939,0.007710579232757895,0.015159782898303659
binary,0.2,14.423208636375646,0.07805810450362151,0.029788439612791238
pvalue_bh,0.05,19.196765078358496,0.05173542413684361,0.03619655338082726
pvalue_bh,0.1,28.93477237912161,0.062381201746897964,0.045806428203227716
pvalue_bh,0.15,39.00620733327346,0.07180658475868287,0.04065333066765797
pvalue_bh,0.2,40.64541794593826,0.05850609342537456,0.04497675383719679
