seed,alpha,iou_thresh,n_candidates,n_clusters,compression_ratio,mean_cluster_size,max_cluster_size,nms_rej,nms_fp,nms_tp,nms_tp_members,nms_fdp_pooled,nms_family_fdp_mean,nms_recall_cluster,nms_recall_members,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall,total_tp_clusters,nms_hit_tp_clusters,base_hit_tp_clusters,nms_recall_object,base_recall_object
0,0.05,0.5,5033,3516,0.6985893105503675,1.4314562002275313,55,149,19,130,154,0.12751677852348994,0.014094705046197583,0.2047244094488189,0.24251968503937008,143,17,126,0.11888111888111888,0.013970326936744845,0.1984251968503937,386,130,124,0.33678756476683935,0.32124352331606215
0,0.1,0.5,5033,3516,0.6985893105503675,1.4314562002275313,55,175,21,154,184,0.12,0.015788160844130993,0.24251968503937008,0.28976377952755905,176,22,154,0.125,0.01761282871357498,0.24251968503937008,386,154,152,0.39896373056994816,0.39378238341968913
0,0.15,0.5,5033,3516,0.6985893105503675,1.4314562002275313,55,204,30,174,210,0.14705882352941177,0.023095374774479253,0.2740157480314961,0.33070866141732286,216,33,183,0.1527777777777778,0.02453136105188344,0.28818897637795277,386,174,182,0.45077720207253885,0.47150259067357514
0,0.2,0.5,5033,3516,0.6985893105503675,1.4314562002275313,55,219,33,186,227,0.1506849315068493,0.0237667183562706,0.2929133858267717,0.35748031496062993,229,35,194,0.15283842794759825,0.026450850144879995,0.30551181102362207,386,186,192,0.48186528497409326,0.49740932642487046
1,0.05,0.5,6683,4659,0.6971420020948675,1.4344279888388065,113,103,5,98,112,0.04854368932038835,0.005936227951153324,0.12694300518134716,0.14507772020725387,95,5,90,0.05263157894736842,0.005907960199004976,0.11658031088082901,444,98,89,0.22072072072072071,0.20045045045045046
1,0.1,0.5,6683,4659,0.6971420020948675,1.4344279888388065,113,143,6,137,162,0.04195804195804196,0.00777363184079602,0.17746113989637305,0.20984455958549222,145,6,139,0.041379310344827586,0.00777363184079602,0.1800518134715026,444,137,138,0.30855855855855857,0.3108108108108108
1,0.15,0.5,6683,4659,0.6971420020948675,1.4344279888388065,113,152,10,142,170,0.06578947368421052,0.014303482587064676,0.18393782383419688,0.22020725388601037,180,10,170,0.05555555555555555,0.013743781094527363,0.22020725388601037,444,142,169,0.31981981981981983,0.38063063063063063
1,0.2,0.5,6683,4659,0.6971420020948675,1.4344279888388065,113,185,13,172,210,0.07027027027027027,0.016749585406301823,0.22279792746113988,0.27202072538860106,200,15,185,0.075,0.016972828166858016,0.23963730569948186,444,172,183,0.38738738738738737,0.41216216216216217
10,0.05,0.5,6075,4257,0.7007407407407408,1.427061310782241,75,102,5,97,114,0.049019607843137254,0.009328358208955223,0.1416058394160584,0.16642335766423358,106,4,102,0.03773584905660377,0.007462686567164179,0.14890510948905109,390,97,101,0.24871794871794872,0.258974358974359
10,0.1,0.5,6075,4257,0.7007407407407408,1.427061310782241,75,137,7,130,158,0.051094890510948905,0.012126865671641791,0.1897810218978102,0.23065693430656933,131,6,125,0.04580152671755725,0.011194029850746268,0.18248175182481752,390,130,123,0.3333333333333333,0.3153846153846154
10,0.15,0.5,6075,4257,0.7007407407407408,1.427061310782241,75,152,10,142,177,0.06578947368421052,0.016791044776119403,0.2072992700729927,0.2583941605839416,158,9,149,0.056962025316455694,0.01554726368159204,0.21751824817518248,390,142,146,0.3641025641025641,0.37435897435897436
10,0.2,0.5,6075,4257,0.7007407407407408,1.427061310782241,75,167,11,156,194,0.0658682634730539,0.018656716417910446,0.22773722627737225,0.2832116788321168,172,12,160,0.06976744186046512,0.01861229566453447,0.23357664233576642,390,156,155,0.4,0.3974358974358974
11,0.05,0.5,6101,4190,0.6867726602196361,1.4560859188544153,30,97,4,93,111,0.041237113402061855,0.005597014925373134,0.14329738058551617,0.17103235747303544,96,4,92,0.041666666666666664,0.005597014925373134,0.14175654853620956,436,93,89,0.21330275229357798,0.20412844036697247
11,0.1,0.5,6101,4190,0.6867726602196361,1.4560859188544153,30,139,12,127,150,0.08633093525179857,0.013526119402985074,0.19568567026194145,0.23112480739599384,136,9,127,0.0661764705882353,0.014925373134328358,0.19568567026194145,436,127,124,0.29128440366972475,0.28440366972477066
11,0.15,0.5,6101,4190,0.6867726602196361,1.4560859188544153,30,164,15,149,180,0.09146341463414634,0.017339771729587356,0.2295839753466872,0.2773497688751926,166,15,151,0.09036144578313253,0.017339771729587356,0.23266563944530047,436,149,148,0.34174311926605505,0.3394495412844037
11,0.2,0.5,6101,4190,0.6867726602196361,1.4560859188544153,30,180,20,160,193,0.1111111111111111,0.017820798604380694,0.2465331278890601,0.29738058551617874,180,15,165,0.08333333333333333,0.017339771729587356,0.2542372881355932,436,160,162,0.3669724770642202,0.37155963302752293
12,0.05,0.5,5786,4220,0.729346698928448,1.371090047393365,41,102,11,91,110,0.10784313725490197,0.0076181592039801,0.14942528735632185,0.180623973727422,101,11,90,0.10891089108910891,0.0076181592039801,0.1477832512315271,422,91,89,0.2156398104265403,0.2109004739336493
12,0.1,0.5,5786,4220,0.729346698928448,1.371090047393365,41,142,20,122,147,0.14084507042253522,0.016452663154814164,0.20032840722495895,0.2413793103448276,147,21,126,0.14285714285714285,0.016531923714759533,0.20689655172413793,422,122,124,0.2890995260663507,0.2938388625592417
12,0.15,0.5,5786,4220,0.729346698928448,1.371090047393365,41,181,26,155,187,0.143646408839779,0.020418739635157546,0.2545155993431856,0.3070607553366174,186,26,160,0.13978494623655913,0.020418739635157546,0.2627257799671593,422,155,158,0.36729857819905215,0.3744075829383886
12,0.2,0.5,5786,4220,0.729346698928448,1.371090047393365,41,199,33,166,204,0.1658291457286432,0.026260741745816375,0.27257799671592775,0.33497536945812806,198,28,170,0.1414141414141414,0.024150082918739636,0.2791461412151067,422,166,167,0.3933649289099526,0.3957345971563981
13,0.05,0.5,6136,4312,0.7027379400260756,1.4230055658627088,62,145,13,132,156,0.0896551724137931,0.01109791949344188,0.1825726141078838,0.2157676348547718,145,12,133,0.08275862068965517,0.01013681592039801,0.1839557399723375,422,132,130,0.3127962085308057,0.3080568720379147
13,0.1,0.5,6136,4312,0.7027379400260756,1.4230055658627088,62,180,18,162,200,0.1,0.014800995024875621,0.22406639004149378,0.2766251728907331,181,17,164,0.09392265193370165,0.01424129353233831,0.2268326417704011,422,162,161,0.38388625592417064,0.3815165876777251
13,0.15,0.5,6136,4312,0.7027379400260756,1.4230055658627088,62,193,21,172,214,0.10880829015544041,0.01868781094527363,0.23789764868603042,0.2959889349930844,204,24,180,0.11764705882352941,0.018918457164725823,0.24896265560165975,422,172,176,0.4075829383886256,0.41706161137440756
13,0.2,0.5,6136,4312,0.7027379400260756,1.4230055658627088,62,211,28,183,230,0.13270142180094788,0.022820051528073915,0.25311203319502074,0.318118948824343,229,32,197,0.13973799126637554,0.023876416238137042,0.27247579529737204,422,183,189,0.43364928909952605,0.44786729857819907
14,0.05,0.5,5284,3854,0.7293716881150644,1.371043072132849,113,113,6,107,117,0.05309734513274336,0.011194029850746268,0.17953020134228187,0.19630872483221476,111,6,105,0.05405405405405406,0.011194029850746268,0.1761744966442953,407,107,105,0.2628992628992629,0.257985257985258
14,0.1,0.5,5284,3854,0.7293716881150644,1.371043072132849,113,153,9,144,161,0.058823529411764705,0.013526119402985074,0.24161073825503357,0.2701342281879195,157,9,148,0.05732484076433121,0.013432835820895522,0.2483221476510067,407,144,148,0.3538083538083538,0.36363636363636365
14,0.15,0.5,5284,3854,0.7293716881150644,1.371043072132849,113,169,11,158,179,0.0650887573964497,0.01632462686567164,0.2651006711409396,0.30033557046979864,178,10,168,0.056179775280898875,0.015298507462686566,0.28187919463087246,407,158,168,0.3882063882063882,0.41277641277641275
14,0.2,0.5,5284,3854,0.7293716881150644,1.371043072132849,113,202,22,180,206,0.10891089108910891,0.023304237739872065,0.30201342281879195,0.34563758389261745,213,20,193,0.09389671361502347,0.02248683055311677,0.3238255033557047,407,180,193,0.44226044226044225,0.4742014742014742
15,0.05,0.5,6065,4445,0.7328936521022259,1.3644544431946006,75,150,16,134,157,0.10666666666666667,0.0110146383467279,0.2161290322580645,0.2532258064516129,138,13,125,0.09420289855072464,0.010416666666666668,0.20161290322580644,426,134,123,0.3145539906103286,0.2887323943661972
15,0.1,0.5,6065,4445,0.7328936521022259,1.3644544431946006,75,176,20,156,187,0.11363636363636363,0.011245854063018243,0.25161290322580643,0.3016129032258065,178,22,156,0.12359550561797752,0.013182443047918303,0.25161290322580643,426,156,154,0.36619718309859156,0.3615023474178404
15,0.15,0.5,6065,4445,0.7328936521022259,1.3644544431946006,75,197,25,172,205,0.12690355329949238,0.013337915684734225,0.27741935483870966,0.33064516129032256,200,25,175,0.125,0.013337915684734225,0.28225806451612906,426,172,173,0.40375586854460094,0.4061032863849765
15,0.2,0.5,6065,4445,0.7328936521022259,1.3644544431946006,75,212,32,180,216,0.1509433962264151,0.018176164631388513,0.2903225806451613,0.34838709677419355,216,27,189,0.125,0.017069258968316313,0.30483870967741933,426,180,186,0.4225352112676056,0.43661971830985913
16,0.05,0.5,5621,4009,0.7132182885607543,1.4020952856073834,65,108,10,98,112,0.09259259259259259,0.008480325644504749,0.16013071895424835,0.1830065359477124,115,11,104,0.09565217391304348,0.008480325644504749,0.16993464052287582,413,98,102,0.23728813559322035,0.2469733656174334
