bin,left,right,null_count,tp_count,p0,p1,raw_phi,regularized_raw_phi,phi
0,0.050017487257719,0.05201855693012471,29,3,0.022137404580152672,0.002459016393442623,0.11107970604861504,0.11107970604861504,0.11107970604861504
1,0.05201855693012471,0.05432041669264428,27,5,0.020610687022900764,0.004098360655737705,0.19884638737097754,0.19884638737097754,0.19884638737097754
2,0.05432041669264428,0.055618590628728246,26,5,0.01984732824427481,0.004098360655737705,0.20649432534678436,0.20649432534678436,0.20649432534678436
3,0.055618590628728246,0.057945228368043854,27,5,0.020610687022900764,0.004098360655737705,0.19884638737097754,0.19884638737097754,0.19884638737097754
4,0.057945228368043854,0.059276499319821555,25,7,0.019083969465648856,0.005737704918032787,0.300655737704918,0.300655737704918,0.300655737704918
5,0.059276499319821555,0.060904989950358826,21,10,0.01603053435114504,0.00819672131147541,0.5113192818110851,0.5113192818110851,0.5113192818110851
6,0.060904989950358826,0.06330738412216298,20,12,0.015267175572519083,0.009836065573770493,0.6442622950819673,0.6442622950819673,0.6442622950819673
7,0.06330738412216298,0.06560122519731518,23,8,0.017557251908396947,0.006557377049180328,0.3734853884533143,0.3734853884533143,0.3734853884533143
8,0.06560122519731518,0.06767312642186878,26,6,0.01984732824427481,0.004918032786885246,0.24779319041614126,0.24779319041614126,0.24779319041614126
9,0.06767312642186878,0.06946071423590175,28,4,0.021374045801526718,0.003278688524590164,0.15339578454332553,0.15339578454332553,0.15339578454332553
10,0.06946071423590175,0.07204323150217531,24,7,0.0183206106870229,0.005737704918032787,0.3131830601092896,0.3131830601092896,0.3131830601092896
11,0.07204323150217531,0.07511423826217647,31,1,0.02366412213740458,0.000819672131147541,0.034637757800105765,0.034637757800105765,0.034637757800105765
12,0.07511423826217647,0.07741144988685839,28,3,0.021374045801526718,0.002459016393442623,0.11504683840749415,0.11504683840749415,0.11504683840749415
13,0.07741144988685839,0.07991589363664381,20,12,0.015267175572519083,0.009836065573770493,0.6442622950819673,0.6442622950819673,0.6442622950819673
