seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
17,713,238,238,1890,642,666,231,193.12116432291128,"{'num_fit_null': 746, 'num_fit_tp': 1144, 'num_bins_realized': 80, 'max_phi': 16.870915032679736, 'fit_null_phi_mean': 0.9999999999999999}"
