alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,105,9,10,0,10,0.0,0.07407407407407407,0.0,0,betting
0.1,105,15,22,2,20,0.09090909090909091,0.14814814814814814,0.0038095238095238095,0,betting
0.15,105,17,24,2,22,0.08333333333333333,0.16296296296296298,0.0038095238095238095,0,betting
0.2,105,20,31,6,25,0.1935483870967742,0.18518518518518517,0.012698412698412698,0,betting
0.05,105,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,105,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,105,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,105,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,105,11,12,1,11,0.08333333333333333,0.0738255033557047,0.009523809523809525,1,betting
0.1,105,17,23,1,22,0.043478260869565216,0.1476510067114094,0.009523809523809525,1,betting
0.15,105,17,24,1,23,0.041666666666666664,0.15436241610738255,0.009523809523809525,1,betting
0.2,105,18,26,1,25,0.038461538461538464,0.16778523489932887,0.009523809523809525,1,betting
0.05,105,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,105,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,105,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,105,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,105,15,22,1,21,0.045454545454545456,0.15789473684210525,0.009523809523809525,2,betting
0.1,105,18,32,3,29,0.09375,0.21804511278195488,0.012698412698412698,2,betting
0.15,105,20,34,4,30,0.11764705882352941,0.22556390977443608,0.02222222222222222,2,betting
0.2,105,21,35,4,31,0.11428571428571428,0.23308270676691728,0.02222222222222222,2,betting
0.05,105,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,105,0,0,0,0,0.0,0.0,0.0,2,binary
0.15,105,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,105,0,0,0,0,0.0,0.0,0.0,2,binary
0.05,105,9,10,0,10,0.0,0.07518796992481203,0.0,3,betting
0.1,105,13,18,0,18,0.0,0.13533834586466165,0.0,3,betting
0.15,105,18,23,1,22,0.043478260869565216,0.16541353383458646,0.009523809523809525,3,betting
0.2,105,19,24,1,23,0.041666666666666664,0.17293233082706766,0.009523809523809525,3,betting
0.05,105,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,105,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,105,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,105,11,13,4,9,0.3076923076923077,0.06766917293233082,0.02857142857142857,3,binary
0.05,105,13,16,2,14,0.125,0.10071942446043165,0.01904761904761905,4,betting
0.1,105,14,25,3,22,0.12,0.15827338129496402,0.020105820105820106,4,betting
0.15,105,16,32,3,29,0.09375,0.20863309352517986,0.019913419913419914,4,betting
0.2,105,18,34,3,31,0.08823529411764706,0.22302158273381295,0.019913419913419914,4,betting
0.05,105,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,105,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,105,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,105,0,0,0,0,0.0,0.0,0.0,4,binary
