alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,105,5,5,0,5,0.0,0.037037037037037035,0.0,0,betting,100,100
0.1,105,12,15,0,15,0.0,0.1111111111111111,0.0,0,betting,100,100
0.15,105,15,22,2,20,0.09090909090909091,0.14814814814814814,0.0038095238095238095,0,betting,100,100
0.2,105,17,24,2,22,0.08333333333333333,0.16296296296296298,0.0038095238095238095,0,betting,100,100
0.05,105,6,6,0,6,0.0,0.044444444444444446,0.0,0,betting,250,250
0.1,105,14,21,2,19,0.09523809523809523,0.14074074074074075,0.0038095238095238095,0,betting,250,250
0.15,105,16,23,2,21,0.08695652173913043,0.15555555555555556,0.0038095238095238095,0,betting,250,250
0.2,105,17,24,2,22,0.08333333333333333,0.16296296296296298,0.0038095238095238095,0,betting,250,250
0.05,105,9,10,0,10,0.0,0.07407407407407407,0.0,0,betting,500,500
0.1,105,15,22,2,20,0.09090909090909091,0.14814814814814814,0.0038095238095238095,0,betting,500,500
0.15,105,17,24,2,22,0.08333333333333333,0.16296296296296298,0.0038095238095238095,0,betting,500,500
0.2,105,20,31,6,25,0.1935483870967742,0.18518518518518517,0.012698412698412698,0,betting,500,500
0.05,105,9,10,0,10,0.0,0.07407407407407407,0.0,0,betting,all,752
0.1,105,15,22,2,20,0.09090909090909091,0.14814814814814814,0.0038095238095238095,0,betting,all,752
0.15,105,17,24,2,22,0.08333333333333333,0.16296296296296298,0.0038095238095238095,0,betting,all,752
0.2,105,20,31,6,25,0.1935483870967742,0.18518518518518517,0.012698412698412698,0,betting,all,752
0.05,105,9,10,0,10,0.0,0.07407407407407407,0.0,0,betting,all,752
0.1,105,15,22,2,20,0.09090909090909091,0.14814814814814814,0.0038095238095238095,0,betting,all,752
0.15,105,17,24,2,22,0.08333333333333333,0.16296296296296298,0.0038095238095238095,0,betting,all,752
0.2,105,20,31,6,25,0.1935483870967742,0.18518518518518517,0.012698412698412698,0,betting,all,752
0.05,105,9,10,1,9,0.1,0.06040268456375839,0.009523809523809525,1,betting,100,100
0.1,105,15,20,1,19,0.05,0.12751677852348994,0.009523809523809525,1,betting,100,100
0.15,105,17,23,1,22,0.043478260869565216,0.1476510067114094,0.009523809523809525,1,betting,100,100
0.2,105,17,24,1,23,0.041666666666666664,0.15436241610738255,0.009523809523809525,1,betting,100,100
0.05,105,10,11,1,10,0.09090909090909091,0.06711409395973154,0.009523809523809525,1,betting,250,250
0.1,105,17,23,1,22,0.043478260869565216,0.1476510067114094,0.009523809523809525,1,betting,250,250
0.15,105,17,24,1,23,0.041666666666666664,0.15436241610738255,0.009523809523809525,1,betting,250,250
0.2,105,18,26,1,25,0.038461538461538464,0.16778523489932887,0.009523809523809525,1,betting,250,250
0.05,105,9,10,1,9,0.1,0.06040268456375839,0.009523809523809525,1,betting,500,500
0.1,105,16,20,1,19,0.05,0.12751677852348994,0.009523809523809525,1,betting,500,500
0.15,105,17,23,1,22,0.043478260869565216,0.1476510067114094,0.009523809523809525,1,betting,500,500
0.2,105,17,24,1,23,0.041666666666666664,0.15436241610738255,0.009523809523809525,1,betting,500,500
0.05,105,11,12,1,11,0.08333333333333333,0.0738255033557047,0.009523809523809525,1,betting,all,990
0.1,105,17,23,1,22,0.043478260869565216,0.1476510067114094,0.009523809523809525,1,betting,all,990
0.15,105,17,24,1,23,0.041666666666666664,0.15436241610738255,0.009523809523809525,1,betting,all,990
0.2,105,18,26,1,25,0.038461538461538464,0.16778523489932887,0.009523809523809525,1,betting,all,990
0.05,105,11,12,1,11,0.08333333333333333,0.0738255033557047,0.009523809523809525,1,betting,all,990
0.1,105,17,23,1,22,0.043478260869565216,0.1476510067114094,0.009523809523809525,1,betting,all,990
0.15,105,17,24,1,23,0.041666666666666664,0.15436241610738255,0.009523809523809525,1,betting,all,990
0.2,105,18,26,1,25,0.038461538461538464,0.16778523489932887,0.009523809523809525,1,betting,all,990
