method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,19.0,0.024666666666666667,0.1330042954585214,0.7790859580039978
score_oracle,0.1,38.0,0.08856975552627726,0.25068616046255693,0.6232023358345031
score_oracle,0.15,50.6,0.1419812091503268,0.3136611355480047,0.5595584690570832
score_oracle,0.2,63.0,0.19656764210487349,0.36647308537923495,0.4824298441410065
