alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,15,0,15,0.0,0.1111111111111111,0.8078339099884033,0,score_oracle
0.1,33,3,30,0.09090909090909091,0.2222222222222222,0.676040530204773,0,score_oracle
0.15,40,6,34,0.15,0.2518518518518518,0.6375524401664734,0,score_oracle
0.2,58,11,47,0.1896551724137931,0.34814814814814815,0.4814459383487701,0,score_oracle
0.05,30,1,29,0.03333333333333333,0.19463087248322147,0.7135934829711914,1,score_oracle
0.1,44,4,40,0.09090909090909091,0.2684563758389262,0.605944812297821,1,score_oracle
0.15,68,10,58,0.14705882352941177,0.38926174496644295,0.4887598156929016,1,score_oracle
0.2,80,16,64,0.2,0.42953020134228187,0.4188582301139831,1,score_oracle
0.05,20,1,19,0.05,0.14285714285714285,0.8043906688690186,2,score_oracle
0.1,46,4,42,0.08695652173913043,0.3157894736842105,0.5719013810157776,2,score_oracle
0.15,64,9,55,0.140625,0.41353383458646614,0.4814459383487701,2,score_oracle
0.2,81,16,65,0.19753086419753085,0.48872180451127817,0.4006256461143493,2,score_oracle
0.05,25,1,24,0.04,0.18045112781954886,0.6915823817253113,3,score_oracle
0.1,27,2,25,0.07407407407407407,0.18796992481203006,0.6675246357917786,3,score_oracle
0.15,36,5,31,0.1388888888888889,0.23308270676691728,0.6177602410316467,3,score_oracle
0.2,46,9,37,0.1956521739130435,0.2781954887218045,0.5589097142219543,3,score_oracle
0.05,5,0,5,0.0,0.03597122302158273,0.8780293464660645,4,score_oracle
0.1,40,4,36,0.1,0.2589928057553957,0.5946003198623657,4,score_oracle
0.15,45,6,39,0.13333333333333333,0.2805755395683453,0.5722739100456238,4,score_oracle
0.2,50,10,40,0.2,0.28776978417266186,0.5523096919059753,4,score_oracle
