alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,181,15,22,0,22,0.0,0.013775829680651221,0.0,0.0,0.0,0,betting
0.1,181,39,60,0,60,0.0,0.03757044458359424,0.0,0.0,0.0,0,betting
0.15,181,46,72,0,72,0.0,0.045084533500313086,0.0,0.0,0.0,0,betting
0.2,181,49,78,0,78,0.0,0.048841577958672514,0.0,0.0,0.0,0,betting
0.05,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.1,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.15,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.2,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.05,181,98,209,23,186,0.11004784688995216,0.11646837820914215,0.032918968692449355,0.0,,0,pvalue_bh
0.1,181,109,292,69,223,0.2363013698630137,0.13963681903569192,0.05917775218701969,0.0,,0,pvalue_bh
0.15,181,114,332,89,243,0.2680722891566265,0.15216030056355667,0.07174835492660442,0.0,,0,pvalue_bh
0.2,181,117,364,112,252,0.3076923076923077,0.15779586725109582,0.0790744798242825,0.0,,0,pvalue_bh
0.05,181,9,11,0,11,0.0,0.008358662613981762,0.0,0.0,0.0,1,betting
0.1,181,29,44,0,44,0.0,0.03343465045592705,0.0,0.0,0.0,1,betting
0.15,181,41,62,0,62,0.0,0.04711246200607903,0.0,0.0,0.0,1,betting
0.2,181,45,68,0,68,0.0,0.05167173252279635,0.0,0.0,0.0,1,betting
0.05,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.1,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.15,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.2,181,1,1,1,0,1.0,0.0,0.0055248618784530384,0.0,0.0,1,binary
0.05,181,88,188,27,161,0.14361702127659576,0.12234042553191489,0.01618393883587254,0.0,,1,pvalue_bh
0.1,181,106,288,90,198,0.3125,0.15045592705167174,0.04577353358311636,0.0,,1,pvalue_bh
0.15,181,117,431,202,229,0.46867749419953597,0.17401215805471124,0.07705938628590561,0.0,,1,pvalue_bh
0.2,181,124,529,270,259,0.5103969754253308,0.19680851063829788,0.10022769005439704,0.0,,1,pvalue_bh
0.05,181,19,30,0,30,0.0,0.020435967302452316,0.0,0.0,0.0,2,betting
0.1,181,37,64,0,64,0.0,0.043596730245231606,0.0,0.0,0.0,2,betting
0.15,181,44,75,0,75,0.0,0.05108991825613079,0.0,0.0,0.0,2,betting
0.2,181,47,78,0,78,0.0,0.05313351498637602,0.0,0.0,0.0,2,betting
0.05,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.1,181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
