method,alpha,total_rejections,fdp,recall
betting,0.05,16.761092163887046,0.013153341044116409,0.012026650196632082
betting,0.1,12.047712165430106,0.005590169943749475,0.008295661131757809
betting,0.15,10.643011050004896,0.006373151658854644,0.007881059829272745
betting,0.2,11.243243585184374,0.0076967081769590395,0.00847618346544226
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,0.3077935056255462,0.3077935056255462,0.0
pvalue_bh,0.05,42.633412891027646,0.06618774498887195,0.018928976541353507
pvalue_bh,0.1,92.36590564876084,0.1632329270806731,0.01799371371407904
pvalue_bh,0.15,127.32985551418474,0.1977563319608047,0.018377812769094004
pvalue_bh,0.2,155.99509945069295,0.18638582215962238,0.022591184023522167
