alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,181,15,22,0,22,0.0,0.013775829680651221,0.0,0.0,0,0,betting,all,4196
0.1,181,39,60,0,60,0.0,0.03757044458359424,0.0,0.0,0,0,betting,all,4196
0.15,181,46,72,0,72,0.0,0.045084533500313086,0.0,0.0,0,0,betting,all,4196
0.2,181,49,78,0,78,0.0,0.048841577958672514,0.0,0.0,0,0,betting,all,4196
0.05,181,9,11,0,11,0.0,0.008358662613981762,0.0,0.0,0,1,betting,all,4224
0.1,181,29,44,0,44,0.0,0.03343465045592705,0.0,0.0,0,1,betting,all,4224
0.15,181,41,62,0,62,0.0,0.04711246200607903,0.0,0.0,0,1,betting,all,4224
0.2,181,45,68,0,68,0.0,0.05167173252279635,0.0,0.0,0,1,betting,all,4224
0.05,181,19,30,0,30,0.0,0.020435967302452316,0.0,0.0,0,2,betting,all,4460
0.1,181,37,64,0,64,0.0,0.043596730245231606,0.0,0.0,0,2,betting,all,4460
0.15,181,44,75,0,75,0.0,0.05108991825613079,0.0,0.0,0,2,betting,all,4460
0.2,181,47,78,0,78,0.0,0.05313351498637602,0.0,0.0,0,2,betting,all,4460
0.05,181,23,32,0,32,0.0,0.020765736534717714,0.0,0.0,0,3,betting,all,4221
0.1,181,40,59,0,59,0.0,0.038286826735885786,0.0,0.0,0,3,betting,all,4221
0.15,181,48,70,0,70,0.0,0.045425048669695,0.0,0.0,0,3,betting,all,4221
0.2,181,50,72,0,72,0.0,0.04672290720311486,0.0,0.0,0,3,betting,all,4221
0.05,181,13,20,0,20,0.0,0.015117157974300832,0.0,0.0,0,4,betting,all,4316
0.1,181,31,40,0,40,0.0,0.030234315948601664,0.0,0.0,0,4,betting,all,4316
0.15,181,44,59,0,59,0.0,0.044595616024187455,0.0,0.0,0,4,betting,all,4316
0.2,181,46,61,0,61,0.0,0.04610733182161754,0.0,0.0,0,4,betting,all,4316
0.05,181,11,13,0,13,0.0,0.009206798866855524,0.0,0.0,0,5,betting,all,4126
0.1,181,28,36,0,36,0.0,0.025495750708215296,0.0,0.0,0,5,betting,all,4126
0.15,181,39,49,0,49,0.0,0.034702549575070823,0.0,0.0,0,5,betting,all,4126
0.2,181,41,56,0,56,0.0,0.039660056657223795,0.0,0.0,0,5,betting,all,4126
0.05,181,35,44,0,44,0.0,0.02838709677419355,0.0,0.0,0,6,betting,all,5597
0.1,181,36,45,0,45,0.0,0.02903225806451613,0.0,0.0,0,6,betting,all,5597
0.15,181,36,45,0,45,0.0,0.02903225806451613,0.0,0.0,0,6,betting,all,5597
0.2,181,36,45,0,45,0.0,0.02903225806451613,0.0,0.0,0,6,betting,all,5597
0.05,181,15,24,0,24,0.0,0.018575851393188854,0.0,0.0,0,7,betting,all,4317
0.1,181,31,47,0,47,0.0,0.03637770897832817,0.0,0.0,0,7,betting,all,4317
0.15,181,45,67,0,67,0.0,0.05185758513931889,0.0,0.0,0,7,betting,all,4317
0.2,181,51,77,0,77,0.0,0.05959752321981424,0.0,0.0,0,7,betting,all,4317
0.05,181,44,58,0,58,0.0,0.04309063893016345,0.0,0.0,0,8,betting,all,5566
0.1,181,56,74,0,74,0.0,0.0549777117384844,0.0,0.0,0,8,betting,all,5566
0.15,181,60,79,2,77,0.02531645569620253,0.057206537890044575,0.0055248618784530384,0.0,0,8,betting,all,5566
0.2,181,61,81,2,79,0.024691358024691357,0.058692421991084695,0.0055248618784530384,0.0,0,8,betting,all,5566
0.05,181,21,28,0,28,0.0,0.020756115641215715,0.0,0.0,0,9,betting,all,4177
0.1,181,36,45,0,45,0.0,0.033358042994810974,0.0,0.0,0,9,betting,all,4177
0.15,181,38,47,0,47,0.0,0.034840622683469234,0.0,0.0,0,9,betting,all,4177
0.2,181,39,49,0,49,0.0,0.0363232023721275,0.0,0.0,0,9,betting,all,4177
0.05,181,11,15,0,15,0.0,0.010932944606413994,0.0,0.0,0,10,betting,all,3977
0.1,181,33,46,0,46,0.0,0.033527696793002916,0.0,0.0,0,10,betting,all,3977
0.15,181,45,61,0,61,0.0,0.04446064139941691,0.0,0.0,0,10,betting,all,3977
0.2,181,49,67,0,67,0.0,0.048833819241982504,0.0,0.0,0,10,betting,all,3977
0.05,181,36,44,0,44,0.0,0.03190717911530094,0.0,0.0,0,11,betting,all,5186
0.1,181,43,51,0,51,0.0,0.03698332124728064,0.0,0.0,0,11,betting,all,5186
0.15,181,47,58,0,58,0.0,0.04205946337926034,0.0,0.0,0,11,betting,all,5186
0.2,181,48,61,0,61,0.0,0.04423495286439449,0.0,0.0,0,11,betting,all,5186
0.05,181,13,18,0,18,0.0,0.012040133779264214,0.0,0.0,0,12,betting,all,3923
0.1,181,36,59,0,59,0.0,0.03946488294314381,0.0,0.0,0,12,betting,all,3923
0.15,181,42,69,0,69,0.0,0.046153846153846156,0.0,0.0,0,12,betting,all,3923
0.2,181,46,76,0,76,0.0,0.050836120401337795,0.0,0.0,0,12,betting,all,3923
0.05,181,51,78,0,78,0.0,0.055793991416309016,0.0,0.0,0,13,betting,all,5433
0.1,181,56,85,0,85,0.0,0.060801144492131615,0.0,0.0,0,13,betting,all,5433
0.15,181,56,85,0,85,0.0,0.060801144492131615,0.0,0.0,0,13,betting,all,5433
0.2,181,56,85,0,85,0.0,0.060801144492131615,0.0,0.0,0,13,betting,all,5433
0.05,181,11,14,0,14,0.0,0.009408602150537635,0.0,0.0,0,14,betting,all,4056
0.1,181,29,45,0,45,0.0,0.03024193548387097,0.0,0.0,0,14,betting,all,4056
0.15,181,36,53,0,53,0.0,0.035618279569892476,0.0,0.0,0,14,betting,all,4056
0.2,181,39,58,0,58,0.0,0.038978494623655914,0.0,0.0,0,14,betting,all,4056
0.05,181,9,17,1,16,0.058823529411764705,0.012841091492776886,0.0027624309392265192,0.0,0,15,betting,all,4393
0.1,181,25,40,1,39,0.025,0.03130016051364366,0.0027624309392265192,0.0,0,15,betting,all,4393
0.15,181,45,69,1,68,0.014492753623188406,0.05457463884430177,0.0027624309392265192,0.0,0,15,betting,all,4393
0.2,181,53,79,2,77,0.02531645569620253,0.06179775280898876,0.008287292817679558,0.0,0,15,betting,all,4393
0.05,181,22,31,0,31,0.0,0.021320495185694635,0.0,0.0,0,16,betting,all,4212
0.1,181,40,56,0,56,0.0,0.03851444291609354,0.0,0.0,0,16,betting,all,4212
0.15,181,45,67,0,67,0.0,0.04607977991746905,0.0,0.0,0,16,betting,all,4212
0.2,181,52,76,0,76,0.0,0.052269601100412656,0.0,0.0,0,16,betting,all,4212
0.05,181,14,15,0,15,0.0,0.01122754491017964,0.0,0.0,0,17,betting,all,4031
0.1,181,38,49,0,49,0.0,0.036676646706586824,0.0,0.0,0,17,betting,all,4031
0.15,181,47,62,0,62,0.0,0.04640718562874251,0.0,0.0,0,17,betting,all,4031
0.2,181,47,62,0,62,0.0,0.04640718562874251,0.0,0.0,0,17,betting,all,4031
0.05,181,18,25,0,25,0.0,0.016869095816464237,0.0,0.0,0,18,betting,all,4596
0.1,181,39,54,0,54,0.0,0.03643724696356275,0.0,0.0,0,18,betting,all,4596
0.15,181,46,62,0,62,0.0,0.04183535762483131,0.0,0.0,0,18,betting,all,4596
0.2,181,50,69,0,69,0.0,0.0465587044534413,0.0,0.0,0,18,betting,all,4596
0.05,181,16,26,0,26,0.0,0.017484868863483525,0.0,0.0,0,19,betting,all,3924
0.1,181,34,59,0,59,0.0,0.03967720242098184,0.0,0.0,0,19,betting,all,3924
0.15,181,47,75,0,75,0.0,0.05043712172158709,0.0,0.0,0,19,betting,all,3924
0.2,181,50,80,0,80,0.0,0.05379959650302623,0.0,0.0,0,19,betting,all,3924
