method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,124.2,0.04598847905050133,0.08424583593361912,0.9571444183588028
score_oracle,0.1,174.6,0.09794457891414599,0.11176780443085543,0.9115009546279907
score_oracle,0.15,221.35,0.14902265760115557,0.13342986227192816,0.8581526815891266
score_oracle,0.2,258.2,0.19925833842544616,0.14622400249932493,0.8134128004312515
