seed,alpha,iou_thresh,n_candidates,n_clusters,compression_ratio,mean_cluster_size,max_cluster_size,nms_rej,nms_fp,nms_tp,nms_tp_members,nms_fdp_pooled,nms_family_fdp_mean,nms_recall_cluster,nms_recall_members,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall,total_tp_clusters,nms_hit_tp_clusters,base_hit_tp_clusters,nms_recall_object,base_recall_object
0,0.05,0.3,6366,2966,0.46591266101162426,2.146325016857721,119,99,1,98,112,0.010101010101010102,0.000931098696461825,0.13706293706293707,0.15664335664335666,111,3,108,0.02702702702702703,0.0026070763500931097,0.15104895104895105,363,98,106,0.2699724517906336,0.29201101928374656
0,0.1,0.3,6366,2966,0.46591266101162426,2.146325016857721,119,129,3,126,169,0.023255813953488372,0.0032588454376163874,0.17622377622377622,0.23636363636363636,133,4,129,0.03007518796992481,0.0032278088144009932,0.18041958041958042,363,126,123,0.34710743801652894,0.33884297520661155
0,0.15,0.3,6366,2966,0.46591266101162426,2.146325016857721,119,143,6,137,194,0.04195804195804196,0.007914338919925512,0.1916083916083916,0.27132867132867133,156,6,150,0.038461538461538464,0.006021104903786468,0.2097902097902098,363,137,141,0.3774104683195592,0.3884297520661157
0,0.2,0.3,6366,2966,0.46591266101162426,2.146325016857721,119,156,8,148,220,0.05128205128205128,0.010242085661080074,0.206993006993007,0.3076923076923077,173,8,165,0.046242774566473986,0.008690254500310366,0.23076923076923078,363,148,153,0.40771349862258954,0.4214876033057851
1,0.05,0.3,5601,2826,0.5045527584359936,1.9819532908704882,72,96,1,95,110,0.010416666666666666,0.00186219739292365,0.14393939393939395,0.16666666666666666,96,1,95,0.010416666666666666,0.00186219739292365,0.14393939393939395,359,95,92,0.2646239554317549,0.2562674094707521
1,0.1,0.3,5601,2826,0.5045527584359936,1.9819532908704882,72,137,4,133,171,0.029197080291970802,0.003893685457931268,0.2015151515151515,0.2590909090909091,155,6,149,0.03870967741935484,0.004519409826672397,0.22575757575757577,359,133,140,0.37047353760445684,0.38997214484679665
1,0.15,0.3,5601,2826,0.5045527584359936,1.9819532908704882,72,151,5,146,209,0.033112582781456956,0.0057417752948479206,0.22121212121212122,0.31666666666666665,174,7,167,0.040229885057471264,0.006381607219596047,0.25303030303030305,359,146,157,0.40668523676880225,0.4373259052924791
1,0.2,0.3,5601,2826,0.5045527584359936,1.9819532908704882,72,168,6,162,246,0.03571428571428571,0.006672873991309745,0.24545454545454545,0.37272727272727274,193,10,183,0.05181347150259067,0.011020171634696773,0.2772727272727273,359,162,168,0.45125348189415043,0.467966573816156
10,0.05,0.3,5879,2873,0.4886885524749107,2.0462930734423947,61,94,2,92,123,0.02127659574468085,0.002482929857231533,0.1419753086419753,0.18981481481481483,102,1,101,0.00980392156862745,0.00186219739292365,0.1558641975308642,353,92,94,0.26062322946175637,0.26628895184135976
10,0.1,0.3,5879,2873,0.4886885524749107,2.0462930734423947,61,120,3,117,161,0.025,0.003414028553693358,0.18055555555555555,0.24845679012345678,146,4,142,0.0273972602739726,0.0062073246430788325,0.2191358024691358,353,117,126,0.3314447592067989,0.35694050991501414
