seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,2.648543849177744,37.253870260839975,2.9737472859974026,9.822406008951656,prompt
1,1.0,2.2042900125221063,28.35897086581135,2.772003096293413,8.841153563451735,prompt
2,1.0,2.281116565030876,28.587595511737806,3.16841812756649,7.745774377482979,prompt
3,1.0000000000000002,2.568352541521438,32.66068704729001,2.4945601232511687,8.3105171101271,prompt
4,1.0,2.2461399414871575,26.654547486695595,2.9832177141799647,8.278444579840274,prompt
