selected,selected_fraction,threshold,fp,tp,fdp,recall
483,0.009997930035189402,0.38880494236946106,483,0,1.0,0.0
966,0.019995860070378804,0.32099810242652893,966,0,1.0,0.0
1449,0.029993790105568206,0.2824326455593109,1449,0,1.0,0.0
1932,0.03999172014075761,0.2539886236190796,1932,0,1.0,0.0
2416,0.05001034982405299,0.23294275999069214,2416,0,1.0,0.0
2899,0.06000827985924239,0.2167501300573349,2899,0,1.0,0.0
3382,0.07000620989443179,0.20267026126384735,3382,0,1.0,0.0
3865,0.0800041399296212,0.19150304794311523,3865,0,1.0,0.0
4348,0.0900020699648106,0.18133772909641266,4348,0,1.0,0.0
4831,0.1,0.17293207347393036,4831,0,1.0,0.0
5314,0.1099979300351894,0.16508229076862335,5314,0,1.0,0.0
5797,0.11999586007037881,0.15896464884281158,5797,0,1.0,0.0
6280,0.12999379010556822,0.153359517455101,6280,0,1.0,0.0
6763,0.13999172014075761,0.14845268428325653,6763,0,1.0,0.0
7246,0.149989650175947,0.1434677690267563,7246,0,1.0,0.0
7730,0.1600082798592424,0.13917094469070435,7730,0,1.0,0.0
8213,0.1700062098944318,0.13495206832885742,8213,0,1.0,0.0
8696,0.1800041399296212,0.13129036128520966,8696,0,1.0,0.0
9179,0.1900020699648106,0.12765994668006897,9179,0,1.0,0.0
9662,0.2,0.12437509745359421,9662,0,1.0,0.0
10145,0.2099979300351894,0.12132612615823746,10145,0,1.0,0.0
10628,0.2199958600703788,0.11872802674770355,10628,0,1.0,0.0
11111,0.2299937901055682,0.11610617488622665,11111,0,1.0,0.0
11594,0.23999172014075762,0.11355355381965637,11594,0,1.0,0.0
12078,0.250010349824053,0.11114958673715591,12078,0,1.0,0.0
12561,0.2600082798592424,0.10874249041080475,12561,0,1.0,0.0
13044,0.2700062098944318,0.10638809949159622,13044,0,1.0,0.0
13527,0.2800041399296212,0.10438375920057297,13527,0,1.0,0.0
14010,0.2900020699648106,0.10237488895654678,14010,0,1.0,0.0
14493,0.3,0.10053440183401108,14493,0,1.0,0.0
14976,0.3099979300351894,0.09878905862569809,14976,0,1.0,0.0
15459,0.3199958600703788,0.09717072546482086,15459,0,1.0,0.0
15942,0.32999379010556823,0.0954807922244072,15942,0,1.0,0.0
16425,0.3399917201407576,0.09393338859081268,16425,0,1.0,0.0
16908,0.349989650175947,0.09254583716392517,16908,0,1.0,0.0
17392,0.3600082798592424,0.09116918593645096,17392,0,1.0,0.0
17875,0.3700062098944318,0.08982599526643753,17875,0,1.0,0.0
18358,0.3800041399296212,0.08851660043001175,18358,0,1.0,0.0
18841,0.39000206996481057,0.08729814738035202,18841,0,1.0,0.0
19324,0.4,0.08600752800703049,19324,0,1.0,0.0
19807,0.4099979300351894,0.08478032797574997,19807,0,1.0,0.0
20290,0.4199958600703788,0.08363239467144012,20290,0,1.0,0.0
20773,0.4299937901055682,0.08243594318628311,20773,0,1.0,0.0
21256,0.4399917201407576,0.08141442388296127,21256,0,1.0,0.0
21740,0.45001034982405297,0.08029437065124512,21740,0,1.0,0.0
22223,0.4600082798592424,0.07927091419696808,22223,0,1.0,0.0
22706,0.4700062098944318,0.07827485352754593,22706,0,1.0,0.0
23189,0.4800041399296212,0.07727029919624329,23189,0,1.0,0.0
23672,0.4900020699648106,0.07639116048812866,23672,0,1.0,0.0
24155,0.5,0.07547847926616669,24155,0,1.0,0.0
24638,0.5099979300351895,0.07458402216434479,24638,0,1.0,0.0
25121,0.5199958600703788,0.07379188388586044,25121,0,1.0,0.0
25604,0.5299937901055682,0.07295844703912735,25604,0,1.0,0.0
26087,0.5399917201407576,0.07215040922164917,26087,0,1.0,0.0
26570,0.549989650175947,0.07141510397195816,26570,0,1.0,0.0
27054,0.5600082798592424,0.07064313441514969,27054,0,1.0,0.0
27537,0.5700062098944318,0.0699087381362915,27537,0,1.0,0.0
28020,0.5800041399296212,0.06922204047441483,28020,0,1.0,0.0
28503,0.5900020699648106,0.0685669332742691,28503,0,1.0,0.0
28986,0.6,0.06793063879013062,28986,0,1.0,0.0
29469,0.6099979300351894,0.06727077811956406,29469,0,1.0,0.0
29952,0.6199958600703788,0.06667651236057281,29952,0,1.0,0.0
30435,0.6299937901055682,0.06603649258613586,30435,0,1.0,0.0
30918,0.6399917201407576,0.065402090549469,30918,0,1.0,0.0
31402,0.650010349824053,0.06478438526391983,31402,0,1.0,0.0
31885,0.6600082798592424,0.0642314925789833,31885,0,1.0,0.0
32368,0.6700062098944318,0.06362852454185486,32368,0,1.0,0.0
32851,0.6800041399296212,0.06307045370340347,32851,0,1.0,0.0
33334,0.6900020699648106,0.06255099922418594,33334,0,1.0,0.0
33817,0.7,0.062047459185123444,33817,0,1.0,0.0
34300,0.7099979300351894,0.06152140349149704,34300,0,1.0,0.0
34783,0.7199958600703789,0.06102366745471954,34783,0,1.0,0.0
35266,0.7299937901055682,0.06051221489906311,35266,0,1.0,0.0
