method,alpha,total_rejections,fdp,recall
betting,0.05,6.990783406141185,0.017663675106059956,0.016309369371762715
betting,0.1,12.700600897512478,0.019777143171065447,0.028642818732391908
betting,0.15,16.815641215061774,0.04068547377833151,0.030760932231590127
betting,0.2,21.940769549426765,0.04277019250501133,0.037558139851024
binary,0.05,48.746281909495416,0.05949171683256321,0.08094363719456252
binary,0.1,48.746281909495416,0.05949171683256321,0.08094363719456252
binary,0.15,48.746281909495416,0.05949171683256321,0.08094363719456252
binary,0.2,84.15741828639695,0.09227560010061252,0.1489485010123553
pvalue_bh,0.05,19.874342094374107,0.03592676814183863,0.028147163510974873
pvalue_bh,0.1,16.981104049408632,0.03507403902008509,0.02396425361875402
pvalue_bh,0.15,16.981104049408632,0.03507403902008509,0.02396425361875402
pvalue_bh,0.2,16.981104049408632,0.03507403902008509,0.02396425361875402
