seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,2.255616578196287,48.19802407009935,4.7847917357725755,7.045897586518763,none
1,1.0000000000000002,1.579550648650301,8.98906069996073,4.5529008740060855,7.613462017087953,none
2,0.9999999999999996,3.2926596594371262,63.72103819404377,4.286688023962944,6.487960252484457,none
3,1.0000000000000002,1.5499007039992305,9.351627216084855,4.298263440933411,6.993390787680847,none
4,1.0,3.1248455966940356,54.68220485026857,3.5791988629266696,6.730117520033054,none
5,1.0,4.573852114911961,133.38392788155238,3.662716555099837,8.280243836101768,none
6,1.0,2.462210135217879,65.81298777713101,4.102627809483492,8.974498333245139,none
7,1.0,4.226723137654735,98.91503486672876,3.5969103587901365,5.948736362614456,none
8,0.9999999999999999,2.3796850105526266,54.069442366729476,4.338905868935081,7.509644773156871,none
9,1.0,1.561195267910648,10.077229760477538,4.153206105993912,7.65376553818878,none
10,1.0,1.71720774973445,17.145270807975503,4.3642507511210376,7.681081321973025,none
11,0.9999999999999998,4.48860739997069,143.95716889331365,4.449803883920305,4.798572296443789,none
12,1.0,2.912358811729837,71.57078991236287,4.262837016723807,6.242482690124955,none
13,1.0,4.873774063000619,148.64513043968466,3.9434227677440297,5.738653811701574,none
14,1.0000000000000002,2.246041982736096,47.194774529591484,3.9065908682521373,6.6367651682238025,none
15,1.0,2.0197934778297615,43.05894392665604,3.98435033087564,6.199334560869005,none
16,1.0,1.5020083896339815,8.256651020171118,4.684087205163059,6.643948423248807,none
17,1.0,3.5441759424247126,49.891356233852555,3.3260904155901714,19.21741129007654,none
18,1.0000000000000002,2.3543435580037926,47.59894103297957,4.288540953458386,8.196246223791125,none
19,1.0,1.5862535141693908,9.231759187998078,4.7769443287683675,7.682220411761995,none
