alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,123,24,27,0,27,0.0,0.25,0.0,0.3,117,0,betting,K<=2
0.05,70,13,15,0,15,0.0,0.1171875,0.0,0.3,229,0,betting,3<=K<=5
0.05,19,3,7,0,7,0.0,0.11666666666666667,0.0,0.3,228,0,betting,11<=K<=20
0.05,7,1,3,0,3,0.0,0.07142857142857142,0.0,0.3,177,0,betting,21<=K<=50
0.05,30,1,1,0,1,0.0,0.01282051282051282,0.0,0.3,198,0,betting,6<=K<=10
0.05,2,0,0,0,0,0.0,0.0,0.0,0.3,110,0,betting,K>50
0.1,123,33,38,0,38,0.0,0.35185185185185186,0.0,0.3,117,0,betting,K<=2
0.1,70,18,20,0,20,0.0,0.15625,0.0,0.3,229,0,betting,3<=K<=5
0.1,19,5,10,1,9,0.1,0.15,0.02631578947368421,0.3,228,0,betting,11<=K<=20
0.1,7,1,3,0,3,0.0,0.07142857142857142,0.0,0.3,177,0,betting,21<=K<=50
0.1,30,3,3,0,3,0.0,0.038461538461538464,0.0,0.3,198,0,betting,6<=K<=10
0.1,2,0,0,0,0,0.0,0.0,0.0,0.3,110,0,betting,K>50
0.15,123,37,42,0,42,0.0,0.3888888888888889,0.0,0.3,117,0,betting,K<=2
0.15,70,22,27,2,25,0.07407407407407407,0.1953125,0.02142857142857143,0.3,229,0,betting,3<=K<=5
0.15,19,7,16,4,12,0.25,0.2,0.08771929824561403,0.3,228,0,betting,11<=K<=20
0.15,7,1,3,0,3,0.0,0.07142857142857142,0.0,0.3,177,0,betting,21<=K<=50
0.15,30,8,11,1,10,0.09090909090909091,0.1282051282051282,0.01111111111111111,0.3,198,0,betting,6<=K<=10
0.15,2,0,0,0,0,0.0,0.0,0.0,0.3,110,0,betting,K>50
0.2,123,39,45,0,45,0.0,0.4166666666666667,0.0,0.3,117,0,betting,K<=2
0.2,70,26,33,3,30,0.09090909090909091,0.234375,0.02857142857142857,0.3,229,0,betting,3<=K<=5
0.2,19,8,18,5,13,0.2777777777777778,0.21666666666666667,0.08771929824561403,0.3,228,0,betting,11<=K<=20
0.2,7,2,10,1,9,0.1,0.21428571428571427,0.03571428571428571,0.3,177,0,betting,21<=K<=50
0.2,30,11,19,4,15,0.21052631578947367,0.19230769230769232,0.058333333333333334,0.3,198,0,betting,6<=K<=10
0.2,2,0,0,0,0,0.0,0.0,0.0,0.3,110,0,betting,K>50
0.05,22,2,3,0,3,0.0,0.04411764705882353,0.0,0.3,282,1,betting,11<=K<=20
