seed,template,own_model,phi_max,num_fit_families,num_cal_families,num_fit_candidates,num_cal_candidates,template_count
0,a dark {category},True,4.133333333333334,5,1,57,45,200
0,a natural {category},True,6.209677419354838,7,0,217,0,200
0,a household scene with a {category},False,13.023583131882889,7,1,221,34,200
0,a close-up of a {category},True,2.2875,4,1,114,2,200
0,a {category} far from the camera,True,4.653846153846154,7,3,107,72,200
0,where is the {category},True,2.914285714285714,9,2,120,49,200
0,a {category} seen from above,False,13.023583131882889,5,2,144,46,200
0,a {category} facing the camera,False,5.568395061728395,4,2,153,51,200
0,an actual {category},True,3.375,7,0,169,0,200
0,a {category} near a building,True,5.153846153846154,6,1,174,53,200
0,a {category} near a curb,False,5.568395061728395,2,1,89,2,200
0,a {category} on a shelf,False,13.023583131882889,4,0,98,0,200
0,a {category} in low contrast,False,13.023583131882889,5,1,102,46,200
0,a clean view of a {category},False,0.0,0,5,0,189,200
0,a {category} in front of another object,True,6.333333333333334,4,1,217,19,200
0,a {category} near vegetation,True,2.71875,6,1,129,36,200
0,a {category} in a container,False,5.568395061728395,5,0,78,0,200
0,a {category} beside a person,True,2.627586206896552,6,3,114,84,200
0,a {category} with clear shape,False,13.023583131882889,3,1,55,13,200
0,a {category} in the background,True,7.625,5,0,130,0,200
0,I do not see a {category},False,13.023583131882889,5,1,118,43,200
0,a man-made {category},True,4.5555555555555545,7,2,110,37,200
0,a {category} at large scale,False,0.0,0,4,0,136,200
0,a {category} near a counter,True,4.894736842105263,4,0,244,0,200
0,perhaps a {category},True,2.9423076923076925,7,0,223,0,200
0,an image without any {category},True,2.360655737704918,6,1,221,12,200
0,a park scene with a {category},True,6.261261261261262,4,1,130,30,200
0,a photo of a {category},False,13.023583131882889,3,3,37,88,200
0,the {category} in this image,False,13.023583131882889,2,1,67,13,200
0,a blurry {category},True,4.063492063492064,11,4,585,87,200
0,a {category} in a plain background,True,2.61,4,2,79,19,200
0,a {category} near a sign,True,4.388888888888888,2,2,142,44,200
0,a {category} near a bicycle,False,0.0,0,2,0,28,200
0,a {category} under artificial light,False,13.023583131882889,5,2,45,14,200
0,something shaped like a {category},False,13.023583131882889,4,0,120,0,200
0,a {category} in the upper right area,True,2.5,3,1,45,4,200
0,a {category} in a photo frame,True,9.0,2,1,82,13,200
0,a {category} near equipment,True,3.238095238095238,4,1,52,47,200
0,a {category} overlapping another object,False,4.326771804612256,2,2,98,30,200
0,a sharp {category},True,3.909090909090909,6,1,120,2,200
0,a {category} candidate box,True,4.482758620689655,5,4,117,127,200
0,a {category} near the camera,False,13.023583131882889,3,3,101,185,200
0,a {category} near shadows,False,13.023583131882889,4,1,126,57,200
0,a sparse scene with a {category},True,6.303030303030303,8,1,274,27,200
0,a {category} in the lower left area,False,13.023583131882889,7,0,181,0,200
0,an outdoor scene containing a {category},True,2.6500000000000004,4,1,48,33,200
0,the main {category},False,13.023583131882889,5,1,83,10,200
0,a large {category},True,3.7857142857142856,6,4,100,79,200
0,a single {category},False,13.023583131882889,6,4,279,97,200
0,a {category} in the scene,False,5.568395061728395,3,2,46,34,200
0,a {category} near furniture,True,3.6071428571428568,7,3,178,180,200
0,a real {category},True,4.25,5,1,169,61,200
0,a vehicle scene with a {category},True,1.9034482758620688,5,2,121,74,200
0,a group of {category} objects,False,13.023583131882889,5,1,128,11,200
0,a {category} with neutral color,True,2.9482758620689657,6,1,105,16,200
0,no clear {category},True,2.3454545454545452,4,0,80,0,200
0,a {category} in a vehicle,True,4.413333333333334,8,3,296,257,200
0,a candidate {category},False,13.023583131882889,6,3,68,44,200
0,a {category} away from the image center,True,3.4901960784313726,11,0,171,0,200
0,a {category} turned away,True,3.3043478260869565,5,4,221,99,200
0,a {category} cropped by the frame,True,3.774193548387096,7,1,110,34,200
0,a distant {category},False,13.023583131882889,2,3,48,30,200
0,a {category} in high contrast,True,2.290909090909091,4,2,78,7,200
0,a {category} behind another object,False,13.023583131882889,3,3,100,112,200
0,a small {category} near the center,False,13.023583131882889,5,4,86,46,200
0,a moving {category},False,13.023583131882889,5,1,168,43,200
0,a {category} fully inside the frame,False,13.023583131882889,2,3,22,31,200
0,a {category} near food,True,4.25,6,5,154,66,200
0,a street scene containing a {category},True,3.115384615384616,6,0,232,0,200
0,a {category} near a vehicle,True,3.0,2,2,28,115,200
0,a {category} near a car,False,13.023583131882889,5,1,157,44,200
0,a tiny {category},False,13.023583131882889,5,1,139,33,200
0,multiple {category} instances,False,13.023583131882889,5,1,100,38,200
0,a {category} mostly visible,False,13.023583131882889,2,4,13,122,200
0,something similar to a {category},False,5.568395061728395,2,0,112,0,200
0,find the {category},False,13.023583131882889,3,1,53,6,200
0,a sports scene with a {category},True,1.8545454545454547,4,2,90,72,200
0,a low-resolution view of a {category},False,13.023583131882889,2,0,27,0,200
0,without a {category},False,13.023583131882889,8,2,200,81,200
0,there is no {category} here,False,13.023583131882889,5,0,179,0,200
0,locate the {category},True,5.722222222222222,6,1,279,12,200
0,a {category} in open space,False,5.568395061728395,3,3,63,31,200
0,a partial view of a {category},True,1.875,6,0,132,0,200
0,a scene lacking a {category},False,13.023583131882889,5,5,205,115,200
0,a {category} near a bus,True,7.12962962962963,5,3,140,213,200
0,this scene does not contain a {category},False,13.023583131882889,5,1,218,4,200
0,a {category} near the edge of the image,False,13.023583131882889,2,2,56,38,200
0,maybe a {category},True,2.85,8,2,200,28,200
0,a {category} at the right side,True,3.634615384615385,11,2,220,30,200
0,a photographic {category},True,2.7069767441860466,5,2,173,51,200
0,a {category} near water,True,3.5099999999999993,7,1,206,11,200
0,a {category} in the upper left area,True,8.23529411764706,8,1,131,45,200
0,a likely {category},False,13.023583131882889,6,1,437,12,200
0,a {category} at the left side,True,2.9779411764705883,4,1,125,14,200
0,a {category} at medium scale,True,4.387096774193548,5,1,123,21,200
0,a {category} in front of a wall,False,13.023583131882889,2,1,105,20,200
0,a {category} partly outside the image,False,13.023583131882889,5,1,84,23,200
0,a {category} near the image center,False,13.023583131882889,4,0,71,0,200
0,a {category} in clutter,True,6.666666666666667,5,3,140,42,200
0,a {category} inside a room,True,2.7249999999999996,7,2,194,106,200
0,no visible {category},True,7.666666666666667,4,0,164,0,200
0,a {category} in a mirror-like surface,True,2.55,3,2,62,34,200
0,a {category} barely visible,False,4.326771804612256,3,0,144,0,200
0,a {category} on pavement,True,2.843478260869565,6,0,96,0,200
0,a {category} near a window,False,13.023583131882889,3,3,84,36,200
0,a {category} near a bed,False,13.023583131882889,1,1,13,21,200
0,a lying {category},True,5.806451612903226,1,0,41,0,200
0,a zoomed view of a {category},True,1.986206896551724,4,2,125,47,200
0,a {category} near a tree,False,13.023583131882889,3,3,60,56,200
0,a {category} with unusual appearance,False,13.023583131882889,3,1,32,10,200
0,a {category} at the bottom of the image,False,5.568395061728395,2,4,21,344,200
0,a {category} object,True,3.8457446808510634,4,1,208,6,200
0,a {category} at an unusual angle,False,13.023583131882889,7,2,132,68,200
0,a {category} worn by someone,True,2.9684210526315784,8,0,245,0,200
0,a crowded scene with a {category},False,13.023583131882889,4,1,84,34,200
0,a bright {category},True,3.2105263157894735,4,1,120,31,200
0,possibly a {category},False,5.568395061728395,3,3,42,31,200
0,a visible {category} in the scene,True,6.296296296296296,7,0,95,0,200
0,a {category} at the top of the image,False,13.023583131882889,3,3,41,99,200
0,a messy view of a {category},False,3.543748729040726,2,3,34,135,200
0,show me a {category},False,3.4463577292426937,1,3,22,41,200
0,a {category} near text or signs,True,3.3870967741935485,7,1,125,11,200
0,a {category} on a plate,False,13.023583131882889,6,0,249,0,200
0,a side view of a {category},False,13.023583131882889,4,1,74,11,200
0,a {category} partly hidden,True,5.852713178294573,4,2,144,45,200
0,a picture with a {category},False,13.023583131882889,7,1,252,30,200
0,a {category} on a floor,False,13.023583131882889,3,1,24,44,200
0,an indoor scene containing a {category},False,13.023583131882889,5,3,142,84,200
0,an image showing a {category},True,2.929411764705882,9,3,218,121,200
0,a real-world {category},False,13.023583131882889,2,0,25,0,200
0,a clear photo of a {category},True,3.0,7,0,82,0,200
0,a {category} among other objects,False,13.023583131882889,4,2,146,53,200
0,a {category} near a road,False,13.023583131882889,4,0,39,0,200
0,a {category} under shade,False,13.023583131882889,5,3,176,111,200
0,a wide-angle view with a {category},False,13.023583131882889,4,0,31,0,200
0,a {category} with occlusion,False,13.023583131882889,4,1,18,64,200
0,a {category} near a chair,False,13.023583131882889,7,3,140,75,200
0,a possible instance of {category},False,13.023583131882889,5,1,155,19,200
0,a {category} at small scale,False,13.023583131882889,3,1,128,6,200
0,a stacked {category},False,13.023583131882889,1,0,6,0,200
0,a standing {category},False,5.568395061728395,1,1,27,18,200
0,a {category} detection target,True,3.6875,9,2,120,19,200
0,a {category} next to a wall,True,2.1710526315789473,4,3,54,60,200
0,a sitting {category},True,11.842105263157894,5,0,395,0,200
0,a {category} on a table,False,13.023583131882889,1,1,6,40,200
0,a {category} on the ground,False,13.023583131882889,3,0,23,0,200
0,a {category} near a pole,False,13.023583131882889,5,1,173,20,200
0,a {category} with strong color,False,0.0,0,3,0,60,200
0,an item that could be a {category},False,13.023583131882889,3,1,92,2,200
0,one visible {category},False,0.0,0,2,0,39,200
0,a {category} used by someone,True,2.52,5,1,76,300,200
0,a living area with a {category},False,13.023583131882889,4,3,105,136,200
0,the most visible {category},False,13.023583131882889,1,2,15,40,200
0,a {category} in the lower right area,True,3.4259259259259256,5,1,77,43,200
0,a {category} that may be absent,False,13.023583131882889,3,3,26,88,200
0,a parked {category},False,3.543748729040726,2,0,172,0,200
0,a {category} separated from other objects,True,2.633333333333333,6,0,142,0,200
0,a {category} attached to something,False,13.023583131882889,1,1,11,10,200
0,a traffic scene with a {category},True,2.8956521739130436,5,1,98,24,200
0,a {category} proposal,True,3.333333333333333,3,0,38,0,200
0,a full view of a {category},True,6.775362318840579,5,1,171,28,200
0,a {category} in profile,False,5.568395061728395,5,0,114,0,200
0,a visible instance of {category},False,0.0,0,1,0,90,200
0,a photo containing a {category},False,13.023583131882889,5,0,218,0,200
0,a {category} near a doorway,False,13.023583131882889,3,1,24,3,200
0,an object resembling a {category},False,0.0,0,3,0,45,200
0,a {category} in the foreground,False,13.023583131882889,2,1,34,20,200
1,what looks like a {category},False,13.30422140120416,4,1,105,8,200
1,a hanging {category},False,13.30422140120416,8,2,166,113,200
1,a {category} that is hard to see,False,13.30422140120416,5,1,69,4,200
1,a {category} in a busy background,True,2.6293103448275863,4,1,70,22,200
1,a {category} under daylight,True,3.5217391304347827,4,1,78,27,200
1,a {category} near a fence,True,2.869565217391304,4,3,97,109,200
1,a scene featuring a {category},False,13.30422140120416,4,2,86,73,200
1,a natural image of a {category},False,13.30422140120416,4,3,187,43,200
1,a {category} near a train,True,2.67,7,2,160,17,200
1,a {category} seen from below,True,3.9677419354838706,7,0,282,0,200
1,a {category} target,False,0.0,0,1,0,17,200
1,a kitchen scene with a {category},True,4.125,4,1,76,29,200
1,a cropped view of a {category},True,3.907407407407407,7,3,195,80,200
1,a surveillance-style view of a {category},False,13.30422140120416,6,0,261,0,200
1,a {category} held by someone,True,3.7037037037037033,4,3,95,84,200
1,a {category} outdoors,False,4.400904150435243,3,1,87,10,200
1,a {category} without occlusion,False,13.30422140120416,6,1,52,6,200
1,a {category} region,False,4.400904150435243,4,1,207,2,200
1,a nearby {category},False,13.30422140120416,2,1,29,9,200
1,a suspected {category},True,3.625,7,3,152,63,200
1,no obvious {category},False,4.400904150435243,2,2,27,66,200
1,a market scene with a {category},True,3.2812499999999996,4,2,111,177,200
1,a {category} cluster,False,13.30422140120416,4,0,46,0,200
1,a {category} near an animal,True,1.9555555555555555,5,2,193,137,200
1,a front view of a {category},False,13.30422140120416,4,2,53,158,200
1,identify any {category},False,13.30422140120416,6,2,282,44,200
1,a high-resolution view of a {category},False,13.30422140120416,3,0,39,0,200
1,the nearest {category},False,13.30422140120416,2,3,28,59,200
1,a {category} on grass,False,13.30422140120416,2,3,15,131,200
1,a {category} on a seat,False,13.30422140120416,2,0,19,0,200
1,background regions not containing a {category},False,13.30422140120416,6,2,88,33,200
1,look for a {category},False,13.30422140120416,5,1,61,89,200
1,a {category} with visible outline,True,2.64,6,4,118,126,200
1,a dark {category},False,13.30422140120416,4,1,129,2,200
1,a natural {category},True,10.78125,8,1,218,17,200
1,a household scene with a {category},False,4.400904150435243,4,4,165,90,200
1,a close-up of a {category},False,13.30422140120416,6,1,223,21,200
1,a {category} far from the camera,True,3.558510638297872,9,2,196,26,200
1,where is the {category},True,3.849056603773585,10,0,235,0,200
1,a {category} seen from above,True,2.963636363636364,5,3,142,62,200
1,a {category} facing the camera,True,1.962962962962963,5,1,231,17,200
1,an actual {category},True,3.5357142857142856,8,0,204,0,200
1,a {category} near a building,False,13.30422140120416,4,1,157,3,200
1,a {category} near a curb,False,4.400904150435243,2,2,102,15,200
1,a {category} on a shelf,False,13.30422140120416,5,0,112,0,200
1,a {category} in low contrast,False,13.30422140120416,5,4,190,73,200
1,a clean view of a {category},False,4.400904150435243,2,3,37,152,200
1,a {category} in front of another object,False,13.30422140120416,4,2,153,86,200
1,a {category} near vegetation,False,13.30422140120416,3,2,86,20,200
1,a {category} in a container,False,3.4702597655355594,2,4,23,93,200
1,a {category} beside a person,True,1.92,4,2,64,41,200
1,a {category} with clear shape,False,13.30422140120416,5,1,122,13,200
1,a {category} in the background,True,4.421052631578948,3,0,94,0,200
1,I do not see a {category},False,13.30422140120416,7,0,178,0,200
1,a man-made {category},False,13.30422140120416,6,2,41,73,200
1,a {category} at large scale,True,3.964285714285714,6,1,103,73,200
1,a {category} near a counter,True,1.7142857142857142,4,0,61,0,200
1,perhaps a {category},True,4.235294117647059,6,1,130,93,200
1,an image without any {category},True,3.370253164556962,5,2,316,33,200
1,a park scene with a {category},False,13.30422140120416,3,0,69,0,200
1,a photo of a {category},False,4.400904150435243,4,2,103,17,200
1,the {category} in this image,False,13.30422140120416,5,0,132,0,200
1,a blurry {category},True,3.1547619047619047,9,3,240,148,200
1,a {category} in a plain background,False,13.30422140120416,5,0,64,0,200
1,a {category} near a sign,False,13.30422140120416,2,2,30,156,200
1,a {category} near a bicycle,False,13.30422140120416,3,1,47,80,200
1,a {category} under artificial light,True,2.5125,6,1,122,9,200
1,something shaped like a {category},False,13.30422140120416,4,1,172,43,200
1,a {category} in the upper right area,True,4.0,4,1,71,16,200
1,a {category} in a photo frame,True,11.491228070175438,2,1,233,7,200
1,a {category} near equipment,True,2.109375,3,1,41,11,200
1,a {category} overlapping another object,False,13.30422140120416,4,0,110,0,200
1,a sharp {category},False,13.30422140120416,4,1,62,29,200
1,a {category} candidate box,False,13.30422140120416,6,5,167,96,200
1,a {category} near the camera,True,1.9796610169491526,6,2,255,48,200
1,a {category} near shadows,False,13.30422140120416,2,2,72,35,200
1,a sparse scene with a {category},True,3.036585365853658,4,4,153,176,200
1,a {category} in the lower left area,False,13.30422140120416,8,0,367,0,200
1,an outdoor scene containing a {category},True,4.136363636363636,5,0,83,0,200
1,the main {category},False,13.30422140120416,5,2,78,30,200
1,a large {category},False,4.400904150435243,3,5,92,84,200
1,a single {category},False,13.30422140120416,6,4,101,200,200
1,a {category} in the scene,True,6.666666666666667,4,1,132,18,200
1,a {category} near furniture,False,13.30422140120416,6,2,175,64,200
1,a real {category},False,13.30422140120416,4,1,176,36,200
1,a vehicle scene with a {category},True,3.576923076923077,4,0,110,0,200
1,a group of {category} objects,False,13.30422140120416,3,2,85,38,200
1,a {category} with neutral color,False,13.30422140120416,4,3,78,22,200
1,no clear {category},True,4.976744186046512,4,2,187,116,200
1,a {category} in a vehicle,True,4.19047619047619,6,1,160,95,200
1,a candidate {category},False,13.30422140120416,8,2,90,24,200
1,a {category} away from the image center,True,2.941176470588235,9,2,151,37,200
1,a {category} turned away,True,3.4594594594594597,7,2,246,74,200
1,a {category} cropped by the frame,False,4.400904150435243,1,4,23,70,200
1,a distant {category},False,13.30422140120416,1,3,6,55,200
1,a {category} in high contrast,True,2.2916666666666665,4,0,59,0,200
1,a {category} behind another object,False,13.30422140120416,6,1,187,52,200
1,a small {category} near the center,True,2.123076923076923,8,2,73,77,200
1,a moving {category},False,13.30422140120416,6,2,207,79,200
1,a {category} fully inside the frame,False,13.30422140120416,7,0,65,0,200
1,a {category} near food,True,2.761904761904762,5,5,59,131,200
1,a street scene containing a {category},True,3.0272727272727273,5,1,192,40,200
1,a {category} near a vehicle,True,4.96969696969697,4,0,143,0,200
1,a {category} near a car,False,13.30422140120416,2,1,98,44,200
1,a tiny {category},True,1.9542857142857144,6,0,150,0,200
1,multiple {category} instances,True,3.9705882352941173,5,2,125,22,200
1,a {category} mostly visible,False,13.30422140120416,7,1,130,20,200
1,something similar to a {category},False,13.30422140120416,4,0,140,0,200
1,find the {category},True,3.0,4,2,28,46,200
1,a sports scene with a {category},True,4.487804878048781,6,1,165,9,200
1,a low-resolution view of a {category},True,2.582608695652174,4,0,90,0,200
1,without a {category},False,13.30422140120416,7,1,207,11,200
1,there is no {category} here,False,13.30422140120416,4,2,94,91,200
1,locate the {category},True,2.5448275862068965,4,3,112,188,200
1,a {category} in open space,False,13.30422140120416,3,2,37,46,200
1,a partial view of a {category},False,13.30422140120416,4,3,89,38,200
1,a scene lacking a {category},True,4.0993150684931505,11,0,340,0,200
1,a {category} near a bus,True,3.070175438596491,7,3,174,206,200
1,this scene does not contain a {category},False,13.30422140120416,3,2,148,21,200
1,a {category} near the edge of the image,False,13.30422140120416,4,1,95,5,200
1,maybe a {category},True,2.7666666666666666,9,3,221,30,200
1,a {category} at the right side,False,13.30422140120416,6,5,86,113,200
1,a photographic {category},True,3.608490566037736,7,0,224,0,200
1,a {category} near water,True,1.7714285714285714,6,0,166,0,200
1,a {category} in the upper left area,True,10.523972602739725,10,2,439,89,200
1,a likely {category},True,3.9105882352941177,5,2,479,18,200
1,a {category} at the left side,True,3.9189189189189193,5,1,134,19,200
1,a {category} at medium scale,True,4.4,4,2,99,42,200
1,a {category} in front of a wall,False,13.30422140120416,2,0,105,0,200
1,a {category} partly outside the image,True,3.2307692307692313,5,0,102,0,200
1,a {category} near the image center,False,13.30422140120416,3,1,62,9,200
1,a {category} in clutter,True,3.59375,3,3,71,107,200
1,a {category} inside a room,True,2.966666666666667,5,2,156,111,200
1,no visible {category},True,6.315789473684211,1,1,29,7,200
1,a {category} in a mirror-like surface,True,1.6444444444444442,6,0,86,0,200
1,a {category} barely visible,False,4.142612448940819,2,1,108,36,200
1,a {category} on pavement,False,13.30422140120416,5,2,68,33,200
1,a {category} near a window,True,3.8409090909090913,8,1,146,12,200
1,a {category} near a bed,False,13.30422140120416,3,0,64,0,200
1,a lying {category},False,3.4702597655355594,1,1,52,41,200
1,a zoomed view of a {category},False,13.30422140120416,4,1,234,141,200
1,a {category} near a tree,False,13.30422140120416,5,2,84,38,200
1,a {category} with unusual appearance,False,13.30422140120416,3,1,16,26,200
1,a {category} at the bottom of the image,True,4.135922330097087,8,2,387,15,200
1,a {category} object,True,2.7555555555555555,3,2,111,108,200
1,a {category} at an unusual angle,False,13.30422140120416,6,2,114,59,200
1,a {category} worn by someone,False,13.30422140120416,4,5,131,123,200
1,a crowded scene with a {category},False,13.30422140120416,3,3,25,66,200
1,a bright {category},True,4.956521739130435,6,0,161,0,200
1,possibly a {category},False,13.30422140120416,5,1,52,6,200
1,a visible {category} in the scene,True,4.571428571428571,5,3,143,71,200
1,a {category} at the top of the image,False,13.30422140120416,4,1,104,22,200
1,a messy view of a {category},False,4.400904150435243,4,0,173,0,200
1,show me a {category},False,13.30422140120416,2,2,29,20,200
1,a {category} near text or signs,False,4.400904150435243,3,2,60,25,200
1,a {category} on a plate,False,13.30422140120416,6,1,255,27,200
1,a side view of a {category},False,0.0,0,3,0,35,200
1,a {category} partly hidden,True,3.1764705882352944,2,2,106,66,200
1,a picture with a {category},True,3.5318181818181817,6,3,228,81,200
1,a {category} on a floor,False,13.30422140120416,4,0,73,0,200
1,an indoor scene containing a {category},False,13.30422140120416,6,0,178,0,200
1,an image showing a {category},False,13.30422140120416,6,4,147,156,200
1,a real-world {category},False,13.30422140120416,2,0,25,0,200
1,a clear photo of a {category},True,2.7692307692307696,5,1,74,10,200
1,a {category} among other objects,False,13.30422140120416,5,0,167,0,200
1,a {category} near a road,False,13.30422140120416,2,1,24,36,200
1,a {category} under shade,True,5.5625,10,0,377,0,200
1,a wide-angle view with a {category},True,2.823529411764706,6,1,61,4,200
1,a {category} with occlusion,False,13.30422140120416,4,1,54,64,200
1,a {category} near a chair,False,13.30422140120416,5,3,92,66,200
1,a possible instance of {category},True,2.1333333333333333,6,2,261,76,200
1,a {category} at small scale,False,13.30422140120416,3,0,45,0,200
1,a stacked {category},False,4.142612448940819,1,1,26,6,200
1,a standing {category},True,1.6875,2,2,58,83,200
1,a {category} detection target,True,3.206896551724138,6,2,71,15,200
1,a {category} next to a wall,False,13.30422140120416,5,1,81,16,200
1,a sitting {category},True,6.807692307692308,2,1,65,16,200
1,a {category} on a table,False,13.30422140120416,2,1,42,6,200
1,a {category} on the ground,False,13.30422140120416,3,1,23,5,200
1,a {category} near a pole,False,13.30422140120416,3,2,35,51,200
1,a {category} with strong color,False,4.400904150435243,2,0,56,0,200
1,an item that could be a {category},False,13.30422140120416,3,1,68,90,200
1,one visible {category},True,2.56,4,1,59,42,200
1,a {category} used by someone,False,13.30422140120416,4,2,163,12,200
1,a living area with a {category},True,6.212121212121212,7,1,192,51,200
1,the most visible {category},False,13.30422140120416,2,2,117,37,200
1,a {category} in the lower right area,True,3.076923076923077,4,0,80,0,200
1,a {category} that may be absent,True,2.5764705882352943,3,3,66,48,200
1,a parked {category},False,13.30422140120416,3,0,181,0,200
1,a {category} separated from other objects,True,2.2956521739130435,4,2,83,118,200
1,a {category} attached to something,False,13.30422140120416,2,0,21,0,200
1,a traffic scene with a {category},True,4.3999999999999995,5,1,118,4,200
1,a {category} proposal,True,3.333333333333333,3,0,38,0,200
1,a full view of a {category},True,3.7600000000000002,3,3,89,89,200
1,a {category} in profile,False,4.400904150435243,5,0,114,0,200
1,a visible instance of {category},False,4.400904150435243,1,0,20,0,200
1,a photo containing a {category},False,4.142612448940819,4,1,208,10,200
1,a {category} near a doorway,False,13.30422140120416,2,1,169,11,200
1,an object resembling a {category},False,13.30422140120416,1,1,18,25,200
1,a {category} in the foreground,False,13.30422140120416,2,1,24,31,200
2,what looks like a {category},False,11.568975367140506,4,2,103,11,200
2,a hanging {category},False,11.568975367140506,4,3,75,87,200
2,a {category} that is hard to see,False,11.568975367140506,3,3,151,43,200
2,a {category} in a busy background,True,1.71875,5,2,143,45,200
2,a {category} under daylight,True,2.53125,6,1,123,27,200
2,a {category} near a fence,True,3.193548387096774,5,2,119,69,200
2,a scene featuring a {category},True,7.741935483870968,5,2,127,64,200
2,a natural image of a {category},True,2.836363636363636,5,1,92,122,200
2,a {category} near a train,True,2.033333333333333,6,3,159,74,200
2,a {category} seen from below,True,3.527027027027027,4,3,153,129,200
2,a {category} target,False,5.889369998684257,2,1,134,17,200
2,a kitchen scene with a {category},True,4.182926829268293,4,0,70,0,200
2,a cropped view of a {category},True,5.333333333333333,6,3,209,34,200
2,a surveillance-style view of a {category},False,11.568975367140506,6,0,261,0,200
2,a {category} held by someone,True,5.847457627118644,8,2,198,19,200
2,a {category} outdoors,False,11.568975367140506,4,1,48,72,200
2,a {category} without occlusion,False,11.568975367140506,2,4,8,29,200
2,a {category} region,False,11.568975367140506,3,4,20,193,200
2,a nearby {category},False,11.568975367140506,2,0,15,0,200
2,a suspected {category},True,3.4390243902439024,8,1,167,69,200
2,no obvious {category},False,11.568975367140506,7,0,230,0,200
2,a market scene with a {category},True,4.0,3,3,96,98,200
2,a {category} cluster,False,11.568975367140506,6,0,86,0,200
2,a {category} near an animal,True,1.9404255319148938,5,2,199,49,200
2,a front view of a {category},True,3.085714285714286,4,1,186,18,200
2,identify any {category},False,11.568975367140506,7,1,246,23,200
2,a high-resolution view of a {category},False,5.889369998684257,3,0,130,0,200
2,the nearest {category},False,11.568975367140506,3,2,41,46,200
2,a {category} on grass,True,3.066666666666667,4,1,199,19,200
2,a {category} on a seat,False,11.568975367140506,1,0,10,0,200
2,background regions not containing a {category},False,11.568975367140506,6,0,123,0,200
2,look for a {category},False,11.568975367140506,4,1,138,7,200
2,a {category} with visible outline,True,8.434959349593495,5,4,359,162,200
2,a dark {category},False,11.568975367140506,4,4,66,64,200
2,a natural {category},False,11.568975367140506,5,3,124,103,200
2,a household scene with a {category},True,2.097777777777778,5,1,203,85,200
2,a close-up of a {category},False,11.568975367140506,4,2,143,86,200
2,a {category} far from the camera,True,4.923076923076923,7,1,167,2,200
2,where is the {category},True,6.75,9,4,211,60,200
2,a {category} seen from above,True,4.585365853658537,7,1,167,4,200
2,a {category} facing the camera,True,2.006779661016949,6,1,257,101,200
2,an actual {category},True,2.808,6,2,104,100,200
2,a {category} near a building,False,11.568975367140506,4,1,212,9,200
2,a {category} near a curb,False,11.568975367140506,4,2,119,85,200
2,a {category} on a shelf,False,11.568975367140506,6,0,169,0,200
2,a {category} in low contrast,True,1.956756756756757,6,1,158,13,200
2,a clean view of a {category},False,11.568975367140506,4,0,132,0,200
2,a {category} in front of another object,True,6.362573099415204,6,1,239,49,200
2,a {category} near vegetation,False,11.568975367140506,5,2,134,25,200
2,a {category} in a container,False,11.568975367140506,3,2,85,12,200
2,a {category} beside a person,True,2.558823529411765,5,3,131,50,200
2,a {category} with clear shape,False,11.568975367140506,4,1,95,27,200
2,a {category} in the background,False,11.568975367140506,3,2,81,49,200
2,I do not see a {category},False,11.568975367140506,4,1,140,12,200
2,a man-made {category},True,4.066666666666666,6,3,56,81,200
2,a {category} at large scale,False,11.568975367140506,3,1,92,8,200
2,a {category} near a counter,True,3.583333333333333,3,2,226,28,200
2,perhaps a {category},True,4.6818181818181825,5,1,182,32,200
2,an image without any {category},True,2.7036144578313253,6,2,333,42,200
2,a park scene with a {category},True,3.1018518518518516,4,1,72,85,200
2,a photo of a {category},True,3.6296296296296298,6,3,93,73,200
2,the {category} in this image,False,11.568975367140506,1,4,3,129,200
2,a blurry {category},True,4.336507936507937,12,3,628,53,200
2,a {category} in a plain background,False,11.568975367140506,6,0,97,0,200
2,a {category} near a sign,True,3.3749999999999996,3,2,160,30,200
2,a {category} near a bicycle,False,11.568975367140506,3,0,47,0,200
2,a {category} under artificial light,True,3.096774193548387,5,2,117,8,200
2,something shaped like a {category},False,11.568975367140506,4,1,160,55,200
2,a {category} in the upper right area,False,3.941835847105743,1,3,14,57,200
2,a {category} in a photo frame,False,11.568975367140506,4,0,286,0,200
2,a {category} near equipment,True,3.44,4,1,83,16,200
2,a {category} overlapping another object,False,5.889369998684257,3,2,106,30,200
2,a sharp {category},True,2.3181818181818183,5,1,53,29,200
2,a {category} candidate box,True,3.579545454545454,7,1,184,10,200
2,a {category} near the camera,True,3.1052631578947367,3,2,58,57,200
2,a {category} near shadows,False,5.889369998684257,2,3,91,92,200
2,a sparse scene with a {category},True,3.7255434782608696,10,0,397,0,200
2,a {category} in the lower left area,False,5.889369998684257,6,2,230,53,200
2,an outdoor scene containing a {category},False,11.568975367140506,3,1,44,18,200
2,the main {category},False,11.568975367140506,4,2,112,11,200
2,a large {category},True,2.070588235294118,9,2,152,24,200
2,a single {category},False,11.568975367140506,7,3,163,188,200
2,a {category} in the scene,True,4.921875,8,1,275,14,200
2,a {category} near furniture,True,3.25,5,2,222,26,200
2,a real {category},True,3.4821428571428568,6,0,230,0,200
2,a vehicle scene with a {category},True,2.76,4,1,102,46,200
2,a group of {category} objects,False,11.568975367140506,4,1,72,38,200
2,a {category} with neutral color,True,2.52,5,1,96,4,200
2,no clear {category},True,2.9733333333333336,5,2,194,116,200
