template_count,strategy,alpha,mean_template_fit_families,mean_template_cal_families,rejections,fdp,recall,mean_family_fdp,phi_max_mean,phi_max_p95,phi_max_max
7,pertemplate,0.1,128.28571428571428,42.71428571428571,0.65,0.08333333333333333,0.0011086272111475491,0.0006688963210702341,10.435840728233433,18.36174508542238,26.968393613554902
7,global,0.1,128.28571428571428,42.71428571428571,0.45,0.25,0.0005145837247514367,0.0008361204013377926,10.435840728233433,18.36174508542238,26.968393613554902
50,pertemplate,0.1,17.959999999999997,5.980000000000001,0.05,0.0,0.00015015015015015014,0.0,5.747608363985357,11.590518707482993,26.61320754716981
50,global,0.1,17.959999999999997,5.980000000000001,0.45,0.25,0.0005145837247514367,0.0008361204013377926,5.747608363985357,11.590518707482993,26.61320754716981
100,pertemplate,0.1,8.979999999999999,2.9900000000000007,0.05,0.0,0.00013297872340425532,0.0,6.47084224378331,13.66115618489473,24.72
100,global,0.1,8.979999999999999,2.9900000000000007,0.45,0.25,0.0005145837247514367,0.0008361204013377926,6.47084224378331,13.66115618489473,24.72
200,pertemplate,0.1,4.489999999999999,1.4950000000000003,0.1,0.1,0.0,0.00033444816053511704,7.805585172418618,13.830281476997579,30.434782608695652
200,global,0.1,4.489999999999999,1.4950000000000003,0.45,0.25,0.0005145837247514367,0.0008361204013377926,7.805585172418618,13.830281476997579,30.434782608695652
