seed,alpha,strategy,rejections,fdp,recall,mean_family_fdp,template_count
8,0.2,global,11,0.09090909090909091,0.02053388090349076,0.0033444816053511705,7
9,0.05,pertemplate,0,0.0,0.0,0.0,7
9,0.1,pertemplate,1,0.0,0.0027548209366391185,0.0,7
9,0.15,pertemplate,2,0.0,0.005509641873278237,0.0,7
9,0.2,pertemplate,8,0.375,0.013774104683195593,0.010033444816053512,7
9,0.05,global,0,0.0,0.0,0.0,7
9,0.1,global,0,0.0,0.0,0.0,7
9,0.15,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,7
9,0.2,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,7
10,0.05,pertemplate,0,0.0,0.0,0.0,7
10,0.1,pertemplate,1,0.0,0.0030959752321981426,0.0,7
10,0.15,pertemplate,2,0.5,0.0030959752321981426,0.0033444816053511705,7
10,0.2,pertemplate,4,0.25,0.009287925696594427,0.0033444816053511705,7
10,0.05,global,0,0.0,0.0,0.0,7
10,0.1,global,1,0.0,0.0030959752321981426,0.0,7
10,0.15,global,1,0.0,0.0030959752321981426,0.0,7
10,0.2,global,11,0.18181818181818182,0.02786377708978328,0.006688963210702341,7
11,0.05,pertemplate,0,0.0,0.0,0.0,7
11,0.1,pertemplate,0,0.0,0.0,0.0,7
11,0.15,pertemplate,0,0.0,0.0,0.0,7
11,0.2,pertemplate,2,0.0,0.0053475935828877,0.0,7
11,0.05,global,0,0.0,0.0,0.0,7
11,0.1,global,0,0.0,0.0,0.0,7
11,0.15,global,4,0.0,0.0106951871657754,0.0,7
11,0.2,global,4,0.0,0.0106951871657754,0.0,7
12,0.05,pertemplate,0,0.0,0.0,0.0,7
12,0.1,pertemplate,0,0.0,0.0,0.0,7
12,0.15,pertemplate,0,0.0,0.0,0.0,7
12,0.2,pertemplate,1,0.0,0.002967359050445104,0.0,7
12,0.05,global,0,0.0,0.0,0.0,7
12,0.1,global,0,0.0,0.0,0.0,7
12,0.15,global,0,0.0,0.0,0.0,7
12,0.2,global,11,0.2727272727272727,0.02373887240356083,0.010033444816053512,7
13,0.05,pertemplate,0,0.0,0.0,0.0,7
13,0.1,pertemplate,0,0.0,0.0,0.0,7
13,0.15,pertemplate,2,1.0,0.0,0.006688963210702341,7
13,0.2,pertemplate,4,0.5,0.0044444444444444444,0.006688963210702341,7
13,0.05,global,0,0.0,0.0,0.0,7
13,0.1,global,0,0.0,0.0,0.0,7
13,0.15,global,6,0.5,0.006666666666666667,0.010033444816053512,7
13,0.2,global,6,0.5,0.006666666666666667,0.010033444816053512,7
14,0.05,pertemplate,0,0.0,0.0,0.0,7
14,0.1,pertemplate,0,0.0,0.0,0.0,7
14,0.15,pertemplate,1,0.0,0.003003003003003003,0.0,7
14,0.2,pertemplate,4,0.25,0.009009009009009009,0.0033444816053511705,7
14,0.05,global,0,0.0,0.0,0.0,7
14,0.1,global,0,0.0,0.0,0.0,7
14,0.15,global,0,0.0,0.0,0.0,7
14,0.2,global,5,0.2,0.012012012012012012,0.0033444816053511705,7
15,0.05,pertemplate,0,0.0,0.0,0.0,7
15,0.1,pertemplate,0,0.0,0.0,0.0,7
15,0.15,pertemplate,5,0.6,0.004524886877828055,0.010033444816053512,7
15,0.2,pertemplate,5,0.6,0.004524886877828055,0.010033444816053512,7
15,0.05,global,0,0.0,0.0,0.0,7
15,0.1,global,1,1.0,0.0,0.0033444816053511705,7
15,0.15,global,1,1.0,0.0,0.0033444816053511705,7
15,0.2,global,11,0.36363636363636365,0.01583710407239819,0.013377926421404682,7
16,0.05,pertemplate,0,0.0,0.0,0.0,7
16,0.1,pertemplate,2,0.0,0.004405286343612335,0.0,7
16,0.15,pertemplate,3,0.0,0.006607929515418502,0.0,7
16,0.2,pertemplate,8,0.25,0.013215859030837005,0.006688963210702341,7
16,0.05,global,0,0.0,0.0,0.0,7
16,0.1,global,0,0.0,0.0,0.0,7
16,0.15,global,12,0.25,0.019823788546255508,0.010033444816053512,7
16,0.2,global,12,0.25,0.019823788546255508,0.010033444816053512,7
17,0.05,pertemplate,0,0.0,0.0,0.0,7
17,0.1,pertemplate,0,0.0,0.0,0.0,7
17,0.15,pertemplate,2,0.5,0.002551020408163265,0.0033444816053511705,7
17,0.2,pertemplate,3,0.6666666666666666,0.002551020408163265,0.006688963210702341,7
17,0.05,global,0,0.0,0.0,0.0,7
17,0.1,global,1,1.0,0.0,0.0033444816053511705,7
17,0.15,global,1,1.0,0.0,0.0033444816053511705,7
17,0.2,global,7,0.5714285714285714,0.007653061224489796,0.013377926421404682,7
18,0.05,pertemplate,1,0.0,0.0026595744680851063,0.0,7
18,0.1,pertemplate,2,0.5,0.0026595744680851063,0.0033444816053511705,7
18,0.15,pertemplate,4,0.25,0.007978723404255319,0.0033444816053511705,7
18,0.2,pertemplate,4,0.25,0.007978723404255319,0.0033444816053511705,7
18,0.05,global,0,0.0,0.0,0.0,7
18,0.1,global,1,0.0,0.0026595744680851063,0.0,7
18,0.15,global,6,0.3333333333333333,0.010638297872340425,0.006688963210702341,7
18,0.2,global,6,0.3333333333333333,0.010638297872340425,0.006688963210702341,7
19,0.05,pertemplate,0,0.0,0.0,0.0,7
19,0.1,pertemplate,0,0.0,0.0,0.0,7
19,0.15,pertemplate,1,0.0,0.001876172607879925,0.0,7
19,0.2,pertemplate,6,0.0,0.01125703564727955,0.0,7
19,0.05,global,0,0.0,0.0,0.0,7
19,0.1,global,0,0.0,0.0,0.0,7
19,0.15,global,0,0.0,0.0,0.0,7
19,0.2,global,6,0.0,0.01125703564727955,0.0,7
0,0.05,pertemplate,0,0.0,0.0,0.0,50
0,0.1,pertemplate,0,0.0,0.0,0.0,50
0,0.15,pertemplate,0,0.0,0.0,0.0,50
0,0.2,pertemplate,0,0.0,0.0,0.0,50
0,0.05,global,0,0.0,0.0,0.0,50
0,0.1,global,0,0.0,0.0,0.0,50
0,0.15,global,8,0.25,0.013761467889908258,0.006688963210702341,50
0,0.2,global,8,0.25,0.013761467889908258,0.006688963210702341,50
1,0.05,pertemplate,0,0.0,0.0,0.0,50
1,0.1,pertemplate,0,0.0,0.0,0.0,50
1,0.15,pertemplate,0,0.0,0.0,0.0,50
1,0.2,pertemplate,0,0.0,0.0,0.0,50
1,0.05,global,0,0.0,0.0,0.0,50
1,0.1,global,1,1.0,0.0,0.0033444816053511705,50
1,0.15,global,8,0.375,0.011655011655011656,0.010033444816053512,50
1,0.2,global,8,0.375,0.011655011655011656,0.010033444816053512,50
2,0.05,pertemplate,0,0.0,0.0,0.0,50
2,0.1,pertemplate,0,0.0,0.0,0.0,50
2,0.15,pertemplate,2,0.0,0.0055248618784530384,0.0,50
2,0.2,pertemplate,3,0.0,0.008287292817679558,0.0,50
2,0.05,global,0,0.0,0.0,0.0,50
2,0.1,global,0,0.0,0.0,0.0,50
2,0.15,global,0,0.0,0.0,0.0,50
2,0.2,global,9,0.1111111111111111,0.022099447513812154,0.0033444816053511705,50
3,0.05,pertemplate,0,0.0,0.0,0.0,50
3,0.1,pertemplate,0,0.0,0.0,0.0,50
3,0.15,pertemplate,0,0.0,0.0,0.0,50
3,0.2,pertemplate,1,1.0,0.0,0.0033444816053511705,50
3,0.05,global,0,0.0,0.0,0.0,50
3,0.1,global,1,1.0,0.0,0.0033444816053511705,50
3,0.15,global,1,1.0,0.0,0.0033444816053511705,50
3,0.2,global,10,0.5,0.015723270440251572,0.016722408026755852,50
4,0.05,pertemplate,0,0.0,0.0,0.0,50
4,0.1,pertemplate,0,0.0,0.0,0.0,50
4,0.15,pertemplate,0,0.0,0.0,0.0,50
4,0.2,pertemplate,1,1.0,0.0,0.0033444816053511705,50
4,0.05,global,0,0.0,0.0,0.0,50
4,0.1,global,1,1.0,0.0,0.0033444816053511705,50
4,0.15,global,12,0.3333333333333333,0.019417475728155338,0.013377926421404682,50
4,0.2,global,12,0.3333333333333333,0.019417475728155338,0.013377926421404682,50
5,0.05,pertemplate,0,0.0,0.0,0.0,50
5,0.1,pertemplate,0,0.0,0.0,0.0,50
5,0.15,pertemplate,0,0.0,0.0,0.0,50
5,0.2,pertemplate,1,0.0,0.002652519893899204,0.0,50
5,0.05,global,0,0.0,0.0,0.0,50
5,0.1,global,0,0.0,0.0,0.0,50
5,0.15,global,4,0.25,0.007957559681697613,0.0033444816053511705,50
5,0.2,global,4,0.25,0.007957559681697613,0.0033444816053511705,50
6,0.05,pertemplate,0,0.0,0.0,0.0,50
6,0.1,pertemplate,0,0.0,0.0,0.0,50
6,0.15,pertemplate,0,0.0,0.0,0.0,50
6,0.2,pertemplate,0,0.0,0.0,0.0,50
6,0.05,global,0,0.0,0.0,0.0,50
6,0.1,global,1,0.0,0.002380952380952381,0.0,50
6,0.15,global,1,0.0,0.002380952380952381,0.0,50
6,0.2,global,7,0.0,0.016666666666666666,0.0,50
7,0.05,pertemplate,0,0.0,0.0,0.0,50
7,0.1,pertemplate,0,0.0,0.0,0.0,50
7,0.15,pertemplate,0,0.0,0.0,0.0,50
7,0.2,pertemplate,1,0.0,0.0021551724137931034,0.0,50
7,0.05,global,0,0.0,0.0,0.0,50
7,0.1,global,1,0.0,0.0021551724137931034,0.0,50
7,0.15,global,5,0.0,0.010775862068965518,0.0,50
7,0.2,global,5,0.0,0.010775862068965518,0.0,50
8,0.05,pertemplate,0,0.0,0.0,0.0,50
8,0.1,pertemplate,0,0.0,0.0,0.0,50
8,0.15,pertemplate,0,0.0,0.0,0.0,50
8,0.2,pertemplate,0,0.0,0.0,0.0,50
8,0.05,global,0,0.0,0.0,0.0,50
8,0.1,global,0,0.0,0.0,0.0,50
8,0.15,global,0,0.0,0.0,0.0,50
8,0.2,global,11,0.09090909090909091,0.02053388090349076,0.0033444816053511705,50
9,0.05,pertemplate,0,0.0,0.0,0.0,50
9,0.1,pertemplate,0,0.0,0.0,0.0,50
9,0.15,pertemplate,0,0.0,0.0,0.0,50
9,0.2,pertemplate,1,1.0,0.0,0.0033444816053511705,50
9,0.05,global,0,0.0,0.0,0.0,50
9,0.1,global,0,0.0,0.0,0.0,50
9,0.15,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,50
9,0.2,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,50
10,0.05,pertemplate,0,0.0,0.0,0.0,50
10,0.1,pertemplate,0,0.0,0.0,0.0,50
10,0.15,pertemplate,0,0.0,0.0,0.0,50
10,0.2,pertemplate,0,0.0,0.0,0.0,50
10,0.05,global,0,0.0,0.0,0.0,50
10,0.1,global,1,0.0,0.0030959752321981426,0.0,50
10,0.15,global,1,0.0,0.0030959752321981426,0.0,50
10,0.2,global,11,0.18181818181818182,0.02786377708978328,0.006688963210702341,50
11,0.05,pertemplate,0,0.0,0.0,0.0,50
11,0.1,pertemplate,0,0.0,0.0,0.0,50
11,0.15,pertemplate,0,0.0,0.0,0.0,50
11,0.2,pertemplate,0,0.0,0.0,0.0,50
11,0.05,global,0,0.0,0.0,0.0,50
11,0.1,global,0,0.0,0.0,0.0,50
11,0.15,global,4,0.0,0.0106951871657754,0.0,50
11,0.2,global,4,0.0,0.0106951871657754,0.0,50
12,0.05,pertemplate,0,0.0,0.0,0.0,50
12,0.1,pertemplate,0,0.0,0.0,0.0,50
12,0.15,pertemplate,0,0.0,0.0,0.0,50
12,0.2,pertemplate,2,0.5,0.002967359050445104,0.0016722408026755853,50
12,0.05,global,0,0.0,0.0,0.0,50
12,0.1,global,0,0.0,0.0,0.0,50
12,0.15,global,0,0.0,0.0,0.0,50
12,0.2,global,11,0.2727272727272727,0.02373887240356083,0.010033444816053512,50
13,0.05,pertemplate,0,0.0,0.0,0.0,50
13,0.1,pertemplate,0,0.0,0.0,0.0,50
13,0.15,pertemplate,0,0.0,0.0,0.0,50
13,0.2,pertemplate,0,0.0,0.0,0.0,50
13,0.05,global,0,0.0,0.0,0.0,50
13,0.1,global,0,0.0,0.0,0.0,50
13,0.15,global,6,0.5,0.006666666666666667,0.010033444816053512,50
13,0.2,global,6,0.5,0.006666666666666667,0.010033444816053512,50
14,0.05,pertemplate,0,0.0,0.0,0.0,50
14,0.1,pertemplate,1,0.0,0.003003003003003003,0.0,50
14,0.15,pertemplate,1,0.0,0.003003003003003003,0.0,50
14,0.2,pertemplate,1,0.0,0.003003003003003003,0.0,50
14,0.05,global,0,0.0,0.0,0.0,50
14,0.1,global,0,0.0,0.0,0.0,50
14,0.15,global,0,0.0,0.0,0.0,50
14,0.2,global,5,0.2,0.012012012012012012,0.0033444816053511705,50
15,0.05,pertemplate,0,0.0,0.0,0.0,50
15,0.1,pertemplate,0,0.0,0.0,0.0,50
15,0.15,pertemplate,0,0.0,0.0,0.0,50
15,0.2,pertemplate,0,0.0,0.0,0.0,50
15,0.05,global,0,0.0,0.0,0.0,50
15,0.1,global,1,1.0,0.0,0.0033444816053511705,50
15,0.15,global,1,1.0,0.0,0.0033444816053511705,50
15,0.2,global,11,0.36363636363636365,0.01583710407239819,0.013377926421404682,50
16,0.05,pertemplate,0,0.0,0.0,0.0,50
16,0.1,pertemplate,0,0.0,0.0,0.0,50
16,0.15,pertemplate,0,0.0,0.0,0.0,50
16,0.2,pertemplate,0,0.0,0.0,0.0,50
16,0.05,global,0,0.0,0.0,0.0,50
16,0.1,global,0,0.0,0.0,0.0,50
16,0.15,global,12,0.25,0.019823788546255508,0.010033444816053512,50
16,0.2,global,12,0.25,0.019823788546255508,0.010033444816053512,50
17,0.05,pertemplate,0,0.0,0.0,0.0,50
17,0.1,pertemplate,0,0.0,0.0,0.0,50
17,0.15,pertemplate,0,0.0,0.0,0.0,50
17,0.2,pertemplate,0,0.0,0.0,0.0,50
17,0.05,global,0,0.0,0.0,0.0,50
17,0.1,global,1,1.0,0.0,0.0033444816053511705,50
17,0.15,global,1,1.0,0.0,0.0033444816053511705,50
17,0.2,global,7,0.5714285714285714,0.007653061224489796,0.013377926421404682,50
18,0.05,pertemplate,0,0.0,0.0,0.0,50
18,0.1,pertemplate,0,0.0,0.0,0.0,50
18,0.15,pertemplate,0,0.0,0.0,0.0,50
18,0.2,pertemplate,6,0.3333333333333333,0.010638297872340425,0.006688963210702341,50
18,0.05,global,0,0.0,0.0,0.0,50
18,0.1,global,1,0.0,0.0026595744680851063,0.0,50
18,0.15,global,6,0.3333333333333333,0.010638297872340425,0.006688963210702341,50
18,0.2,global,6,0.3333333333333333,0.010638297872340425,0.006688963210702341,50
19,0.05,pertemplate,0,0.0,0.0,0.0,50
19,0.1,pertemplate,0,0.0,0.0,0.0,50
19,0.15,pertemplate,1,0.0,0.001876172607879925,0.0,50
19,0.2,pertemplate,1,0.0,0.001876172607879925,0.0,50
19,0.05,global,0,0.0,0.0,0.0,50
19,0.1,global,0,0.0,0.0,0.0,50
19,0.15,global,0,0.0,0.0,0.0,50
19,0.2,global,6,0.0,0.01125703564727955,0.0,50
0,0.05,pertemplate,0,0.0,0.0,0.0,100
0,0.1,pertemplate,0,0.0,0.0,0.0,100
0,0.15,pertemplate,1,0.0,0.0022935779816513763,0.0,100
0,0.2,pertemplate,1,0.0,0.0022935779816513763,0.0,100
0,0.05,global,0,0.0,0.0,0.0,100
0,0.1,global,0,0.0,0.0,0.0,100
0,0.15,global,8,0.25,0.013761467889908258,0.006688963210702341,100
0,0.2,global,8,0.25,0.013761467889908258,0.006688963210702341,100
1,0.05,pertemplate,0,0.0,0.0,0.0,100
1,0.1,pertemplate,0,0.0,0.0,0.0,100
1,0.15,pertemplate,0,0.0,0.0,0.0,100
1,0.2,pertemplate,1,0.0,0.002331002331002331,0.0,100
1,0.05,global,0,0.0,0.0,0.0,100
1,0.1,global,1,1.0,0.0,0.0033444816053511705,100
1,0.15,global,8,0.375,0.011655011655011656,0.010033444816053512,100
1,0.2,global,8,0.375,0.011655011655011656,0.010033444816053512,100
2,0.05,pertemplate,0,0.0,0.0,0.0,100
2,0.1,pertemplate,0,0.0,0.0,0.0,100
2,0.15,pertemplate,1,1.0,0.0,0.0033444816053511705,100
2,0.2,pertemplate,3,0.3333333333333333,0.0055248618784530384,0.0033444816053511705,100
2,0.05,global,0,0.0,0.0,0.0,100
2,0.1,global,0,0.0,0.0,0.0,100
2,0.15,global,0,0.0,0.0,0.0,100
2,0.2,global,9,0.1111111111111111,0.022099447513812154,0.0033444816053511705,100
3,0.05,pertemplate,0,0.0,0.0,0.0,100
3,0.1,pertemplate,0,0.0,0.0,0.0,100
3,0.15,pertemplate,0,0.0,0.0,0.0,100
3,0.2,pertemplate,3,0.3333333333333333,0.006289308176100629,0.0033444816053511705,100
3,0.05,global,0,0.0,0.0,0.0,100
3,0.1,global,1,1.0,0.0,0.0033444816053511705,100
3,0.15,global,1,1.0,0.0,0.0033444816053511705,100
3,0.2,global,10,0.5,0.015723270440251572,0.016722408026755852,100
4,0.05,pertemplate,0,0.0,0.0,0.0,100
4,0.1,pertemplate,0,0.0,0.0,0.0,100
4,0.15,pertemplate,1,0.0,0.0024271844660194173,0.0,100
4,0.2,pertemplate,2,0.0,0.0048543689320388345,0.0,100
4,0.05,global,0,0.0,0.0,0.0,100
4,0.1,global,1,1.0,0.0,0.0033444816053511705,100
4,0.15,global,12,0.3333333333333333,0.019417475728155338,0.013377926421404682,100
4,0.2,global,12,0.3333333333333333,0.019417475728155338,0.013377926421404682,100
5,0.05,pertemplate,0,0.0,0.0,0.0,100
5,0.1,pertemplate,0,0.0,0.0,0.0,100
5,0.15,pertemplate,0,0.0,0.0,0.0,100
5,0.2,pertemplate,1,0.0,0.002652519893899204,0.0,100
5,0.05,global,0,0.0,0.0,0.0,100
5,0.1,global,0,0.0,0.0,0.0,100
5,0.15,global,4,0.25,0.007957559681697613,0.0033444816053511705,100
5,0.2,global,4,0.25,0.007957559681697613,0.0033444816053511705,100
6,0.05,pertemplate,0,0.0,0.0,0.0,100
6,0.1,pertemplate,0,0.0,0.0,0.0,100
6,0.15,pertemplate,0,0.0,0.0,0.0,100
6,0.2,pertemplate,0,0.0,0.0,0.0,100
6,0.05,global,0,0.0,0.0,0.0,100
6,0.1,global,1,0.0,0.002380952380952381,0.0,100
6,0.15,global,1,0.0,0.002380952380952381,0.0,100
6,0.2,global,7,0.0,0.016666666666666666,0.0,100
7,0.05,pertemplate,0,0.0,0.0,0.0,100
7,0.1,pertemplate,0,0.0,0.0,0.0,100
7,0.15,pertemplate,0,0.0,0.0,0.0,100
7,0.2,pertemplate,1,0.0,0.0021551724137931034,0.0,100
7,0.05,global,0,0.0,0.0,0.0,100
7,0.1,global,1,0.0,0.0021551724137931034,0.0,100
7,0.15,global,5,0.0,0.010775862068965518,0.0,100
7,0.2,global,5,0.0,0.010775862068965518,0.0,100
8,0.05,pertemplate,0,0.0,0.0,0.0,100
8,0.1,pertemplate,0,0.0,0.0,0.0,100
8,0.15,pertemplate,0,0.0,0.0,0.0,100
8,0.2,pertemplate,2,0.0,0.004106776180698152,0.0,100
8,0.05,global,0,0.0,0.0,0.0,100
8,0.1,global,0,0.0,0.0,0.0,100
8,0.15,global,0,0.0,0.0,0.0,100
8,0.2,global,11,0.09090909090909091,0.02053388090349076,0.0033444816053511705,100
9,0.05,pertemplate,0,0.0,0.0,0.0,100
9,0.1,pertemplate,0,0.0,0.0,0.0,100
9,0.15,pertemplate,0,0.0,0.0,0.0,100
9,0.2,pertemplate,1,1.0,0.0,0.0033444816053511705,100
9,0.05,global,0,0.0,0.0,0.0,100
9,0.1,global,0,0.0,0.0,0.0,100
9,0.15,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,100
9,0.2,global,7,0.42857142857142855,0.011019283746556474,0.010033444816053512,100
10,0.05,pertemplate,0,0.0,0.0,0.0,100
10,0.1,pertemplate,0,0.0,0.0,0.0,100
10,0.15,pertemplate,0,0.0,0.0,0.0,100
10,0.2,pertemplate,0,0.0,0.0,0.0,100
10,0.05,global,0,0.0,0.0,0.0,100
10,0.1,global,1,0.0,0.0030959752321981426,0.0,100
10,0.15,global,1,0.0,0.0030959752321981426,0.0,100
10,0.2,global,11,0.18181818181818182,0.02786377708978328,0.006688963210702341,100
11,0.05,pertemplate,0,0.0,0.0,0.0,100
11,0.1,pertemplate,0,0.0,0.0,0.0,100
11,0.15,pertemplate,0,0.0,0.0,0.0,100
11,0.2,pertemplate,0,0.0,0.0,0.0,100
11,0.05,global,0,0.0,0.0,0.0,100
11,0.1,global,0,0.0,0.0,0.0,100
11,0.15,global,4,0.0,0.0106951871657754,0.0,100
11,0.2,global,4,0.0,0.0106951871657754,0.0,100
12,0.05,pertemplate,0,0.0,0.0,0.0,100
12,0.1,pertemplate,0,0.0,0.0,0.0,100
12,0.15,pertemplate,0,0.0,0.0,0.0,100
12,0.2,pertemplate,0,0.0,0.0,0.0,100
12,0.05,global,0,0.0,0.0,0.0,100
12,0.1,global,0,0.0,0.0,0.0,100
12,0.15,global,0,0.0,0.0,0.0,100
12,0.2,global,11,0.2727272727272727,0.02373887240356083,0.010033444816053512,100
13,0.05,pertemplate,0,0.0,0.0,0.0,100
13,0.1,pertemplate,0,0.0,0.0,0.0,100
13,0.15,pertemplate,0,0.0,0.0,0.0,100
13,0.2,pertemplate,0,0.0,0.0,0.0,100
13,0.05,global,0,0.0,0.0,0.0,100
13,0.1,global,0,0.0,0.0,0.0,100
13,0.15,global,6,0.5,0.006666666666666667,0.010033444816053512,100
13,0.2,global,6,0.5,0.006666666666666667,0.010033444816053512,100
14,0.05,pertemplate,0,0.0,0.0,0.0,100
14,0.1,pertemplate,0,0.0,0.0,0.0,100
14,0.15,pertemplate,0,0.0,0.0,0.0,100
14,0.2,pertemplate,2,0.0,0.006006006006006006,0.0,100
14,0.05,global,0,0.0,0.0,0.0,100
14,0.1,global,0,0.0,0.0,0.0,100
14,0.15,global,0,0.0,0.0,0.0,100
14,0.2,global,5,0.2,0.012012012012012012,0.0033444816053511705,100
15,0.05,pertemplate,0,0.0,0.0,0.0,100
15,0.1,pertemplate,0,0.0,0.0,0.0,100
15,0.15,pertemplate,0,0.0,0.0,0.0,100
15,0.2,pertemplate,1,0.0,0.0022624434389140274,0.0,100
15,0.05,global,0,0.0,0.0,0.0,100
15,0.1,global,1,1.0,0.0,0.0033444816053511705,100
15,0.15,global,1,1.0,0.0,0.0033444816053511705,100
15,0.2,global,11,0.36363636363636365,0.01583710407239819,0.013377926421404682,100
16,0.05,pertemplate,0,0.0,0.0,0.0,100
16,0.1,pertemplate,0,0.0,0.0,0.0,100
16,0.15,pertemplate,0,0.0,0.0,0.0,100
16,0.2,pertemplate,1,0.0,0.0022026431718061676,0.0,100
16,0.05,global,0,0.0,0.0,0.0,100
16,0.1,global,0,0.0,0.0,0.0,100
16,0.15,global,12,0.25,0.019823788546255508,0.010033444816053512,100
16,0.2,global,12,0.25,0.019823788546255508,0.010033444816053512,100
17,0.05,pertemplate,0,0.0,0.0,0.0,100
17,0.1,pertemplate,0,0.0,0.0,0.0,100
17,0.15,pertemplate,0,0.0,0.0,0.0,100
17,0.2,pertemplate,0,0.0,0.0,0.0,100
17,0.05,global,0,0.0,0.0,0.0,100
17,0.1,global,1,1.0,0.0,0.0033444816053511705,100
17,0.15,global,1,1.0,0.0,0.0033444816053511705,100
17,0.2,global,7,0.5714285714285714,0.007653061224489796,0.013377926421404682,100
18,0.05,pertemplate,0,0.0,0.0,0.0,100
