bin,left,right,null_count,tp_count,p0,p1,raw_evalue,evalue
59,0.07085864394903182,0.0713829472661018,90,4,0.006694622232031193,0.0027412280701754384,0.4094671775592828,0.4094671775592828
60,0.0713829472661018,0.07195261679589747,94,1,0.006988891341131465,0.0010964912280701754,0.15689058171745152,0.15689058171745152
61,0.07195261679589747,0.07241746485233305,92,2,0.006841756786581329,0.001644736842105263,0.24039685908319183,0.24039685908319183
62,0.07241746485233305,0.07299867197871199,94,1,0.006988891341131465,0.0010964912280701754,0.15689058171745152,0.15689058171745152
63,0.07299867197871199,0.07358334660530087,92,2,0.006841756786581329,0.001644736842105263,0.24039685908319183,0.24039685908319183
64,0.07358334660530087,0.07404018007218835,90,4,0.006694622232031193,0.0027412280701754384,0.4094671775592828,0.4094671775592828
65,0.07404018007218835,0.07461552396416662,92,3,0.006841756786581329,0.0021929824561403508,0.32052914544425576,0.32052914544425576
66,0.07461552396416662,0.07528795860707754,91,3,0.00676818950930626,0.0021929824561403508,0.32401315789473684,0.32401315789473684
67,0.07528795860707754,0.0758377686142921,86,8,0.00640035312293092,0.004934210526315789,0.7709278584392014,0.7709278584392014
68,0.0758377686142921,0.07649212554097173,90,5,0.006694622232031193,0.003289473684210526,0.4913606130711393,0.4913606130711393
69,0.07649212554097173,0.07710219547152515,90,4,0.006694622232031193,0.0027412280701754384,0.4094671775592828,0.4094671775592828
70,0.07710219547152515,0.07771774344146244,89,5,0.006621054954756124,0.003289473684210526,0.49682017543859647,0.49682017543859647
71,0.07771774344146244,0.07832265496253964,93,2,0.006915324063856396,0.001644736842105263,0.2378394456886898,0.2378394456886898
72,0.07832265496253964,0.07906371913850306,90,4,0.006694622232031193,0.0027412280701754384,0.4094671775592828,0.4094671775592828
73,0.07906371913850306,0.0796603456139564,91,3,0.00676818950930626,0.0021929824561403508,0.32401315789473684,0.32401315789473684
74,0.0796603456139564,0.08037373051047322,87,8,0.006473920400205988,0.004934210526315789,0.7621673145933014,0.7621673145933014
75,0.08037373051047322,0.08104219138622276,90,4,0.006694622232031193,0.0027412280701754384,0.4094671775592828,0.4094671775592828
76,0.08104219138622276,0.08174299001693718,84,10,0.006253218568380784,0.006030701754385965,0.9644156346749226,0.9644156346749226
77,0.08174299001693718,0.08248630017042158,92,3,0.006841756786581329,0.0021929824561403508,0.32052914544425576,0.32052914544425576
78,0.08248630017042158,0.08336006812751288,89,5,0.006621054954756124,0.003289473684210526,0.49682017543859647,0.49682017543859647
79,0.08336006812751288,0.0841435194015502,93,1,0.006915324063856396,0.0010964912280701754,0.15855963045912655,0.15855963045912655
80,0.0841435194015502,0.08505015373229971,88,7,0.006547487677481057,0.0043859649122807015,0.6698698994677704,0.6698698994677704
81,0.08505015373229971,0.08590985834598537,90,4,0.006694622232031193,0.0027412280701754384,0.4094671775592828,0.4094671775592828
82,0.08590985834598537,0.0868031483143568,90,5,0.006694622232031193,0.003289473684210526,0.4913606130711393,0.4913606130711393
83,0.0868031483143568,0.08767321258783335,84,10,0.006253218568380784,0.006030701754385965,0.9644156346749226,0.9644156346749226
84,0.08767321258783335,0.08865151368081567,89,5,0.006621054954756124,0.003289473684210526,0.49682017543859647,0.49682017543859647
85,0.08865151368081567,0.08939975500106803,90,5,0.006694622232031193,0.003289473684210526,0.4913606130711393,0.4913606130711393
86,0.08939975500106803,0.09027904048562044,89,5,0.006621054954756124,0.003289473684210526,0.49682017543859647,0.49682017543859647
