seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
3,1778,593,593,38814,14062,12977,13172,13647.516578490025,"{'num_fit_null': 36624, 'num_fit_tp': 2190, 'num_bins_realized': 80, 'max_phi': 35.04434168048163, 'fit_null_phi_mean': 1.0}"
