seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,sum_phi,0.5,4257,386,635,152,21,131,0.13815789473684212,0.01583599857853589,0.3393782383419689,143,17,126,0.11888111888111888,0.013970326936744845,0.1984251968503937,0.32124352331606215
0,0.1,sum_phi,0.5,4257,386,635,174,22,152,0.12643678160919541,0.01761282871357498,0.39378238341968913,176,22,154,0.125,0.01761282871357498,0.24251968503937008,0.39378238341968913
0,0.15,sum_phi,0.5,4257,386,635,228,35,193,0.15350877192982457,0.025518014323984473,0.5,216,33,183,0.1527777777777778,0.02453136105188344,0.28818897637795277,0.47150259067357514
0,0.2,sum_phi,0.5,4257,386,635,240,41,199,0.17083333333333334,0.03042634129113497,0.5155440414507773,229,35,194,0.15283842794759825,0.026450850144879995,0.30551181102362207,0.49740932642487046
1,0.05,sum_phi,0.5,4295,444,772,98,4,94,0.04081632653061224,0.004042288557213931,0.21171171171171171,95,5,90,0.05263157894736842,0.005907960199004976,0.11658031088082901,0.20045045045045046
1,0.1,sum_phi,0.5,4295,444,772,151,6,145,0.039735099337748346,0.00777363184079602,0.32657657657657657,145,6,139,0.041379310344827586,0.00777363184079602,0.1800518134715026,0.3108108108108108
1,0.15,sum_phi,0.5,4295,444,772,192,10,182,0.052083333333333336,0.010299464217374665,0.4099099099099099,180,10,170,0.05555555555555555,0.013743781094527363,0.22020725388601037,0.38063063063063063
1,0.2,sum_phi,0.5,4295,444,772,209,15,194,0.07177033492822966,0.01517412935323383,0.4369369369369369,200,15,185,0.075,0.016972828166858016,0.23963730569948186,0.41216216216216217
2,0.05,sum_phi,0.5,3829,446,696,103,3,100,0.02912621359223301,0.004353233830845771,0.2242152466367713,97,3,94,0.030927835051546393,0.004353233830845771,0.13505747126436782,0.21076233183856502
2,0.1,sum_phi,0.5,3829,446,696,146,10,136,0.0684931506849315,0.010835246842709529,0.30493273542600896,133,9,124,0.06766917293233082,0.010820895522388059,0.1781609195402299,0.2757847533632287
2,0.15,sum_phi,0.5,3829,446,696,171,13,158,0.07602339181286549,0.011353944562899787,0.3542600896860987,171,15,156,0.08771929824561403,0.01512629161882893,0.22413793103448276,0.3452914798206278
2,0.2,sum_phi,0.5,3829,446,696,196,17,179,0.08673469387755102,0.015292853912256897,0.4013452914798206,194,18,176,0.09278350515463918,0.019790470723306544,0.25287356321839083,0.3811659192825112
3,0.05,sum_phi,0.5,3760,439,694,97,4,93,0.041237113402061855,0.005286069651741293,0.21184510250569477,99,4,95,0.04040404040404041,0.005286069651741293,0.13688760806916425,0.2164009111617312
3,0.1,sum_phi,0.5,3760,439,694,135,11,124,0.08148148148148149,0.011727078891257995,0.2824601366742597,116,8,108,0.06896551724137931,0.01181592039800995,0.15561959654178675,0.2460136674259681
3,0.15,sum_phi,0.5,3760,439,694,160,13,147,0.08125,0.01374822316986496,0.3348519362186788,158,13,145,0.08227848101265822,0.01374822316986496,0.20893371757925072,0.32574031890660593
3,0.2,sum_phi,0.5,3760,439,694,165,13,152,0.07878787878787878,0.01374822316986496,0.3462414578587699,177,16,161,0.0903954802259887,0.019345238095238096,0.23198847262247838,0.3621867881548975
4,0.05,sum_phi,0.5,3617,367,581,86,1,85,0.011627906976744186,0.0018656716417910447,0.23160762942779292,84,1,83,0.011904761904761904,0.0018656716417910447,0.14285714285714285,0.22615803814713897
4,0.1,sum_phi,0.5,3617,367,581,111,4,107,0.036036036036036036,0.005597014925373134,0.29155313351498635,113,5,108,0.04424778761061947,0.005730277185501066,0.18588640275387264,0.29427792915531337
4,0.15,sum_phi,0.5,3617,367,581,125,7,118,0.056,0.009461620469083155,0.3215258855585831,123,9,114,0.07317073170731707,0.013192963752665245,0.1962134251290878,0.3106267029972752
4,0.2,sum_phi,0.5,3617,367,581,133,9,124,0.06766917293233082,0.012260127931769723,0.33787465940054495,131,9,122,0.06870229007633588,0.012260127931769723,0.2099827882960413,0.33242506811989103
5,0.05,sum_phi,0.5,4629,474,754,130,6,124,0.046153846153846156,0.009328358208955223,0.2616033755274262,116,5,111,0.04310344827586207,0.007462686567164179,0.14721485411140584,0.23417721518987342
5,0.1,sum_phi,0.5,4629,474,754,179,14,165,0.0782122905027933,0.013608428446005268,0.34810126582278483,170,16,154,0.09411764705882353,0.018272607550482878,0.20424403183023873,0.3206751054852321
5,0.15,sum_phi,0.5,4629,474,754,227,34,193,0.14977973568281938,0.03290673257091167,0.40717299578059074,201,22,179,0.10945273631840796,0.025690873364271078,0.23740053050397877,0.37130801687763715
5,0.2,sum_phi,0.5,4629,474,754,247,41,206,0.1659919028340081,0.034960175036005556,0.4345991561181435,230,33,197,0.14347826086956522,0.03193347386444401,0.2612732095490716,0.4050632911392405
6,0.05,sum_phi,0.5,4291,449,763,109,3,106,0.027522935779816515,0.005597014925373134,0.23608017817371937,103,4,99,0.038834951456310676,0.007462686567164179,0.12975098296199214,0.22048997772828507
6,0.1,sum_phi,0.5,4291,449,763,140,6,134,0.04285714285714286,0.00876865671641791,0.2984409799554566,132,7,125,0.05303030303030303,0.010634328358208956,0.16382699868938402,0.2739420935412027
6,0.15,sum_phi,0.5,4291,449,763,149,7,142,0.04697986577181208,0.010634328358208956,0.31625835189309576,144,8,136,0.05555555555555555,0.0125,0.1782437745740498,0.2984409799554566
6,0.2,sum_phi,0.5,4291,449,763,157,11,146,0.07006369426751592,0.018097014925373134,0.32516703786191536,157,10,147,0.06369426751592357,0.016231343283582087,0.1926605504587156,0.32293986636971045
7,0.05,sum_phi,0.5,4309,493,781,94,1,93,0.010638297872340425,0.0018656716417910447,0.18864097363083165,98,2,96,0.02040816326530612,0.0037313432835820895,0.12291933418693982,0.1947261663286004
7,0.1,sum_phi,0.5,4309,493,781,160,8,152,0.05,0.006145741878841088,0.30831643002028397,146,8,138,0.0547945205479452,0.006145741878841088,0.176696542893726,0.2778904665314402
7,0.15,sum_phi,0.5,4309,493,781,183,10,173,0.0546448087431694,0.00745171202809482,0.3509127789046653,176,10,166,0.056818181818181816,0.008384547848990342,0.21254801536491677,0.33468559837728196
7,0.2,sum_phi,0.5,4309,493,781,216,21,195,0.09722222222222222,0.014554459843638947,0.39553752535496955,195,12,183,0.06153846153846154,0.01087211003804507,0.23431498079385404,0.36105476673427994
