alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.05438423691436315,0.036923861999122384,0.006772852458486786,113.75,0.24383519050536923,0.06151893511511096,0.007417841797505977,112.05,0.2365875019553041,1.0306
0.1,20,0.07792486229283241,0.04024022565598138,0.011105614129836093,156.35,0.32675872263791755,0.08133966925886461,0.011867259140273903,151.55,0.3119933834079935,1.0473
0.15,20,0.08998525990716616,0.04056233903877051,0.014413869012247092,186.9,0.3848283083015481,0.09315667740779321,0.01561608008386548,178.25,0.3620121784624456,1.063
0.2,20,0.10943524783187067,0.041962664824724744,0.01889860993670556,206.7,0.4159796666907515,0.1007848198524458,0.018527347950960827,197.15,0.3944096573777264,1.0547
