alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,178,43,51,1,50,0.0196078431372549,0.22624434389140272,0.0056179775280898875,0.0,0,0,betting,K<=5
0.05,27,5,8,0,8,0.0,0.05405405405405406,0.0,0.0,0,0,betting,5<K<=30
0.05,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>30
0.1,178,43,51,1,50,0.0196078431372549,0.22624434389140272,0.0056179775280898875,0.0,0,0,betting,K<=5
0.1,27,7,10,0,10,0.0,0.06756756756756757,0.0,0.0,0,0,betting,5<K<=30
0.1,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>30
0.15,178,43,51,1,50,0.0196078431372549,0.22624434389140272,0.0056179775280898875,0.0,0,0,betting,K<=5
0.15,27,7,10,0,10,0.0,0.06756756756756757,0.0,0.0,0,0,betting,5<K<=30
0.15,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>30
0.2,178,43,51,1,50,0.0196078431372549,0.22624434389140272,0.0056179775280898875,0.0,0,0,betting,K<=5
0.2,27,7,10,0,10,0.0,0.06756756756756757,0.0,0.0,0,0,betting,5<K<=30
0.2,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>30
0.05,187,39,40,0,40,0.0,0.1762114537444934,0.0,0.0,0,1,betting,K<=5
0.05,20,2,4,0,4,0.0,0.0392156862745098,0.0,0.0,0,1,betting,5<K<=30
0.05,3,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>30
0.1,187,39,40,0,40,0.0,0.1762114537444934,0.0,0.0,0,1,betting,K<=5
0.1,20,5,8,0,8,0.0,0.0784313725490196,0.0,0.0,0,1,betting,5<K<=30
0.1,3,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>30
0.15,187,39,40,0,40,0.0,0.1762114537444934,0.0,0.0,0,1,betting,K<=5
0.15,20,5,8,0,8,0.0,0.0784313725490196,0.0,0.0,0,1,betting,5<K<=30
0.15,3,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>30
0.2,187,39,40,0,40,0.0,0.1762114537444934,0.0,0.0,0,1,betting,K<=5
0.2,20,5,8,0,8,0.0,0.0784313725490196,0.0,0.0,0,1,betting,5<K<=30
0.2,3,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>30
0.05,179,45,48,2,46,0.041666666666666664,0.2072072072072072,0.0111731843575419,0.0,0,2,betting,K<=5
0.05,30,2,5,0,5,0.0,0.02824858757062147,0.0,0.0,0,2,betting,5<K<=30
0.05,1,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>30
0.1,179,45,48,2,46,0.041666666666666664,0.2072072072072072,0.0111731843575419,0.0,0,2,betting,K<=5
0.1,30,8,13,0,13,0.0,0.07344632768361582,0.0,0.0,0,2,betting,5<K<=30
0.1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>30
