alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,210,48,59,1,58,0.01694915254237288,0.13211845102505695,0.004761904761904762,0.0,0.0,0,betting
0.1,210,50,61,1,60,0.01639344262295082,0.1366742596810934,0.004761904761904762,0.0,0.0,0,betting
0.15,210,50,61,1,60,0.01639344262295082,0.1366742596810934,0.004761904761904762,0.0,0.0,0,betting
0.2,210,50,61,1,60,0.01639344262295082,0.1366742596810934,0.004761904761904762,0.0,0.0,0,betting
0.05,210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.1,210,82,109,11,98,0.10091743119266056,0.22323462414578588,0.020396825396825396,0.0,0.0,0,binary
0.15,210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.2,210,89,121,16,105,0.1322314049586777,0.23917995444191345,0.03111111111111111,0.0,0.0,0,binary
0.05,210,119,185,14,171,0.07567567567567568,0.3895216400911162,0.02507936507936508,0.0,,0,pvalue_bh
0.1,210,137,244,33,211,0.13524590163934427,0.4806378132118451,0.051944444444444446,0.0,,0,pvalue_bh
0.15,210,147,293,50,243,0.17064846416382254,0.5535307517084282,0.06716973886328725,0.0,,0,pvalue_bh
0.2,210,151,318,58,260,0.18238993710691823,0.592255125284738,0.07925070028011205,0.0,,0,pvalue_bh
0.05,210,41,44,0,44,0.0,0.11764705882352941,0.0,0.0,0.0,1,betting
0.1,210,44,48,0,48,0.0,0.12834224598930483,0.0,0.0,0.0,1,betting
0.15,210,44,48,0,48,0.0,0.12834224598930483,0.0,0.0,0.0,1,betting
0.2,210,44,48,0,48,0.0,0.12834224598930483,0.0,0.0,0.0,1,betting
0.05,210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.1,210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.15,210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.2,210,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.05,210,114,153,6,147,0.0392156862745098,0.393048128342246,0.01746031746031746,0.0,,1,pvalue_bh
0.1,210,135,198,12,186,0.06060606060606061,0.49732620320855614,0.0380952380952381,0.0,,1,pvalue_bh
0.15,210,142,225,18,207,0.08,0.553475935828877,0.05413832199546486,0.0,,1,pvalue_bh
0.2,210,149,246,25,221,0.1016260162601626,0.5909090909090909,0.07707482993197277,0.0,,1,pvalue_bh
0.05,210,47,53,2,51,0.03773584905660377,0.12318840579710146,0.009523809523809525,0.0,0.0,2,betting
0.1,210,53,61,2,59,0.03278688524590164,0.14251207729468598,0.009523809523809525,0.0,0.0,2,betting
0.15,210,53,61,2,59,0.03278688524590164,0.14251207729468598,0.009523809523809525,0.0,0.0,2,betting
0.2,210,54,62,2,60,0.03225806451612903,0.14492753623188406,0.009523809523809525,0.0,0.0,2,betting
0.05,210,82,114,10,104,0.08771929824561403,0.25120772946859904,0.019444444444444445,0.0,0.0,2,binary
0.1,210,89,124,12,112,0.0967741935483871,0.27053140096618356,0.026587301587301587,0.0,0.0,2,binary
0.15,210,96,140,20,120,0.14285714285714285,0.2898550724637681,0.03968253968253968,0.0,0.0,2,binary
