method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,152.25,0.04778182457129156,0.372661015528206,0.8091216862201691
score_oracle,0.1,223.05,0.09841842650549616,0.5129691406611433,0.6578896254301071
score_oracle,0.15,277.55,0.148812576556421,0.6025912422102855,0.5232414826750755
score_oracle,0.2,327.0,0.1990830937149441,0.6666526223016214,0.4087469406425953
