alpha,score_threshold,k_max,template,cal_null,sum_phi_cal,phi_max,num_test_families,num_test_candidates,gated_tp_total,total_rejections,fp,tp,fdp,gated_recall,full_recall,frontier_supported_family_frac,frontier_T1_median
0.05,0.05,5,all,14.799004233927008,44.936389380865435,0.9919196302805303,4.375469899577103,13.774404180447004,7.63234115975874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.3028135689324
0.05,0.05,5,other,12.0545907394128,39.22835464928437,0.9919196302805303,2.627786741327145,9.267231460763695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,10,a photo of a {cat},,,,,,,,,,,,,,
0.05,0.05,10,a visible {cat} in the scene,10.959484208558678,17.344158028375663,1.0368591919267416,3.172723825136413,15.719274418219634,5.478567867823938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,10,a {cat} in the scene,5.477225575051661,16.381235626078677,1.2696819745481234,0.9831920802501751,6.6257075093909785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,10,a {cat} object,7.371114795831993,7.356338765233501,0.9017959746474177,1.5275252316519465,9.16515138991168,6.244997998398398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,10,all,47.84173469835065,102.60251564215379,0.9919196302805303,7.783078811721854,51.43508939481521,12.437104926282823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.194376521869934
0.05,0.05,10,other,48.10142792496968,103.31094471565828,0.9919196302805303,5.599577051697275,44.97774303387235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.1336758435683
0.05,0.05,10,the {cat},10.972224290559911,13.344420804502255,1.0221430415184984,2.6912166502947192,16.70703444660362,7.403298152135424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,20,a photo of a {cat},30.864517184829435,33.618373280411724,0.9919196302805303,3.094987458524033,41.211137993712846,15.322841566896479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,20,a small {cat} near the center,24.38638772825423,40.979598738598376,1.0098711538007668,2.4037008503093262,28.938329263881066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,20,a visible {cat} in the scene,31.342757074843163,45.14975355120443,0.9919196302805303,3.754295785111405,36.33654822409671,10.758595095134524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.93981984678538
0.05,0.05,20,a {cat} in the scene,40.765052111879,65.5552265585654,0.9919196302805303,3.201973075924806,48.02902083225582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,20,a {cat} object,25.71319546560932,23.209422137426415,0.9919196302805303,3.5555738303623925,36.84762364686566,15.005262234857545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,20,all,82.95312563509334,152.92758738554798,0.9919196302805303,7.191186125719238,101.36981539730755,28.503739366874953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.59301098217176
0.05,0.05,20,other,93.37693843545603,155.9552683466588,0.9919196302805303,4.508471558019819,56.21694350320111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04808436147627
0.05,0.05,20,the {cat},27.969908642569504,38.42504530873504,0.9919196302805303,3.258995647677203,36.30195007086215,13.579783735972732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.86904991209653
0.05,0.05,30,a photo of a {cat},39.63182532949206,45.145861995215434,0.9919196302805303,3.817894156400055,66.78581239187037,20.566388010282058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.2926186494232
0.05,0.05,30,a small {cat} near the center,49.65470243274257,61.662010706821526,0.9919196302805303,2.9642608025042527,65.69338667348167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.05,30,a visible {cat} in the scene,51.71304935588512,63.87180121053578,0.9919196302805303,4.233637231805096,54.6867635288756,18.151047526679815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.52969389582728
0.05,0.05,30,a {cat} in the scene,69.076826032591,97.980009472879,0.9919196302805303,4.241089730866721,89.33962402569553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.1889131854757
0.05,0.05,30,a {cat} object,37.33123427683016,36.50287579685015,0.9919196302805303,4.178894338785899,61.167070604335706,20.983389420657172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.5031362699313
0.05,0.05,30,all,112.93932931119762,153.48638117031666,0.9919196302805303,7.242237223399963,172.51288281413113,37.74638358418208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.82471098932388
0.05,0.05,30,other,106.74528215878155,164.64671259409715,0.9919196302805303,4.475371198953339,99.91970460535325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16141886020571
0.05,0.05,30,the {cat},30.328508388191988,33.2722256527031,0.9919196302805303,3.4777488181444705,47.3878454325246,14.146879886615132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.362249717444655
0.05,0.05,all,a photo of a {cat},62.32130243217085,62.54151341133415,0.9919196302805303,4.147288270665544,102.10071137439687,22.661989971617324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.5996837885954
0.05,0.05,all,a small {cat} near the center,311.6848062082151,261.3677372404649,0.9919196302805303,4.463595435355485,352.4171085816531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.04671604057302
0.05,0.05,all,a visible {cat} in the scene,121.00999306277407,107.09648328344055,0.9919196302805303,4.2932014799410965,118.76614571678687,36.64520504283717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.32616465443506
0.05,0.05,all,a {cat} in the scene,363.6814504046378,310.1383466929132,0.9919196302805303,5.294237184752968,352.4472151594962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.20671270854342
0.05,0.05,all,a {cat} object,192.5797920753615,158.61121044187828,0.9919196302805303,4.42005001162466,253.30270532766875,30.28113882305374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.1793924795463
0.05,0.05,all,all,440.29493404690504,322.1808705918885,0.9919196302805303,0.0,510.63289934622935,58.331087676072734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.127320196713406
0.05,0.05,all,other,222.76049801004712,238.24434814407016,0.9919196302805303,4.795557154393285,181.68581180303076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.83818553344341
0.05,0.05,all,the {cat},63.16767577771004,54.25076358299173,0.9919196302805303,3.486439897358728,85.16553540636394,19.72308292331602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.081658874611975
0.05,0.1,5,all,7.308790669641017,40.907945787124916,0.9919196302805303,4.375469899577103,8.612108978213849,5.985948458462403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.3183340663209
0.05,0.1,5,other,5.63202423376329,31.18049061545459,0.9774219556159712,2.6097137890209456,5.6158595769373365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.4400554975074
0.05,0.1,10,a visible {cat} in the scene,,,,,,,,,,,,,,
0.05,0.1,10,all,19.205536482455972,86.12957878405318,0.9919196302805303,7.783078811721854,24.007619404549136,7.95381404703032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3219452970758
0.05,0.1,10,other,19.934101962532235,87.17090166813095,0.9919196302805303,5.599577051697275,20.524439860296976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.98142906576885
0.05,0.1,10,the {cat},,,,,,,,,,,,,,
0.05,0.1,20,a photo of a {cat},8.718641286482253,15.286094799718253,0.9956344053922892,2.9530642111701733,19.08167430069089,9.831297562616335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.1,20,a small {cat} near the center,,,,,,,,,,,,,,
0.05,0.1,20,a visible {cat} in the scene,9.727916166434438,31.18372559069657,1.0103814691092246,3.8204172854930545,14.983078690937438,5.670486025439608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.1,20,a {cat} in the scene,11.111871319023015,43.70410919960609,0.9643418037811462,2.587644958789466,13.016408897418492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.1,20,a {cat} object,,,,,,,,,,,,,,
0.05,0.1,20,all,37.056535754239945,132.21269686025457,0.9919196302805303,7.191186125719238,34.82660054129829,17.35511451993331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.301507853348795
0.05,0.1,20,other,35.89824801471955,128.07132876914537,0.9919196302805303,4.508471558019819,26.012142913404286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.46390716454238
0.05,0.1,20,the {cat},6.521758454077652,25.182652704605367,1.0472621828451631,3.355964838909966,15.283433296656003,7.646077425713134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.1,30,a photo of a {cat},14.151343622278047,31.059445767525382,0.9919196302805303,3.817894156400055,27.779204641715637,12.59030537650633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.4367011169272
0.05,0.1,30,a small {cat} near the center,13.49571081960175,41.632811940736175,0.9919196302805303,2.9642608025042527,17.53012444787243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.1,30,a visible {cat} in the scene,17.372922064311222,45.72926683803902,0.9919196302805303,4.233637231805096,23.647410006171924,10.43728135604589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.1,30,a {cat} in the scene,22.319215228610812,75.1744434482165,0.9919196302805303,4.241089730866721,28.30003719543771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.4871879397438
0.05,0.1,30,a {cat} object,7.6806525922231526,18.626539322250967,0.5508531989782668,4.122186827695251,20.277431849823646,12.12060604545379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.56063938873265
0.05,0.1,30,all,36.03930602754956,139.27527569020867,0.9919196302805303,7.242237223399963,48.38007419328093,21.978218882865782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.503042230318222
0.05,0.1,30,other,37.07783420689082,134.42088327426188,0.9919196302805303,4.475371198953339,36.21060472757728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.37540128922695
0.05,0.1,30,the {cat},7.996545306699966,23.4261300214603,0.9919196302805303,3.4777488181444705,16.181454622011287,8.732727312574777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.044463852135
0.05,0.1,all,a photo of a {cat},20.14284514477326,39.529893436409225,0.9919196302805303,4.147288270665544,34.53278381328004,13.339296911953912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.7883425390255
0.05,0.1,all,a small {cat} near the center,78.16339161956628,134.11754662576257,0.9919196302805303,4.463595435355485,78.92066302706522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.7841371824509
0.05,0.1,all,a visible {cat} in the scene,30.825655753472287,58.86519323725403,0.9919196302805303,4.2932014799410965,45.493174733891905,23.02007133374105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.02839054896285
0.05,0.1,all,a {cat} in the scene,86.74395170785533,181.08441010443693,0.9919196302805303,5.294237184752968,56.658603657529824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.69699593784102
0.05,0.1,all,a {cat} object,44.7240368670384,73.64644171160708,0.9919196302805303,4.42005001162466,64.4362393949897,13.543205715510327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.29407576287794
0.05,0.1,all,all,94.83419048112617,202.7179268530885,0.9919196302805303,0.0,105.86013612806582,33.19682134434593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05839107189758
0.05,0.1,all,other,53.80322334307919,160.6805137262531,0.9919196302805303,4.795557154393285,42.942556489975495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.712857019714562
0.05,0.1,all,the {cat},14.612449630726747,30.009494332478766,0.9919196302805303,3.486439897358728,28.61886569527539,12.914598023371195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.2252075612204
0.05,0.15,5,all,5.651269070329528,39.8923278580649,0.9919196302805303,4.375469899577103,6.432646995477139,5.001052520798943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.3701251349557
0.05,0.15,5,other,1.4142135623730951,2.4273788019684988,0.846496120276929,3.5355339059327378,4.242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.132302630012163
0.05,0.15,10,all,12.27266967911349,80.2744793035429,0.9919196302805303,7.783078811721854,14.999912280445264,6.02276383486239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78324953954433
0.05,0.15,10,other,12.410097756093199,81.09501594416015,0.9919196302805303,5.599577051697275,11.41144393280618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.09969098346298
0.05,0.15,20,a photo of a {cat},2.6457513110645907,9.126409909943561,0.4637384905498104,2.0816659994661326,13.012814197295425,6.8068592855540455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,0.15,20,a visible {cat} in the scene,4.649628761422531,17.023434486677747,1.0875878016902358,2.9920529661723827,6.517376042257381,2.449489742783178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2586.3754232062174
