alpha,score_threshold,k_max,template,cal_null,sum_phi_cal,phi_max,num_test_families,num_test_candidates,gated_tp_total,total_rejections,fp,tp,fdp,gated_recall,full_recall,frontier_supported_family_frac,frontier_T1_median
0.1,0.05,all,a photo of a {cat},389.05,393.1571998150717,12.844148440659634,24.6,491.85,114.25,0.2,0.0,0.2,0.0,0.0019075808291494564,0.0005145837247514367,0.00782262277951933,278.25985939228553
0.1,none,all,a photo of a {cat},389.05,393.1571998150717,12.844148440659634,24.6,491.85,114.25,0.2,0.0,0.2,0.0,0.0019075808291494564,0.0005145837247514367,0.00782262277951933,278.25985939228553
0.1,0.05,20,a photo of a {cat},128.25,149.61591861526597,12.844148440659634,15.0,193.6,63.5,0.15,0.0,0.15,0.0,0.002433367071524966,0.0003597849631415295,0.009100319969885187,1077.8521412458176
0.1,none,20,a photo of a {cat},128.25,149.61591861526597,12.844148440659634,15.0,193.6,63.5,0.15,0.0,0.15,0.0,0.002433367071524966,0.0003597849631415295,0.009100319969885187,1077.8521412458176
0.1,0.05,30,a photo of a {cat},236.95,259.4745081660864,12.844148440659634,19.95,316.85,88.35,0.15,0.0,0.15,0.0,0.0016521932330349775,0.0003597849631415295,0.006588391324699641,406.8242077408025
0.1,none,30,a photo of a {cat},236.95,259.4745081660864,12.844148440659634,19.95,316.85,88.35,0.15,0.0,0.15,0.0,0.0016521932330349775,0.0003597849631415295,0.006588391324699641,406.8242077408025
0.1,0.05,30,all,2485.85,3335.2062722659102,12.844148440659634,212.65,2800.8,280.5,0.1,0.0,0.1,0.0,0.0003846436174117302,0.00024073734409391047,0.00047964113181504493,171.3051018935498
0.1,none,30,all,2485.85,3335.2062722659102,12.844148440659634,212.65,2800.8,280.5,0.1,0.0,0.1,0.0,0.0003846436174117302,0.00024073734409391047,0.00047964113181504493,171.3051018935498
0.1,0.05,all,other,1599.85,2105.2101335582806,12.844148440659634,103.55,1501.45,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0009723402246766732,164.27304954534017
0.1,none,all,other,1599.85,2105.2101335582806,12.844148440659634,103.55,1501.45,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0009723402246766732,164.27304954534017
0.1,0.05,5,all,101.8,304.3241122975766,12.844148440659634,37.25,131.55,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.47641494598795
0.1,0.05,5,other,58.45,205.71809504845902,12.844148440659634,13.8,52.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.53170619195834
0.1,0.05,10,a photo of a {cat},32.0,50.51638347257528,13.30422140120416,2.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf
0.1,0.05,10,a visible {cat} in the scene,44.88235294117647,69.0087613900398,12.739357399647728,15.764705882352942,79.29411764705883,28.470588235294116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.2475613346437
0.1,0.05,10,a {cat} in the scene,35.0,101.46359450862501,12.670655562464916,2.8333333333333335,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf
0.1,0.05,10,a {cat} object,40.666666666666664,42.270260456841946,13.256051678803958,5.333333333333333,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.20737006194996
0.1,0.05,10,all,463.9,955.9132478500238,12.844148440659634,90.55,553.1,88.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.01269377084515
0.1,0.05,10,other,317.2,708.0572921277595,12.844148440659634,46.75,316.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.16815613234272
0.1,0.05,10,the {cat},44.529411764705884,63.56493709960488,12.782369945995155,12.647058823529411,63.0,26.058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.47805635830426
0.1,0.05,20,a small {cat} near the center,65.84210526315789,111.66052365592685,12.814365407041862,6.0,68.26315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf
0.1,0.05,20,a visible {cat} in the scene,109.5,157.04988343066447,12.844148440659634,22.1,173.35,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.45060626593298
0.1,0.05,20,a {cat} in the scene,164.0,273.1386428060022,12.844148440659634,12.6,173.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.1289930741689
0.1,0.05,20,a {cat} object,89.7,81.42976669254219,12.844148440659634,12.7,127.2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.76302635855143
