template_count,template,seeds,own_model_rate,phi_max_mean,phi_max_p95,phi_max_max,fit_families_mean,cal_families_mean,fit_candidates_mean,cal_candidates_mean
200,a {category} fully inside the frame,20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,4.45,1.15,41.8,10.85
200,a {category} held by someone,20,0.9,5.260508564407663,12.437205618349228,12.895618330194605,5.85,2.4,126.65,49.9
200,a {category} in a busy background,20,0.8,4.134545516019093,12.437205618349228,12.895618330194605,4.55,1.2,118.05,31.65
200,a {category} in a container,20,0.0,8.824760664530864,13.846068301441546,14.14601796587689,3.75,1.05,71.0,19.25
200,a {category} in a mirror-like surface,20,0.95,3.0324625550403828,3.9005013039698713,13.410026079397277,4.6,0.95,87.15,12.55
200,a {category} in a photo frame,20,0.65,9.131243206927127,13.608934169279003,21.724137931034484,3.25,1.2,211.7,65.15
200,a {category} in a plain background,20,0.35,7.882138790011384,14.149064872690282,14.206956102144732,4.4,1.05,70.85,13.95
200,a {category} in a vehicle,20,1.0,4.569345290550709,5.608192431561998,7.87037037037037,6.35,2.45,285.3,131.25
200,a {category} in clutter,20,0.7,6.043574347909393,13.446825673721257,14.14601796587689,4.5,1.9,103.95,48.5
200,a {category} in front of a wall,20,0.0,7.840342806365302,13.346311229437797,14.14601796587689,1.75,0.6,84.0,25.0
200,a {category} in front of another object,20,0.5,7.898146141674454,13.669612449499873,13.83028147699758,4.15,1.3,172.05,58.2
200,a {category} in high contrast,20,0.95,3.6832427793702522,4.868806154264804,12.931678640851525,4.85,0.85,65.5,10.5
200,a {category} in low contrast,20,0.8,5.007960772428308,13.322068140388689,13.66115618489473,6.1,1.75,190.15,59.35
200,a {category} in open space,20,0.35,9.021157571490383,13.846068301441546,14.14601796587689,3.65,1.2,58.45,16.45
200,a {category} in profile,20,0.0,4.377723954824583,5.584443808576188,5.889369998684257,3.25,0.75,73.9,16.6
200,a {category} in the background,20,0.85,5.218901879880215,11.635307515293212,12.895618330194605,3.35,1.1,90.7,25.6
200,a {category} in the foreground,20,0.45,6.001404698756104,13.417458322613664,13.558670943725,2.35,0.85,44.15,16.3
200,a {category} in the lower left area,20,0.0,11.747414869381277,14.149064872690282,14.206956102144732,6.8,1.85,258.7,92.25
200,a {category} in the lower right area,20,0.95,4.1749005272136,5.887272297768795,11.568975367140506,4.0,0.95,77.7,22.4
200,a {category} in the scene,20,0.55,6.8648606312675415,13.563795205783487,13.66115618489473,6.5,1.45,214.85,39.7
200,a {category} in the upper left area,20,1.0,11.392173892646074,19.835528756957327,21.363636363636363,8.1,2.2,330.25,100.65
200,a {category} in the upper right area,20,0.5,7.291940560512344,14.149064872690282,14.206956102144732,2.85,1.35,47.0,25.45
200,a {category} inside a room,20,0.8,5.0975749510747415,13.339217983330109,13.410026079397277,5.65,1.85,172.2,77.75
200,a {category} mostly visible,20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,5.8,1.55,99.0,31.85
200,a {category} near a bed,20,0.0,10.963974456061024,13.849115208254938,14.206956102144732,2.0,0.65,38.7,12.35
200,a {category} near a bicycle,20,0.0,9.161899827963454,14.149064872690282,14.206956102144732,2.3,0.9,74.3,26.3
200,a {category} near a building,20,0.25,10.329713836010274,13.846068301441546,14.14601796587689,4.1,1.4,125.8,46.45
200,a {category} near a bus,20,1.0,9.149172470068924,27.990055962117953,30.43478260869565,6.2,2.05,189.95,121.75
200,a {category} near a car,20,0.0,11.901524596421794,13.846068301441546,14.14601796587689,3.55,1.15,114.35,37.4
200,a {category} near a chair,20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,5.9,2.3,123.75,49.05
200,a {category} near a counter,20,0.55,5.976244183868944,12.95813831197872,14.14601796587689,3.2,1.1,155.0,53.15
200,a {category} near a curb,20,0.4,7.055180287408012,13.240429922495256,14.206956102144732,3.7,1.0,117.45,36.75
200,a {category} near a doorway,20,0.25,10.545701378757567,13.849115208254938,14.206956102144732,2.9,1.1,123.6,47.1
200,a {category} near a fence,20,0.85,4.412872288826395,13.173772094959023,13.66115618489473,4.95,1.35,134.95,44.45
200,a {category} near a pole,20,0.55,5.665734555652742,13.037615045348952,13.30422140120416,4.2,1.65,130.0,53.5
200,a {category} near a road,20,0.4,7.286404826370406,13.309511635113816,13.410026079397277,3.15,1.0,50.25,16.2
200,a {category} near a sign,20,0.55,7.1927321452503055,13.446825673721257,14.14601796587689,3.15,0.8,109.7,22.7
200,a {category} near a train,20,0.9,4.223567498208324,12.52053196298191,13.335491241431836,6.45,1.7,149.55,36.0
200,a {category} near a tree,20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,5.4,1.8,98.45,33.65
200,a {category} near a vehicle,20,0.5,6.769409112020355,13.42258258467215,13.66115618489473,2.95,1.05,84.7,37.2
200,a {category} near a window,20,0.2,10.980789315950856,14.149064872690282,14.206956102144732,5.4,1.75,96.1,25.85
200,a {category} near an animal,20,0.55,6.389121521284492,13.44987258053465,14.206956102144732,5.35,1.95,237.75,73.2
200,a {category} near equipment,20,0.8,5.617112487602282,11.588398930998798,13.410026079397277,3.5,1.25,63.3,25.1
200,a {category} near food,20,1.0,3.5570229796417534,6.060561700281935,6.494252873563219,7.4,2.4,134.95,43.8
200,a {category} near furniture,20,0.9,5.20853266217622,13.155925355774494,13.30422140120416,5.95,2.25,222.35,77.7
200,a {category} near shadows,20,0.0,11.293382107565982,14.149064872690282,14.206956102144732,3.05,1.1,114.9,33.55
200,a {category} near text or signs,20,0.85,4.432730813217274,12.52425870488018,13.410026079397277,5.75,1.7,98.1,27.0
200,a {category} near the camera,20,0.5,6.900278664230202,13.849115208254938,14.206956102144732,4.7,1.5,192.65,39.05
200,a {category} near the edge of the image,20,0.35,9.719267208418682,13.849115208254938,14.206956102144732,3.35,0.8,72.4,14.7
200,a {category} near the image center,20,0.0,9.278515917438936,13.849115208254938,14.206956102144732,2.6,0.6,47.75,11.95
200,a {category} near vegetation,20,0.35,9.231068002431602,14.149064872690282,14.206956102144732,5.0,1.65,108.8,38.5
200,a {category} near water,20,0.55,7.186948026453303,14.149064872690282,14.206956102144732,6.15,1.6,149.4,35.4
200,a {category} next to a wall,20,0.5,7.359143657977739,13.669612449499873,13.83028147699758,4.5,2.35,81.25,44.45
200,a {category} object,20,0.5,7.812999534076178,14.149064872690282,14.206956102144732,3.35,1.6,122.2,63.0
200,a {category} on a floor,20,0.0,11.778104731221845,14.149064872690282,14.206956102144732,2.75,1.2,39.2,21.2
200,a {category} on a plate,20,0.0,9.834926927989338,14.149064872690282,14.206956102144732,4.65,1.2,183.35,53.4
200,a {category} on a seat,20,0.0,11.515035736879238,14.149064872690282,14.206956102144732,1.1,0.35,10.5,3.3
200,a {category} on a shelf,20,0.0,11.470352074461449,14.149064872690282,14.206956102144732,3.65,1.3,98.55,39.8
200,a {category} on a table,20,0.0,11.848088430978343,14.149064872690282,14.206956102144732,1.8,0.45,27.1,11.0
200,a {category} on grass,20,0.65,6.925693227939242,13.669612449499873,13.83028147699758,3.6,1.1,134.65,54.55
200,a {category} on pavement,20,0.55,7.443151653445085,13.846068301441546,14.14601796587689,5.4,1.25,80.75,14.95
200,a {category} on the ground,20,0.0,12.051669628018885,13.849115208254938,14.206956102144732,2.95,0.75,39.6,10.85
200,a {category} outdoors,20,0.0,11.068676511445375,13.846068301441546,14.14601796587689,4.05,1.55,70.95,31.2
200,a {category} overlapping another object,20,0.0,8.227618498522407,14.149064872690282,14.206956102144732,3.05,1.05,85.8,24.7
200,a {category} partly hidden,20,0.7,6.600393578778174,13.685399273943839,14.14601796587689,3.9,1.15,132.05,30.35
200,a {category} partly outside the image,20,0.55,8.424936764933866,14.149064872690282,14.206956102144732,4.65,1.35,97.1,27.75
200,a {category} proposal,20,0.5,5.4155885939023305,13.198015184008131,14.14601796587689,2.15,0.3,26.5,4.9
200,a {category} region,20,0.0,11.721049030934939,14.149064872690282,14.206956102144732,3.85,1.65,131.55,41.5
200,a {category} seen from above,20,0.7,6.674264129821528,13.44987258053465,14.206956102144732,5.75,1.8,166.7,51.6
200,a {category} seen from below,20,0.65,5.087715560486476,13.150192291892603,13.189560123566336,4.35,1.4,172.35,57.5
200,a {category} separated from other objects,20,0.65,5.68978863144501,13.346650226546494,13.558670943725,4.3,1.65,131.15,55.25
200,a {category} target,20,0.0,4.418703562036788,5.5830100643664435,5.889369998684257,1.85,0.5,91.35,18.6
200,a {category} that is hard to see,20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,4.7,1.95,120.95,62.15
200,a {category} that may be absent,20,0.85,3.8308965683978244,11.641705755377627,13.023583131882887,4.2,1.5,84.2,35.0
200,a {category} turned away,20,0.5,5.294877152035645,13.157488847785878,13.335491241431836,5.95,1.95,206.25,67.95
200,a {category} under artificial light,20,0.8,4.659904671706599,13.050337522474994,13.558670943725,4.8,2.0,84.7,31.9
200,a {category} under daylight,20,0.65,6.1481295052007585,13.685399273943839,14.14601796587689,5.65,1.35,154.3,54.6
200,a {category} under shade,20,0.25,10.890767396383097,13.849115208254938,14.206956102144732,6.45,2.35,224.5,93.1
200,a {category} used by someone,20,0.35,8.613963177026243,13.846068301441546,14.14601796587689,4.95,1.5,242.8,124.3
200,a {category} with clear shape,20,0.0,12.544049376278268,14.149064872690282,14.206956102144732,3.6,1.1,84.7,19.65
200,a {category} with neutral color,20,0.65,6.471542004684781,13.309511635113816,13.410026079397277,5.0,1.7,77.65,25.3
200,a {category} with occlusion,20,0.5,7.541874854172667,13.685399273943839,14.14601796587689,3.6,1.5,72.55,36.45
200,a {category} with strong color,20,0.0,8.872928802492492,13.846068301441546,14.14601796587689,1.75,0.7,35.8,12.4
200,a {category} with unusual appearance,20,0.0,10.95230334477366,13.846068301441546,14.14601796587689,1.95,1.2,21.2,11.8
200,a {category} with visible outline,20,0.9,5.568877810726115,11.628245432136172,14.206956102144732,6.6,2.25,324.1,122.85
200,a {category} without occlusion,20,0.3,9.601203533950805,13.346650226546494,13.558670943725,4.95,2.15,40.9,17.6
200,a {category} worn by someone,20,0.85,4.146774752487681,12.518968470970526,13.30422140120416,5.55,2.55,164.0,72.95
200,an actual {category},20,0.75,5.401053977930469,13.572251470388629,13.83028147699758,4.55,1.8,106.2,50.05
200,an image showing a {category},20,0.9,3.9316777066696256,13.349358136251189,14.206956102144732,7.5,2.5,204.8,72.05
200,an image without any {category},20,0.6,6.960455674083283,13.685399273943839,14.14601796587689,5.3,1.3,245.15,55.9
200,an indoor scene containing a {category},20,0.6,6.8750103219722405,13.349358136251189,14.206956102144732,4.6,1.8,132.25,50.1
200,an item that could be a {category},20,0.0,11.50776628841532,13.849115208254938,14.206956102144732,3.15,0.8,105.1,35.5
200,an object resembling a {category},20,0.0,10.32851759017091,14.149064872690282,14.206956102144732,2.05,0.7,53.15,10.0
200,an outdoor scene containing a {category},20,0.5,7.690369230644135,13.240429922495256,14.206956102144732,3.7,1.0,53.1,15.3
200,background regions not containing a {category},20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,6.15,1.7,122.95,31.95
200,find the {category},20,0.35,9.433405773085191,14.149064872690282,14.206956102144732,3.55,1.1,44.6,12.15
200,identify any {category},20,0.0,11.207242736034877,14.149064872690282,14.206956102144732,4.95,2.2,210.85,80.65
200,locate the {category},20,1.0,10.804789010255629,25.674882352941182,28.617647058823525,5.7,1.8,222.95,64.2
200,look for a {category},20,0.45,7.276399704376966,13.346311229437797,14.14601796587689,4.05,1.05,95.45,33.8
200,maybe a {category},20,1.0,3.7303862992669217,4.955833333333335,7.916666666666668,8.35,2.45,162.3,50.45
200,multiple {category} instances,20,0.7,6.696731311113572,13.346650226546494,13.558670943725,5.2,1.7,109.7,35.65
200,no clear {category},20,0.35,8.46058095875858,13.68844618075723,14.206956102144732,3.85,1.7,164.25,90.35
200,no obvious {category},20,0.25,8.910666483303796,13.591085201645987,14.206956102144732,4.9,1.15,142.8,35.15
200,no visible {category},20,0.65,8.145267801634763,14.149064872690282,14.206956102144732,3.0,1.1,86.0,48.5
200,one visible {category},20,0.5,5.517247191279905,13.849115208254938,14.206956102144732,3.15,1.05,66.0,19.3
200,perhaps a {category},20,0.6,7.574340228829447,14.149064872690282,14.206956102144732,4.65,1.0,155.95,36.45
200,possibly a {category},20,0.0,12.471389037151908,14.149064872690282,14.206956102144732,4.7,1.8,63.0,23.75
200,show me a {category},20,0.0,11.919897392765598,14.149064872690282,14.206956102144732,3.35,1.5,43.5,20.85
200,something shaped like a {category},20,0.0,12.374369857881183,14.149064872690282,14.206956102144732,3.55,1.1,153.5,49.95
200,something similar to a {category},20,0.0,10.038225523510677,13.849115208254938,14.206956102144732,2.5,0.9,92.05,26.15
200,the main {category},20,0.2,10.904260803174953,14.149064872690282,14.206956102144732,5.1,1.7,113.35,29.1
200,the most visible {category},20,0.25,9.124097269537542,13.849115208254938,14.206956102144732,2.25,1.0,85.75,34.0
200,the nearest {category},20,0.6,5.741875074609739,13.309511635113816,13.410026079397277,3.3,1.35,52.95,22.7
200,the {category} in this image,20,0.0,10.407165342631794,13.849115208254938,14.206956102144732,3.4,0.8,87.95,20.75
200,there is no {category} here,20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,3.45,1.7,107.8,51.1
200,this scene does not contain a {category},20,0.45,9.399590570942111,13.846068301441546,14.14601796587689,4.7,1.6,177.0,43.95
200,what looks like a {category},20,0.0,12.844148440659634,14.149064872690282,14.206956102144732,4.35,1.3,74.75,30.25
200,where is the {category},20,0.8,6.606833546720692,12.917611975756467,13.335491241431836,8.8,2.95,166.05,60.5
200,without a {category},20,0.0,11.840409811682449,14.149064872690282,14.206956102144732,6.8,1.85,261.0,45.2
