table,dataset,detector,template_count,strategy,alpha,mean_template_fit_families,mean_template_cal_families,rejections,fdp,recall,mean_family_fdp,phi_max_mean,phi_max_p95,phi_max_max,source
freeform_templates_sweep,coco,groundingdino,7,pertemplate,0.1,128.28571428571428,42.71428571428571,0.65,0.0833333333333333,0.0011086272111475,0.0006688963210702,10.435840728233432,18.36174508542238,26.968393613554905,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,7,global,0.1,128.28571428571428,42.71428571428571,0.45,0.25,0.0005145837247514,0.0008361204013377,10.435840728233432,18.36174508542238,26.968393613554905,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,50,pertemplate,0.1,17.959999999999997,5.980000000000001,0.05,0.0,0.0001501501501501,0.0,5.747608363985357,11.590518707482993,26.61320754716981,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,50,global,0.1,17.959999999999997,5.980000000000001,0.45,0.25,0.0005145837247514,0.0008361204013377,5.747608363985357,11.590518707482993,26.61320754716981,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,100,pertemplate,0.1,8.979999999999999,2.9900000000000007,0.05,0.0,0.0001329787234042,0.0,6.47084224378331,13.66115618489473,24.72,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,100,global,0.1,8.979999999999999,2.9900000000000007,0.45,0.25,0.0005145837247514,0.0008361204013377,6.47084224378331,13.66115618489473,24.72,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,200,pertemplate,0.1,4.489999999999999,1.4950000000000003,0.1,0.1,0.0,0.0003344481605351,7.805585172418618,13.83028147699758,30.43478260869565,outputs/robustness_analysis/freeform_template_count_sweep
freeform_templates_sweep,coco,groundingdino,200,global,0.1,4.489999999999999,1.4950000000000003,0.45,0.25,0.0005145837247514,0.0008361204013377,7.805585172418618,13.83028147699758,30.43478260869565,outputs/robustness_analysis/freeform_template_count_sweep
