dataset,seed,family_id,mean_loo_evalue,std_loo_evalue,num_cal_null,max_loo_evalue,global_mean_loo,max_phi
coco,0,coco:17178:19:507,0.7808770478156795,0.8987853544097401,11,3.429039335351842,1.0,249.83588435374148
coco,0,coco:17178:42:509,0.32715575288393867,0.0,1,0.32715575288393867,1.0,249.83588435374148
coco,0,coco:17182:79:511,0.5835669034930447,0.18108871714122107,4,0.7567387741941572,1.0,249.83588435374148
coco,0,coco:17207:39:515,0.42911685075583883,0.0,1,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:17379:81:516,0.2102425211286506,0.16329307397478632,2,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:17436:1:519,0.45309653860459614,0.1608728348606465,5,0.7189818290123768,1.0,249.83588435374148
coco,0,coco:17899:63:528,0.2759487654760179,0.11868442635423467,2,0.3598713281723326,1.0,249.83588435374148
coco,0,coco:18380:57:543,0.32662189190707247,0.08271480464391179,6,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:18380:84:545,0.4837550166845327,0.12395179452429957,2,0.5714021711329065,1.0,249.83588435374148
coco,0,coco:18519:23:550,1.4004881346844378,0.7471731633523045,2,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:18575:86:554,0.3688136742107802,0.09126100277129891,9,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:18770:10:560,0.5279768475498008,0.23253397775448464,3,0.7567387741941572,1.0,249.83588435374148
coco,0,coco:19042:82:568,0.7389165834146085,0.13350837022501608,2,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:19109:1:570,0.9100909500020082,1.3156736428470617,118,7.423919007750916,1.0,249.83588435374148
coco,0,coco:19402:1:576,1.4293573652955922,1.1843616643204522,3,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:19432:57:580,0.25886718191836083,0.09452741922018683,2,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:20247:25:598,1.2817669422691627,0.0,2,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:20571:31:606,0.4797678898738537,0.40710174777305963,24,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:20992:58:609,0.3745222644528062,0.17798811672448278,3,0.5714021711329065,1.0,249.83588435374148
coco,0,coco:20992:88:611,0.7019130573165778,0.2657058940407355,3,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:21167:32:612,0.5156948184405361,0.4745856890660125,16,1.830514331612514,1.0,249.83588435374148
coco,0,coco:21503:33:620,0.4078098229298723,0.4403859449457498,6,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:21604:35:622,0.3961078622361589,0.0,1,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:21839:33:626,0.4410770921045119,0.24558339065217474,8,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:21903:42:632,0.3961078622361589,0.0,1,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:22371:78:638,0.5764233182151581,0.2550045633509895,2,0.7567387741941572,1.0,249.83588435374148
coco,0,coco:22755:3:654,0.7380048555454408,1.261913788804896,35,7.423919007750916,1.0,249.83588435374148
coco,0,coco:22892:74:659,0.8608660357091278,0.305970939583896,2,1.07722016193492,1.0,249.83588435374148
coco,0,coco:22969:21:664,1.5030197535731882,0.6021715573477644,2,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:23023:16:667,0.29273723911798827,0.10115960500236454,3,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:23272:17:678,3.006002725715964,6.048072968674827,5,13.824325411498139,1.0,249.83588435374148
coco,0,coco:23272:62:679,0.48096261383623373,0.3723329202252094,39,1.743395788394673,1.0,249.83588435374148
coco,0,coco:23666:89:686,0.3068325721654957,0.10290622710110439,5,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:24021:1:699,3.539408757964253,4.224432490562384,239,25.416298349049384,1.0,249.83588435374148
coco,0,coco:24027:3:704,1.0367242044502671,2.1299963088255542,42,13.824325411498139,1.0,249.83588435374148
coco,0,coco:24144:31:706,1.4363115976701493,1.7596852809168313,2,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:24567:58:711,0.8824251233778128,1.8275133282201241,15,7.423919007750916,1.0,249.83588435374148
coco,0,coco:25057:60:722,0.5678339402743126,0.29358332769076056,3,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:25393:1:738,1.5227792926386476,3.877426193400825,12,13.824325411498139,1.0,249.83588435374148
coco,0,coco:25424:77:745,0.9952988588110776,0.6311779173917311,4,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:26204:8:758,0.4765577707329653,0.4514456815868355,12,1.830514331612514,1.0,249.83588435374148
coco,0,coco:26564:72:764,0.32932260271890523,0.2042399421447534,3,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:26926:31:772,0.3530798364675222,0.22991619938860702,3,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:27186:63:776,120.51799907049471,170.11858254038162,2,240.81000239064196,1.0,249.83588435374148
coco,0,coco:27186:27:777,0.3234951487800176,0.18040417019856225,6,0.6445119094833355,1.0,249.83588435374148
coco,0,coco:27972:1:791,0.29184599100879993,0.0,1,0.29184599100879993,1.0,249.83588435374148
coco,0,coco:28285:8:799,0.642704412493239,0.4627093129782146,15,1.743395788394673,1.0,249.83588435374148
coco,0,coco:28449:22:800,0.5944355919317884,0.6268521178665803,38,3.429039335351842,1.0,249.83588435374148
coco,0,coco:28449:13:801,0.21434360748957806,0.019333737307313477,3,0.22599575034745759,1.0,249.83588435374148
coco,0,coco:28449:86:802,0.3805402379796529,0.20388510156678105,11,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:28452:44:803,0.24306450322693623,0.1110442099613971,4,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:28993:1:809,0.47340219792138644,0.2732527693497067,32,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:29187:1:812,0.5429998497246352,0.3072968531046957,2,0.7602915383922519,1.0,249.83588435374148
coco,0,coco:29393:86:816,0.6141546655831561,0.2425357693525771,5,0.8721569241574193,1.0,249.83588435374148
coco,0,coco:29596:63:821,0.27535851519929605,0.0712051520326735,2,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:29596:57:823,0.3961078622361589,0.0,1,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:29675:58:827,0.42911685075583883,0.0,1,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:29984:1:830,0.4135958842276225,0.1405846672473908,4,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:30213:53:833,0.8332159160824011,0.9880322009427138,19,3.633913584248812,1.0,249.83588435374148
coco,0,coco:30213:75:834,0.2877349787926626,0.11753039669666457,6,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:30494:82:838,1.9065584249514866,3.0967846524426235,5,7.423919007750916,1.0,249.83588435374148
coco,0,coco:30504:87:840,0.32715575288393867,0.0,1,0.32715575288393867,1.0,249.83588435374148
coco,0,coco:30828:2:849,0.2601573846553438,0.1472336612810806,3,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:31050:86:851,1.0320152124002644,1.808480686304611,18,7.423919007750916,1.0,249.83588435374148
coco,0,coco:31118:38:858,0.43143331992548045,0.14478647451402507,7,0.6445119094833355,1.0,249.83588435374148
coco,0,coco:31217:43:860,0.3636859901130741,0.24276359936093445,2,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:31217:79:861,0.5353457774464451,0.0,1,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:31217:70:862,0.43052696925173184,0.14823618014074763,2,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:31817:4:884,0.8518167708798425,1.7052299551295995,17,7.423919007750916,1.0,249.83588435374148
coco,0,coco:32038:59:887,0.39433952356546176,0.0,1,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:32038:17:888,1.2817669422691627,0.0,1,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:32038:64:889,0.34946063619571865,0.24569780412923806,6,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:32285:23:894,0.301283018033128,0.1011999899320111,4,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:32285:65:895,0.5597809983957714,0.4163886208534738,23,1.830514331612514,1.0,249.83588435374148
coco,0,coco:32570:13:901,0.2606266966093569,0.18909849334457027,2,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:32735:35:905,0.7905188501650928,0.8797200958322948,14,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:32941:60:925,0.46420748720018323,0.0,1,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:33104:35:929,0.49205448601041524,0.4406637261218619,121,3.429039335351842,1.0,249.83588435374148
coco,0,coco:33114:18:936,0.5995406008731787,0.5917697067940384,3,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:33114:63:937,0.5291650633437275,0.4301418146376284,2,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:33759:3:950,0.5300796547915622,0.5914470789137919,43,3.633913584248812,1.0,249.83588435374148
coco,0,coco:33854:4:953,0.5412782710054632,0.4422347291353068,37,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:34071:14:956,0.6032253496398227,0.2830914341343146,8,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:34257:57:965,0.5187447750326432,0.3214570921483213,100,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:34257:44:966,0.4694526333265685,0.20707447989439,13,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:34452:90:973,0.32687909111997526,0.09540345848796093,2,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:34873:72:977,0.17596136949741278,0.06936363948010438,2,0.22500886934157352,1.0,249.83588435374148
coco,0,coco:34873:25:978,0.29374751977381997,0.14854095207931886,3,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:35062:1:980,0.6796835377872313,0.45308190011923904,12,1.830514331612514,1.0,249.83588435374148
coco,0,coco:35326:49:989,0.7727161740748864,1.2240025067157856,40,7.423919007750916,1.0,249.83588435374148
coco,0,coco:35326:88:990,0.7545980860182995,0.4105129905304632,4,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:35770:89:996,0.5463705517313908,0.37360261188377647,9,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:35963:19:999,0.9288541909449395,0.9432414151796201,7,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:36660:50:1008,0.37330933994906723,0.12104977583842923,6,0.5714021711329065,1.0,249.83588435374148
coco,0,coco:36678:1:1011,0.5127993195426293,0.3701400146634118,43,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:36844:85:1014,0.7770698158370111,0.9922530953996773,10,3.429039335351842,1.0,249.83588435374148
coco,0,coco:37670:75:1022,0.2718056734793863,0.08621000802020866,8,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:37670:81:1024,0.6746206386049194,0.5878792358737129,16,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:37689:74:1027,0.3436532799332399,0.06650606199919115,4,0.43104980954302724,1.0,249.83588435374148
coco,0,coco:37988:84:1038,0.23629368771002554,0.05085772187910255,3,0.29184599100879993,1.0,249.83588435374148
coco,0,coco:38210:35:1049,0.453013104523914,0.2706728963142467,9,0.7948502446828087,1.0,249.83588435374148
coco,0,coco:38576:76:1052,3.088576084007501,6.002286035569969,5,13.824325411498139,1.0,249.83588435374148
coco,0,coco:39551:37:1076,0.4232624588744048,0.1833853004126416,7,0.7602915383922519,1.0,249.83588435374148
coco,0,coco:39670:49:1081,0.3604814208823194,0.09706515578643869,2,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:39785:15:1085,0.28652335056859984,0.11839186976077413,14,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:39785:81:1086,0.3623122776534322,0.1941763421946813,2,0.4996156859652909,1.0,249.83588435374148
coco,0,coco:39956:77:1095,0.3949610072331705,0.1839244610095823,10,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:40083:61:1101,0.29808095776818316,0.1692524778864894,12,0.7189818290123768,1.0,249.83588435374148
coco,0,coco:40471:50:1103,0.5174998604949499,0.2798464119036242,42,1.0312518297428501,1.0,249.83588435374148
coco,0,coco:40757:3:1108,0.33343378359520853,0.16162428727984643,7,0.6445119094833355,1.0,249.83588435374148
coco,0,coco:41633:34:1113,0.4608820571680304,0.47230234018456047,2,0.7948502446828087,1.0,249.83588435374148
coco,0,coco:41872:65:1117,0.5311447224970259,0.4371298106657363,6,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:41872:34:1118,0.29184599100879993,0.0,1,0.29184599100879993,1.0,249.83588435374148
coco,0,coco:41888:19:1121,1.8800402826815086,1.4322890763597622,4,3.633913584248812,1.0,249.83588435374148
coco,0,coco:42070:1:1126,0.4308086009765847,0.2244491048208825,51,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:42178:61:1133,0.3434678529997205,0.21268174103604903,35,1.07722016193492,1.0,249.83588435374148
coco,0,coco:42528:48:1143,0.2955606784267176,0.2385026042183769,2,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:42563:87:1146,0.32570816105701855,0.0,1,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:43314:1:1155,0.3439769266224794,0.07372427616406411,2,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:43314:3:1157,0.3146201155897676,0.05169491749717799,3,0.3598713281723326,1.0,249.83588435374148
coco,0,coco:43435:67:1159,0.31609082815389034,0.08608449780213955,3,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:43737:85:1164,1.9288193452114564,0.0,1,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:43816:37:1167,0.4291898810880056,0.367832584369698,5,1.07722016193492,1.0,249.83588435374148
coco,0,coco:44068:88:1170,0.3961078622361589,0.0,1,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:44590:13:1183,0.32570816105701855,0.0,1,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:44590:9:1184,0.41105575522198534,0.18034293128468948,25,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:44652:34:1187,1.07722016193492,0.0,1,1.07722016193492,1.0,249.83588435374148
coco,0,coco:45070:19:1194,0.2804653081081252,0.09863999518472442,13,0.43104980954302724,1.0,249.83588435374148
coco,0,coco:45070:73:1195,0.35355136043371493,0.13011740284697768,4,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:45090:1:1197,1.0552599876281201,1.322382340988929,6,3.429039335351842,1.0,249.83588435374148
coco,0,coco:45090:27:1198,0.389069810863573,0.28480131636343936,5,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:46031:78:1217,0.4102541569418409,0.29496403635024954,6,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:46048:65:1218,0.23203500089112308,0.04331304633091966,5,0.29184599100879993,1.0,249.83588435374148
coco,0,coco:46048:62:1219,0.39189358668893104,0.3028765514294932,8,1.07722016193492,1.0,249.83588435374148
coco,0,coco:46378:44:1226,0.624139043042946,0.9378128087155135,13,3.633913584248812,1.0,249.83588435374148
coco,0,coco:46804:84:1235,2.6805969925605955,0.0,1,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:46872:77:1237,3.1975999735899263,5.943913043847751,5,13.824325411498139,1.0,249.83588435374148
coco,0,coco:46872:87:1238,0.5921326999844987,0.3804078056104186,6,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:47010:74:1241,0.2861394172846508,0.08106409561069634,5,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:47585:10:1253,0.2595909778318209,0.09555102121739227,2,0.32715575288393867,1.0,249.83588435374148
coco,0,coco:47769:19:1259,0.24235536807936006,0.06999031015710674,2,0.29184599100879993,1.0,249.83588435374148
coco,0,coco:47801:87:1262,0.6486336117858089,0.6556765271467777,6,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:47819:42:1264,0.30434094380124294,0.06979293817855739,3,0.3598713281723326,1.0,249.83588435374148
coco,0,coco:47819:15:1265,0.45341197157793534,0.26011409705049027,4,0.7948502446828087,1.0,249.83588435374148
coco,0,coco:48504:59:1276,0.4135958842276225,0.172180350207535,2,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:48564:56:1282,0.19202620277970314,0.0,1,0.19202620277970314,1.0,249.83588435374148
coco,0,coco:48924:57:1285,0.8554418965125008,0.6029146616884017,2,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:49269:18:1295,0.7368965725244329,0.7705630666282397,2,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:49759:37:1298,0.40132413608143896,0.24060528813931265,8,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:50165:7:1316,0.2758519557022381,0.07050732178118868,2,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:50165:74:1318,0.3510947699870808,0.17421630695137172,3,0.4996156859652909,1.0,249.83588435374148
coco,0,coco:50380:19:1325,0.39183287828540303,0.3266004987985141,3,0.7567387741941572,1.0,249.83588435374148
coco,0,coco:50638:88:1328,0.3150613293233639,0.3115292541155339,2,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:50638:2:1330,0.22631101535513531,0.1405687915127779,2,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:50844:65:1341,1.3367984304837572,1.4245619333045352,5,3.633913584248812,1.0,249.83588435374148
coco,0,coco:51309:23:1354,0.5105485768604194,0.5013272529036966,5,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:51314:62:1356,0.3859921942304447,0.16410278222569394,3,0.5714021711329065,1.0,249.83588435374148
coco,0,coco:51314:14:1357,0.29318286317258246,0.14305712105197924,2,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:51598:32:1363,0.4576252637968023,0.4427435974055905,3,0.9509431573061854,1.0,249.83588435374148
