dataset,seed,family_id,mean_loo_evalue,std_loo_evalue,num_cal_null,max_loo_evalue,global_mean_loo,max_phi
coco,0,coco:724:49:10,0.39433952356546176,0.0,1,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:1000:46:29,0.26955243678387386,0.10967307642853828,7,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:1268:16:30,0.7304119381198035,0.6516607449689641,5,1.743395788394673,1.0,249.83588435374148
coco,0,coco:1503:76:45,0.3961078622361589,0.0,1,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:1532:3:48,0.587478278880499,0.47458545776742656,25,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:1993:62:63,0.3437900714314442,0.08951417754253489,4,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:2006:40:67,0.19202620277970314,0.0,1,0.19202620277970314,1.0,249.83588435374148
coco,0,coco:2153:1:72,0.7909524925912056,0.2722352525399377,3,1.07722016193492,1.0,249.83588435374148
coco,0,coco:2153:15:73,0.7567387741941572,0.0,1,0.7567387741941572,1.0,249.83588435374148
coco,0,coco:2592:49:96,0.19202620277970314,0.0,1,0.19202620277970314,1.0,249.83588435374148
coco,0,coco:3156:37:106,0.12691386965325205,0.0,1,0.12691386965325205,1.0,249.83588435374148
coco,0,coco:3255:35:108,0.9470634295333368,1.4706632036774134,24,7.423919007750916,1.0,249.83588435374148
coco,0,coco:3255:3:109,0.3156528640373654,0.10363214154077201,3,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:3553:14:116,0.12691386965325205,0.0,1,0.12691386965325205,1.0,249.83588435374148
coco,0,coco:3845:59:121,5.528916295999864,2.6799385356921306,2,7.423919007750916,1.0,249.83588435374148
coco,0,coco:4395:48:130,0.3655984377692481,0.24382760175800994,3,0.6445119094833355,1.0,249.83588435374148
coco,0,coco:4395:51:131,0.3949578241286009,0.09793381270559902,2,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:4795:73:138,4.250569584842918,4.487793792025325,2,7.423919007750916,1.0,249.83588435374148
coco,0,coco:4795:9:139,0.2584274301751867,0.04726098196588611,2,0.29184599100879993,1.0,249.83588435374148
coco,0,coco:5001:16:143,0.4720509319997433,0.2728580380382518,4,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:5037:19:145,0.7602915383922519,0.0,1,0.7602915383922519,1.0,249.83588435374148
coco,0,coco:5060:77:147,39.06959186108803,67.25112422687545,3,116.72449897537668,1.0,249.83588435374148
coco,0,coco:5503:53:158,0.26151086594470546,0.19034889761005458,2,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:5586:43:162,0.6118118554217047,0.5919774814468101,3,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:5600:54:166,0.36141348489985775,0.23852780594588452,7,0.7189818290123768,1.0,249.83588435374148
coco,0,coco:5992:20:168,0.583321106836242,0.5143807121236531,15,1.830514331612514,1.0,249.83588435374148
coco,0,coco:6460:49:181,0.442386901741899,0.21933104779162424,4,0.7567387741941572,1.0,249.83588435374148
coco,0,coco:6471:28:184,0.20851753606063833,0.023322267187513335,2,0.22500886934157352,1.0,249.83588435374148
coco,0,coco:6723:6:189,0.37276476867169045,0.25833007616551495,14,1.0312518297428501,1.0,249.83588435374148
coco,0,coco:6763:59:193,0.29194500320192335,0.0337137608026227,3,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:6771:77:195,40.491568884913995,98.13581555204934,6,240.81000239064196,1.0,249.83588435374148
coco,0,coco:6771:86:196,0.6138303904556717,0.31040696077316254,2,0.8333212573458815,1.0,249.83588435374148
coco,0,coco:7088:64:209,0.39555959970684235,0.32151669956621803,13,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:7278:42:213,0.5679318882396489,0.3257487116939258,7,1.07722016193492,1.0,249.83588435374148
coco,0,coco:7278:24:215,0.7610353469644737,0.6808053889493656,4,1.743395788394673,1.0,249.83588435374148
coco,0,coco:7281:6:217,0.31532390370207075,0.10405972471410903,3,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:7386:48:221,0.32570816105701855,0.0,1,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:7574:22:226,0.3439769266224794,0.07372427616406411,2,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:7818:48:237,0.7069312022441917,0.7095947228773648,45,3.633913584248812,1.0,249.83588435374148
coco,0,coco:7818:70:238,0.20901097656358036,0.024020097438998158,2,0.22599575034745759,1.0,249.83588435374148
coco,0,coco:7888:60:241,1.435894290705509,1.3378343085446194,8,3.633913584248812,1.0,249.83588435374148
coco,0,coco:7991:5:247,0.6405374054249687,0.4359467780501806,6,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:8021:86:250,0.38265091526005646,0.1440229738983589,5,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:8277:48:255,0.40095134093362667,0.2799080939187567,3,0.7189818290123768,1.0,249.83588435374148
coco,0,coco:8844:55:271,0.6984288639544768,0.39413602514555485,7,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:9769:17:292,0.32715575288393867,0.0,1,0.32715575288393867,1.0,249.83588435374148
coco,0,coco:9772:14:295,0.32570816105701855,0.0,1,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:10583:15:310,0.9323033062006622,0.7796195847070452,3,1.830514331612514,1.0,249.83588435374148
coco,0,coco:10583:90:311,0.22599575034745759,0.0,1,0.22599575034745759,1.0,249.83588435374148
coco,0,coco:10707:3:313,0.6310035924681278,0.5919306454726377,31,3.429039335351842,1.0,249.83588435374148
coco,0,coco:10764:23:317,0.6784799953999343,0.4988947125509863,2,1.0312518297428501,1.0,249.83588435374148
coco,0,coco:10977:10:320,0.34539218566376395,0.14924004398265914,4,0.46420748720018323,1.0,249.83588435374148
coco,0,coco:11051:17:325,0.3598713281723326,0.0,1,0.3598713281723326,1.0,249.83588435374148
coco,0,coco:11197:10:333,1.1157948856138542,3.7327162124929556,46,25.416298349049384,1.0,249.83588435374148
coco,0,coco:11511:14:337,0.5097341564480925,0.44906674219340503,13,1.9288193452114564,1.0,249.83588435374148
coco,0,coco:11699:33:342,0.28598312575168816,0.0802806781680081,5,0.39433952356546176,1.0,249.83588435374148
coco,0,coco:11760:24:345,0.19202620277970314,0.0,1,0.19202620277970314,1.0,249.83588435374148
coco,0,coco:11813:4:349,0.600774393174046,0.3414734804966985,4,1.0312518297428501,1.0,249.83588435374148
coco,0,coco:12120:43:354,0.3599081595242977,0.15355999157832384,22,0.7189818290123768,1.0,249.83588435374148
coco,0,coco:12120:41:356,0.347385125884415,0.04666777237573977,5,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:12280:44:358,0.5963365958336128,0.5154455028518421,10,1.830514331612514,1.0,249.83588435374148
coco,0,coco:12576:1:360,0.29253523066968473,0.0887036020259552,3,0.3598713281723326,1.0,249.83588435374148
coco,0,coco:12639:15:365,0.7254530445975957,1.3258354448899399,62,7.423919007750916,1.0,249.83588435374148
coco,0,coco:12667:52:366,0.5437236456380953,0.30627325110749026,2,0.7602915383922519,1.0,249.83588435374148
coco,0,coco:12667:76:367,0.7500576838802995,0.6451822279447237,12,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:12667:37:368,0.29536040069083475,0.18042183511070936,4,0.5353457774464451,1.0,249.83588435374148
coco,0,coco:12670:19:370,0.8183007953799724,0.08203747797522057,2,0.8763100523676929,1.0,249.83588435374148
coco,0,coco:12748:48:374,0.3264319569704786,0.0010236019972054355,2,0.32715575288393867,1.0,249.83588435374148
coco,0,coco:13177:2:378,1.0454926309652972,1.5420037892521354,24,7.423919007750916,1.0,249.83588435374148
coco,0,coco:13177:6:379,1.0107018129857386,0.31345306044035925,4,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:13177:82:380,0.778759297939304,0.30682295183327757,3,1.07722016193492,1.0,249.83588435374148
coco,0,coco:13546:41:390,0.2883091079401489,0.07439143074586692,7,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:13597:73:394,13.183620753177784,17.299618560219123,2,25.416298349049384,1.0,249.83588435374148
coco,0,coco:13774:14:403,0.3781363018198888,0.07209738372244584,2,0.42911685075583883,1.0,249.83588435374148
coco,0,coco:14226:51:415,0.32570816105701855,0.0,1,0.32570816105701855,1.0,249.83588435374148
coco,0,coco:14439:1:420,2.7655642448523574,12.50690774033999,91,116.72449897537668,1.0,249.83588435374148
coco,0,coco:14473:20:425,0.7189818290123768,0.0,1,0.7189818290123768,1.0,249.83588435374148
coco,0,coco:14831:65:426,4.35284297501004,4.343157376581107,2,7.423919007750916,1.0,249.83588435374148
coco,0,coco:14831:1:428,5.0179181770267265,7.6297047893564445,3,13.824325411498139,1.0,249.83588435374148
coco,0,coco:15079:80:433,0.6718503863591598,0.44173732929099263,5,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:15278:15:442,0.5507657241356052,0.5102745265713644,6,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:15278:6:443,1.2817669422691627,0.0,1,1.2817669422691627,1.0,249.83588435374148
coco,0,coco:15335:78:446,0.15932910043048962,0.0,1,0.15932910043048962,1.0,249.83588435374148
coco,0,coco:15338:8:447,0.6921785291674788,0.8084446334228588,23,3.429039335351842,1.0,249.83588435374148
coco,0,coco:15440:7:452,1.9570407060781039,3.8566162413973033,12,13.824325411498139,1.0,249.83588435374148
coco,0,coco:15517:35:457,0.3961078622361589,0.0,1,0.3961078622361589,1.0,249.83588435374148
coco,0,coco:15597:82:460,0.5527250393819807,0.32347407057285266,8,1.07722016193492,1.0,249.83588435374148
coco,0,coco:15746:50:467,0.12691386965325205,0.0,1,0.12691386965325205,1.0,249.83588435374148
coco,0,coco:16010:24:474,0.7564964104470953,0.6371141864579635,16,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:16249:53:481,0.19202620277970314,0.0,1,0.19202620277970314,1.0,249.83588435374148
coco,0,coco:16502:55:491,1.6079713850035202,1.5169216815558968,2,2.6805969925605955,1.0,249.83588435374148
coco,0,coco:16958:32:497,0.25405819274675595,0.15394225535876555,5,0.4996156859652909,1.0,249.83588435374148
coco,0,coco:17029:60:500,0.6640813071884449,0.5662461349171691,6,1.743395788394673,1.0,249.83588435374148
