alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,178,34,41,0,41,0.0,0.18552036199095023,0.0,0.4,154,0,betting,K<=5
0.05,27,1,3,0,3,0.0,0.02027027027027027,0.0,0.4,186,0,betting,5<K<=30
0.05,5,0,0,0,0,0.0,0.0,0.0,0.4,402,0,betting,K>30
0.1,178,65,80,1,79,0.0125,0.3574660633484163,0.0056179775280898875,0.4,154,0,betting,K<=5
0.1,27,3,6,0,6,0.0,0.04054054054054054,0.0,0.4,186,0,betting,5<K<=30
0.1,5,0,0,0,0,0.0,0.0,0.0,0.4,402,0,betting,K>30
0.15,178,101,134,10,124,0.07462686567164178,0.5610859728506787,0.02434456928838951,0.4,154,0,betting,K<=5
0.15,27,7,15,1,14,0.06666666666666667,0.0945945945945946,0.037037037037037035,0.4,186,0,betting,5<K<=30
0.15,5,0,0,0,0,0.0,0.0,0.0,0.4,402,0,betting,K>30
0.2,178,101,139,11,128,0.07913669064748201,0.579185520361991,0.026217228464419474,0.4,154,0,betting,K<=5
0.2,27,8,23,3,20,0.13043478260869565,0.13513513513513514,0.05185185185185185,0.4,186,0,betting,5<K<=30
0.2,5,0,0,0,0,0.0,0.0,0.0,0.4,402,0,betting,K>30
0.05,187,30,30,0,30,0.0,0.13215859030837004,0.0,0.4,186,1,betting,K<=5
0.05,20,0,0,0,0,0.0,0.0,0.0,0.4,124,1,betting,5<K<=30
0.05,3,0,0,0,0,0.0,0.0,0.0,0.4,178,1,betting,K>30
0.1,187,69,75,0,75,0.0,0.3303964757709251,0.0,0.4,186,1,betting,K<=5
0.1,20,4,8,0,8,0.0,0.0784313725490196,0.0,0.4,124,1,betting,5<K<=30
0.1,3,0,0,0,0,0.0,0.0,0.0,0.4,178,1,betting,K>30
0.15,187,88,100,3,97,0.03,0.42731277533039647,0.0106951871657754,0.4,186,1,betting,K<=5
0.15,20,6,11,0,11,0.0,0.10784313725490197,0.0,0.4,124,1,betting,5<K<=30
0.15,3,0,0,0,0,0.0,0.0,0.0,0.4,178,1,betting,K>30
0.2,187,97,115,4,111,0.034782608695652174,0.4889867841409692,0.016042780748663103,0.4,186,1,betting,K<=5
0.2,20,8,18,0,18,0.0,0.17647058823529413,0.0,0.4,124,1,betting,5<K<=30
0.2,3,0,0,0,0,0.0,0.0,0.0,0.4,178,1,betting,K>30
0.05,179,29,29,0,29,0.0,0.13063063063063063,0.0,0.4,154,2,betting,K<=5
0.05,30,0,0,0,0,0.0,0.0,0.0,0.4,176,2,betting,5<K<=30
0.05,1,0,0,0,0,0.0,0.0,0.0,0.4,17,2,betting,K>30
0.1,179,90,122,11,111,0.09016393442622951,0.5,0.03212290502793296,0.4,154,2,betting,K<=5
0.1,30,5,15,0,15,0.0,0.0847457627118644,0.0,0.4,176,2,betting,5<K<=30
0.1,1,0,0,0,0,0.0,0.0,0.0,0.4,17,2,betting,K>30
0.15,179,95,133,13,120,0.09774436090225563,0.5405405405405406,0.040502793296089384,0.4,154,2,betting,K<=5
