seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,2.162879152193517,32.517583391766166,3.0835639423226535,7.322062743042521,none
1,1.0,3.0546378719458267,37.31914380941042,2.3324464880881517,7.0696453053951345,none
2,1.0,3.4389489500051984,37.986860786951176,1.7102309618367406,11.511169935439751,none
3,0.9999999999999999,2.904046501389346,38.942716244607226,2.433919765287952,8.822959149168824,none
4,1.0000000000000002,1.9101509898515743,25.442395506249618,2.2276751825748513,8.214063710485513,none
5,1.0000000000000002,2.796099387910345,34.0470325451949,2.37297499557419,16.249720078388474,none
6,1.0,1.286482729509086,18.400769219435183,2.4226718094554154,6.852700261031035,none
7,1.0,3.0761096305216373,28.39386156585941,3.9867299504716533,9.442987103617646,none
8,1.0,2.8842371293071425,26.131934638944703,5.829021338850286,12.319340615502503,none
9,1.0,2.8646428510233504,26.38999863870436,3.731918999412738,10.891872165429076,none
10,1.0,3.036551009785878,28.31730139777107,3.4896068389172235,13.729600677707186,none
11,0.9999999999999999,1.7669564973507441,21.777026721190296,2.7230862738755115,7.592454993633053,none
12,1.0000000000000002,2.262602197038608,30.510878673043667,2.82963794145163,6.889553248751795,none
13,1.0000000000000002,2.5205975077004013,43.382227441845494,2.783886252952652,7.400497622432468,none
14,1.0000000000000002,2.4891029241285367,44.61385698324183,2.55600222299823,8.086261578212582,none
15,1.0,3.497386696148967,42.75598699422433,1.6287995045418793,8.453469428572305,none
16,0.9999999999999999,2.0403751059873843,33.78326878931568,1.8444888132097643,7.572111970019032,none
17,1.0,1.8398917070223466,15.867569390105636,3.327071001151182,10.237141542003638,none
18,0.9999999999999999,2.455759457434398,48.16868410073786,2.3158021202277816,6.773721201666262,none
19,1.0,3.134091745417077,50.05804283303108,2.378948892731658,6.820152937822742,none
