alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,136,28,29,0,29,0.0,0.2248062015503876,0.0,0.4,71,0,betting,K<=2
0.05,42,6,12,0,12,0.0,0.13043478260869565,0.0,0.4,83,0,betting,3<=K<=5
0.05,8,0,0,0,0,0.0,0.0,0.0,0.4,57,0,betting,11<=K<=20
0.05,16,1,3,0,3,0.0,0.046153846153846156,0.0,0.4,68,0,betting,6<=K<=10
0.05,4,0,0,0,0,0.0,0.0,0.0,0.4,372,0,betting,K>50
0.05,4,0,0,0,0,0.0,0.0,0.0,0.4,91,0,betting,21<=K<=50
0.1,136,52,55,1,54,0.01818181818181818,0.4186046511627907,0.007352941176470588,0.4,71,0,betting,K<=2
0.1,42,13,25,0,25,0.0,0.2717391304347826,0.0,0.4,83,0,betting,3<=K<=5
0.1,8,1,2,0,2,0.0,0.03389830508474576,0.0,0.4,57,0,betting,11<=K<=20
0.1,16,2,4,0,4,0.0,0.06153846153846154,0.0,0.4,68,0,betting,6<=K<=10
0.1,4,0,0,0,0,0.0,0.0,0.0,0.4,372,0,betting,K>50
0.1,4,0,0,0,0,0.0,0.0,0.0,0.4,91,0,betting,21<=K<=50
0.15,136,78,87,3,84,0.034482758620689655,0.6511627906976745,0.01838235294117647,0.4,71,0,betting,K<=2
0.15,42,23,47,7,40,0.14893617021276595,0.43478260869565216,0.04365079365079365,0.4,83,0,betting,3<=K<=5
0.15,8,2,5,0,5,0.0,0.0847457627118644,0.0,0.4,57,0,betting,11<=K<=20
0.15,16,5,10,1,9,0.1,0.13846153846153847,0.0625,0.4,68,0,betting,6<=K<=10
0.15,4,0,0,0,0,0.0,0.0,0.0,0.4,372,0,betting,K>50
0.15,4,0,0,0,0,0.0,0.0,0.0,0.4,91,0,betting,21<=K<=50
0.2,136,78,87,3,84,0.034482758620689655,0.6511627906976745,0.01838235294117647,0.4,71,0,betting,K<=2
0.2,42,23,52,8,44,0.15384615384615385,0.4782608695652174,0.051587301587301584,0.4,83,0,betting,3<=K<=5
0.2,8,2,5,0,5,0.0,0.0847457627118644,0.0,0.4,57,0,betting,11<=K<=20
0.2,16,6,18,3,15,0.16666666666666666,0.23076923076923078,0.0875,0.4,68,0,betting,6<=K<=10
0.2,4,0,0,0,0,0.0,0.0,0.0,0.4,372,0,betting,K>50
0.2,4,0,0,0,0,0.0,0.0,0.0,0.4,91,0,betting,21<=K<=50
0.05,136,29,29,0,29,0.0,0.23015873015873015,0.0,0.4,69,1,betting,K<=2
0.05,12,0,0,0,0,0.0,0.0,0.0,0.4,51,1,betting,6<=K<=10
0.05,51,1,1,0,1,0.0,0.009900990099009901,0.0,0.4,117,1,betting,3<=K<=5
0.05,3,0,0,0,0,0.0,0.0,0.0,0.4,60,1,betting,21<=K<=50
0.05,7,0,0,0,0,0.0,0.0,0.0,0.4,50,1,betting,11<=K<=20
0.05,1,0,0,0,0,0.0,0.0,0.0,0.4,141,1,betting,K>50
0.1,136,60,63,0,63,0.0,0.5,0.0,0.4,69,1,betting,K<=2
0.1,12,3,6,0,6,0.0,0.11538461538461539,0.0,0.4,51,1,betting,6<=K<=10
0.1,51,9,12,0,12,0.0,0.1188118811881188,0.0,0.4,117,1,betting,3<=K<=5
0.1,3,0,0,0,0,0.0,0.0,0.0,0.4,60,1,betting,21<=K<=50
0.1,7,1,2,0,2,0.0,0.04,0.0,0.4,50,1,betting,11<=K<=20
0.1,1,0,0,0,0,0.0,0.0,0.0,0.4,141,1,betting,K>50
0.15,136,75,81,1,80,0.012345679012345678,0.6349206349206349,0.007352941176470588,0.4,69,1,betting,K<=2
0.15,12,3,6,0,6,0.0,0.11538461538461539,0.0,0.4,51,1,betting,6<=K<=10
0.15,51,13,19,2,17,0.10526315789473684,0.16831683168316833,0.0196078431372549,0.4,117,1,betting,3<=K<=5
0.15,3,0,0,0,0,0.0,0.0,0.0,0.4,60,1,betting,21<=K<=50
0.15,7,3,5,0,5,0.0,0.1,0.0,0.4,50,1,betting,11<=K<=20
0.15,1,0,0,0,0,0.0,0.0,0.0,0.4,141,1,betting,K>50
0.2,136,79,85,2,83,0.023529411764705882,0.6587301587301587,0.014705882352941176,0.4,69,1,betting,K<=2
0.2,12,5,10,0,10,0.0,0.19230769230769232,0.0,0.4,51,1,betting,6<=K<=10
0.2,51,18,30,2,28,0.06666666666666667,0.27722772277227725,0.0196078431372549,0.4,117,1,betting,3<=K<=5
0.2,3,0,0,0,0,0.0,0.0,0.0,0.4,60,1,betting,21<=K<=50
0.2,7,3,8,0,8,0.0,0.16,0.0,0.4,50,1,betting,11<=K<=20
0.2,1,0,0,0,0,0.0,0.0,0.0,0.4,141,1,betting,K>50
0.05,126,29,29,0,29,0.0,0.2543859649122807,0.0,0.4,47,2,betting,K<=2
0.05,19,0,0,0,0,0.0,0.0,0.0,0.4,78,2,betting,6<=K<=10
0.05,53,0,0,0,0,0.0,0.0,0.0,0.4,107,2,betting,3<=K<=5
0.05,11,0,0,0,0,0.0,0.0,0.0,0.4,98,2,betting,11<=K<=20
0.05,1,0,0,0,0,0.0,0.0,0.0,0.4,17,2,betting,K>50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.1,126,70,76,3,73,0.039473684210526314,0.6403508771929824,0.01984126984126984,0.4,47,2,betting,K<=2
0.1,19,4,13,0,13,0.0,0.1326530612244898,0.0,0.4,78,2,betting,6<=K<=10
0.1,53,20,46,8,38,0.17391304347826086,0.35185185185185186,0.06132075471698113,0.4,107,2,betting,3<=K<=5
0.1,11,1,2,0,2,0.0,0.02531645569620253,0.0,0.4,98,2,betting,11<=K<=20
0.1,1,0,0,0,0,0.0,0.0,0.0,0.4,17,2,betting,K>50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.15,126,75,84,5,79,0.05952380952380952,0.6929824561403509,0.031746031746031744,0.4,47,2,betting,K<=2
0.15,19,7,16,1,15,0.0625,0.15306122448979592,0.05263157894736842,0.4,78,2,betting,6<=K<=10
0.15,53,20,49,8,41,0.16326530612244897,0.37962962962962965,0.06132075471698113,0.4,107,2,betting,3<=K<=5
0.15,11,4,11,0,11,0.0,0.13924050632911392,0.0,0.4,98,2,betting,11<=K<=20
0.15,1,0,0,0,0,0.0,0.0,0.0,0.4,17,2,betting,K>50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.2,126,82,91,5,86,0.054945054945054944,0.7543859649122807,0.031746031746031744,0.4,47,2,betting,K<=2
0.2,19,9,24,2,22,0.08333333333333333,0.22448979591836735,0.06578947368421052,0.4,78,2,betting,6<=K<=10
0.2,53,26,59,10,49,0.1694915254237288,0.4537037037037037,0.08647798742138366,0.4,107,2,betting,3<=K<=5
0.2,11,4,11,0,11,0.0,0.13924050632911392,0.0,0.4,98,2,betting,11<=K<=20
0.2,1,0,0,0,0,0.0,0.0,0.0,0.4,17,2,betting,K>50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.05,135,27,29,0,29,0.0,0.2265625,0.0,0.4,70,3,betting,K<=2
0.05,45,3,6,0,6,0.0,0.0625,0.0,0.4,78,3,betting,3<=K<=5
0.05,7,0,0,0,0,0.0,0.0,0.0,0.4,178,3,betting,21<=K<=50
0.05,15,0,0,0,0,0.0,0.0,0.0,0.4,73,3,betting,6<=K<=10
0.05,8,0,0,0,0,0.0,0.0,0.0,0.4,65,3,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.1,135,55,63,0,63,0.0,0.4921875,0.0,0.4,70,3,betting,K<=2
0.1,45,17,34,1,33,0.029411764705882353,0.34375,0.007407407407407407,0.4,78,3,betting,3<=K<=5
0.1,7,0,0,0,0,0.0,0.0,0.0,0.4,178,3,betting,21<=K<=50
0.1,15,2,3,0,3,0.0,0.038461538461538464,0.0,0.4,73,3,betting,6<=K<=10
0.1,8,2,4,0,4,0.0,0.0547945205479452,0.0,0.4,65,3,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.15,135,69,77,1,76,0.012987012987012988,0.59375,0.007407407407407408,0.4,70,3,betting,K<=2
0.15,45,22,44,2,42,0.045454545454545456,0.4375,0.01296296296296296,0.4,78,3,betting,3<=K<=5
0.15,7,0,0,0,0,0.0,0.0,0.0,0.4,178,3,betting,21<=K<=50
0.15,15,3,6,0,6,0.0,0.07692307692307693,0.0,0.4,73,3,betting,6<=K<=10
0.15,8,3,8,0,8,0.0,0.1095890410958904,0.0,0.4,65,3,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.2,135,74,85,1,84,0.011764705882352941,0.65625,0.007407407407407408,0.4,70,3,betting,K<=2
0.2,45,25,53,4,49,0.07547169811320754,0.5104166666666666,0.027777777777777773,0.4,78,3,betting,3<=K<=5
0.2,7,0,0,0,0,0.0,0.0,0.0,0.4,178,3,betting,21<=K<=50
0.2,15,3,10,0,10,0.0,0.1282051282051282,0.0,0.4,73,3,betting,6<=K<=10
0.2,8,4,10,0,10,0.0,0.136986301369863,0.0,0.4,65,3,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.05,118,41,46,0,46,0.0,0.42990654205607476,0.0,0.4,52,4,betting,K<=2
0.05,18,0,0,0,0,0.0,0.0,0.0,0.4,86,4,betting,6<=K<=10
0.05,9,0,0,0,0,0.0,0.0,0.0,0.4,79,4,betting,11<=K<=20
0.05,6,0,0,0,0,0.0,0.0,0.0,0.4,154,4,betting,21<=K<=50
0.05,58,11,18,2,16,0.1111111111111111,0.11678832116788321,0.022988505747126436,0.4,118,4,betting,3<=K<=5
0.05,1,0,0,0,0,0.0,0.0,0.0,0.4,61,4,betting,K>50
0.1,118,57,67,2,65,0.029850746268656716,0.6074766355140186,0.01694915254237288,0.4,52,4,betting,K<=2
0.1,18,4,10,1,9,0.1,0.11392405063291139,0.05555555555555555,0.4,86,4,betting,6<=K<=10
0.1,9,3,12,1,11,0.08333333333333333,0.1774193548387097,0.013888888888888888,0.4,79,4,betting,11<=K<=20
0.1,6,0,0,0,0,0.0,0.0,0.0,0.4,154,4,betting,21<=K<=50
0.1,58,21,46,3,43,0.06521739130434782,0.31386861313868614,0.022988505747126436,0.4,118,4,betting,3<=K<=5
0.1,1,0,0,0,0,0.0,0.0,0.0,0.4,61,4,betting,K>50
0.15,118,59,69,2,67,0.028985507246376812,0.6261682242990654,0.01694915254237288,0.4,52,4,betting,K<=2
0.15,18,5,15,2,13,0.13333333333333333,0.16455696202531644,0.06944444444444445,0.4,86,4,betting,6<=K<=10
0.15,9,3,12,1,11,0.08333333333333333,0.1774193548387097,0.013888888888888888,0.4,79,4,betting,11<=K<=20
0.15,6,0,0,0,0,0.0,0.0,0.0,0.4,154,4,betting,21<=K<=50
0.15,58,28,58,4,54,0.06896551724137931,0.39416058394160586,0.04022988505747126,0.4,118,4,betting,3<=K<=5
0.15,1,0,0,0,0,0.0,0.0,0.0,0.4,61,4,betting,K>50
0.2,118,69,79,2,77,0.02531645569620253,0.719626168224299,0.01694915254237288,0.4,52,4,betting,K<=2
0.2,18,6,20,4,16,0.2,0.20253164556962025,0.09166666666666666,0.4,86,4,betting,6<=K<=10
0.2,9,3,12,1,11,0.08333333333333333,0.1774193548387097,0.013888888888888888,0.4,79,4,betting,11<=K<=20
0.2,6,0,0,0,0,0.0,0.0,0.0,0.4,154,4,betting,21<=K<=50
0.2,58,33,66,5,61,0.07575757575757576,0.44525547445255476,0.048850574712643674,0.4,118,4,betting,3<=K<=5
0.2,1,0,0,0,0,0.0,0.0,0.0,0.4,61,4,betting,K>50
0.05,6,0,0,0,0,0.0,0.0,0.0,0.4,62,5,betting,11<=K<=20
0.05,16,1,1,0,1,0.0,0.01282051282051282,0.0,0.4,78,5,betting,6<=K<=10
0.05,45,4,9,1,8,0.1111111111111111,0.0898876404494382,0.011111111111111112,0.4,87,5,betting,3<=K<=5
0.05,141,29,29,0,29,0.0,0.21323529411764705,0.0,0.4,66,5,betting,K<=2
0.05,1,0,0,0,0,0.0,0.0,0.0,0.4,30,5,betting,21<=K<=50
0.05,1,0,0,0,0,0.0,0.0,0.0,0.4,141,5,betting,K>50
0.1,6,0,0,0,0,0.0,0.0,0.0,0.4,62,5,betting,11<=K<=20
0.1,16,3,5,0,5,0.0,0.0641025641025641,0.0,0.4,78,5,betting,6<=K<=10
0.1,45,12,23,1,22,0.043478260869565216,0.24719101123595505,0.007407407407407407,0.4,87,5,betting,3<=K<=5
0.1,141,58,63,0,63,0.0,0.4632352941176471,0.0,0.4,66,5,betting,K<=2
0.1,1,0,0,0,0,0.0,0.0,0.0,0.4,30,5,betting,21<=K<=50
0.1,1,0,0,0,0,0.0,0.0,0.0,0.4,141,5,betting,K>50
0.15,6,2,4,0,4,0.0,0.11764705882352941,0.0,0.4,62,5,betting,11<=K<=20
0.15,16,3,6,0,6,0.0,0.07692307692307693,0.0,0.4,78,5,betting,6<=K<=10
0.15,45,16,29,1,28,0.034482758620689655,0.3146067415730337,0.007407407407407407,0.4,87,5,betting,3<=K<=5
0.15,141,68,75,0,75,0.0,0.5514705882352942,0.0,0.4,66,5,betting,K<=2
0.15,1,0,0,0,0,0.0,0.0,0.0,0.4,30,5,betting,21<=K<=50
0.15,1,0,0,0,0,0.0,0.0,0.0,0.4,141,5,betting,K>50
0.2,6,3,7,0,7,0.0,0.20588235294117646,0.0,0.4,62,5,betting,11<=K<=20
0.2,16,7,14,0,14,0.0,0.1794871794871795,0.0,0.4,78,5,betting,6<=K<=10
0.2,45,17,31,1,30,0.03225806451612903,0.33707865168539325,0.007407407407407407,0.4,87,5,betting,3<=K<=5
0.2,141,69,76,0,76,0.0,0.5588235294117647,0.0,0.4,66,5,betting,K<=2
0.2,1,0,0,0,0,0.0,0.0,0.0,0.4,30,5,betting,21<=K<=50
0.2,1,0,0,0,0,0.0,0.0,0.0,0.4,141,5,betting,K>50
