alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,210,35,44,0,44,0.0,0.10022779043280182,0.0,0.4,742,0,betting,all,389
0.1,210,68,86,1,85,0.011627906976744186,0.19362186788154898,0.004761904761904762,0.4,742,0,betting,all,389
0.15,210,108,149,11,138,0.0738255033557047,0.3143507972665148,0.025396825396825397,0.4,742,0,betting,all,389
0.2,210,109,162,14,148,0.08641975308641975,0.33712984054669703,0.02888888888888889,0.4,742,0,betting,all,389
0.05,210,30,30,0,30,0.0,0.08021390374331551,0.0,0.4,488,1,betting,all,473
0.1,210,73,83,0,83,0.0,0.22192513368983957,0.0,0.4,488,1,betting,all,473
0.15,210,94,111,3,108,0.02702702702702703,0.2887700534759358,0.009523809523809525,0.4,488,1,betting,all,473
0.2,210,105,133,4,129,0.03007518796992481,0.3449197860962567,0.014285714285714285,0.4,488,1,betting,all,473
0.05,210,29,29,0,29,0.0,0.07004830917874397,0.0,0.4,347,2,betting,all,519
0.1,210,95,137,11,126,0.08029197080291971,0.30434782608695654,0.02738095238095238,0.4,347,2,betting,all,519
0.15,210,106,160,14,146,0.0875,0.3526570048309179,0.039285714285714285,0.4,347,2,betting,all,519
0.2,210,121,185,17,168,0.0918918918918919,0.4057971014492754,0.04682539682539682,0.4,347,2,betting,all,519
0.05,210,30,35,0,35,0.0,0.0755939524838013,0.0,0.4,464,3,betting,all,440
0.1,210,76,104,1,103,0.009615384615384616,0.2224622030237581,0.0015873015873015873,0.4,464,3,betting,all,440
0.15,210,97,135,3,132,0.022222222222222223,0.28509719222462204,0.007539682539682539,0.4,464,3,betting,all,440
0.2,210,106,158,5,153,0.03164556962025317,0.3304535637149028,0.010714285714285714,0.4,464,3,betting,all,440
0.05,210,52,64,2,62,0.03125,0.13507625272331156,0.006349206349206349,0.4,550,4,betting,all,378
0.1,210,85,135,7,128,0.05185185185185185,0.2788671023965142,0.021230158730158728,0.4,550,4,betting,all,378
0.15,210,95,154,9,145,0.05844155844155844,0.3159041394335512,0.02718253968253968,0.4,550,4,betting,all,378
0.2,210,111,177,12,165,0.06779661016949153,0.35947712418300654,0.03146825396825397,0.4,550,4,betting,all,378
0.05,210,34,39,1,38,0.02564102564102564,0.10584958217270195,0.002380952380952381,0.4,464,5,betting,all,451
0.1,210,73,91,1,90,0.01098901098901099,0.25069637883008355,0.0015873015873015873,0.4,464,5,betting,all,451
0.15,210,89,114,1,113,0.008771929824561403,0.3147632311977716,0.0015873015873015873,0.4,464,5,betting,all,451
0.2,210,96,128,1,127,0.0078125,0.35376044568245124,0.0015873015873015873,0.4,464,5,betting,all,451
0.05,210,22,27,1,26,0.037037037037037035,0.06914893617021277,0.004761904761904762,0.4,376,6,betting,all,686
0.1,210,74,96,5,91,0.052083333333333336,0.24202127659574468,0.016666666666666666,0.4,376,6,betting,all,686
0.15,210,96,129,7,122,0.05426356589147287,0.324468085106383,0.022023809523809525,0.4,376,6,betting,all,686
0.2,210,106,156,9,147,0.057692307692307696,0.39095744680851063,0.026785714285714284,0.4,376,6,betting,all,686
0.05,210,26,29,2,27,0.06896551724137931,0.06601466992665037,0.004761904761904762,0.4,464,7,betting,all,297
0.1,210,41,46,2,44,0.043478260869565216,0.10757946210268948,0.004761904761904762,0.4,464,7,betting,all,297
0.15,210,70,83,2,81,0.024096385542168676,0.1980440097799511,0.004761904761904762,0.4,464,7,betting,all,297
0.2,210,95,123,6,117,0.04878048780487805,0.2860635696821516,0.01904761904761905,0.4,464,7,betting,all,297
0.05,210,24,24,0,24,0.0,0.05741626794258373,0.0,0.4,445,8,betting,all,282
0.1,210,48,53,1,52,0.018867924528301886,0.12440191387559808,0.002380952380952381,0.4,445,8,betting,all,282
0.15,210,81,101,2,99,0.019801980198019802,0.23684210526315788,0.007142857142857143,0.4,445,8,betting,all,282
0.2,210,102,146,7,139,0.04794520547945205,0.33253588516746413,0.016666666666666666,0.4,445,8,betting,all,282
0.05,210,38,43,2,41,0.046511627906976744,0.09879518072289156,0.004761904761904762,0.4,548,9,betting,all,277
0.1,210,65,80,3,77,0.0375,0.1855421686746988,0.009523809523809525,0.4,548,9,betting,all,277
0.15,210,73,95,3,92,0.031578947368421054,0.2216867469879518,0.009523809523809525,0.4,548,9,betting,all,277
0.2,210,85,111,5,106,0.04504504504504504,0.25542168674698795,0.011904761904761904,0.4,548,9,betting,all,277
0.05,210,21,24,0,24,0.0,0.05263157894736842,0.0,0.4,538,10,betting,all,327
0.1,210,78,100,4,96,0.04,0.21052631578947367,0.011904761904761904,0.4,538,10,betting,all,327
0.15,210,99,147,6,141,0.04081632653061224,0.3092105263157895,0.01380952380952381,0.4,538,10,betting,all,327
0.2,210,121,184,9,175,0.04891304347826087,0.38377192982456143,0.025714285714285717,0.4,538,10,betting,all,327
0.05,210,59,71,3,68,0.04225352112676056,0.16113744075829384,0.00873015873015873,0.4,501,11,betting,all,499
0.1,210,89,121,6,115,0.049586776859504134,0.2725118483412322,0.023015873015873014,0.4,501,11,betting,all,499
0.15,210,107,160,14,146,0.0875,0.3459715639810427,0.04503968253968253,0.4,501,11,betting,all,499
0.2,210,117,183,14,169,0.07650273224043716,0.4004739336492891,0.04424603174603174,0.4,501,11,betting,all,499
