alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,210,35,44,0,44,0.0,0.10022779043280182,0.0,0.4,742.0,0,betting
0.1,210,68,86,1,85,0.011627906976744186,0.19362186788154898,0.004761904761904762,0.4,742.0,0,betting
0.15,210,108,149,11,138,0.0738255033557047,0.3143507972665148,0.025396825396825397,0.4,742.0,0,betting
0.2,210,109,162,14,148,0.08641975308641975,0.33712984054669703,0.02888888888888889,0.4,742.0,0,betting
0.05,210,0,0,0,0,0.0,0.0,0.0,0.4,742.0,0,binary
0.1,210,134,224,25,199,0.11160714285714286,0.4533029612756264,0.06107142857142857,0.4,742.0,0,binary
0.15,210,0,0,0,0,0.0,0.0,0.0,0.4,742.0,0,binary
0.2,210,169,411,109,302,0.26520681265206814,0.6879271070615034,0.12038361498445534,0.4,742.0,0,binary
0.05,210,139,250,35,215,0.14,0.489749430523918,0.05623642439431913,0.4,,0,pvalue_bh
0.1,210,155,329,59,270,0.17933130699088146,0.6150341685649203,0.08042311038733546,0.4,,0,pvalue_bh
0.15,210,168,403,105,298,0.26054590570719605,0.6788154897494305,0.11794824083479545,0.4,,0,pvalue_bh
0.2,210,169,411,109,302,0.26520681265206814,0.6879271070615034,0.12038361498445534,0.4,,0,pvalue_bh
0.05,210,30,30,0,30,0.0,0.08021390374331551,0.0,0.4,488.0,1,betting
0.1,210,73,83,0,83,0.0,0.22192513368983957,0.0,0.4,488.0,1,betting
0.15,210,94,111,3,108,0.02702702702702703,0.2887700534759358,0.009523809523809525,0.4,488.0,1,betting
0.2,210,105,133,4,129,0.03007518796992481,0.3449197860962567,0.014285714285714285,0.4,488.0,1,betting
0.05,210,0,0,0,0,0.0,0.0,0.0,0.4,488.0,1,binary
0.1,210,0,0,0,0,0.0,0.0,0.0,0.4,488.0,1,binary
0.15,210,0,0,0,0,0.0,0.0,0.0,0.4,488.0,1,binary
0.2,210,0,0,0,0,0.0,0.0,0.0,0.4,488.0,1,binary
0.05,210,134,188,13,175,0.06914893617021277,0.4679144385026738,0.04285714285714286,0.4,,1,pvalue_bh
0.1,210,153,248,24,224,0.0967741935483871,0.5989304812834224,0.07477324263038548,0.4,,1,pvalue_bh
0.15,210,160,297,48,249,0.16161616161616163,0.6657754010695187,0.09755102040816326,0.4,,1,pvalue_bh
0.2,210,160,297,48,249,0.16161616161616163,0.6657754010695187,0.09755102040816326,0.4,,1,pvalue_bh
0.05,210,29,29,0,29,0.0,0.07004830917874397,0.0,0.4,347.0,2,betting
0.1,210,95,137,11,126,0.08029197080291971,0.30434782608695654,0.02738095238095238,0.4,347.0,2,betting
0.15,210,106,160,14,146,0.0875,0.3526570048309179,0.039285714285714285,0.4,347.0,2,betting
0.2,210,121,185,17,168,0.0918918918918919,0.4057971014492754,0.04682539682539682,0.4,347.0,2,betting
0.05,210,112,162,20,142,0.12345679012345678,0.34299516908212563,0.05436507936507937,0.4,347.0,2,binary
0.1,210,140,218,32,186,0.14678899082568808,0.4492753623188406,0.09305555555555554,0.4,347.0,2,binary
0.15,210,171,358,68,290,0.18994413407821228,0.7004830917874396,0.11716075319016495,0.4,347.0,2,binary
0.2,210,171,358,68,290,0.18994413407821228,0.7004830917874396,0.11716075319016495,0.4,347.0,2,binary
0.05,210,140,245,33,212,0.1346938775510204,0.5120772946859904,0.06707542666189283,0.4,,2,pvalue_bh
0.1,210,160,300,53,247,0.17666666666666667,0.5966183574879227,0.10117767537122375,0.4,,2,pvalue_bh
0.15,210,171,358,68,290,0.18994413407821228,0.7004830917874396,0.11716075319016495,0.4,,2,pvalue_bh
0.2,210,171,358,68,290,0.18994413407821228,0.7004830917874396,0.11716075319016495,0.4,,2,pvalue_bh
0.05,210,30,35,0,35,0.0,0.0755939524838013,0.0,0.4,464.0,3,betting
0.1,210,76,104,1,103,0.009615384615384616,0.2224622030237581,0.0015873015873015873,0.4,464.0,3,betting
0.15,210,97,135,3,132,0.022222222222222223,0.28509719222462204,0.007539682539682539,0.4,464.0,3,betting
0.2,210,106,158,5,153,0.03164556962025317,0.3304535637149028,0.010714285714285714,0.4,464.0,3,betting
0.05,210,0,0,0,0,0.0,0.0,0.0,0.4,464.0,3,binary
0.1,210,0,0,0,0,0.0,0.0,0.0,0.4,464.0,3,binary
0.15,210,0,0,0,0,0.0,0.0,0.0,0.4,464.0,3,binary
0.2,210,0,0,0,0,0.0,0.0,0.0,0.4,464.0,3,binary
0.05,210,126,217,11,206,0.05069124423963134,0.4449244060475162,0.015445665445665446,0.4,,3,pvalue_bh
0.1,210,147,277,26,251,0.09386281588447654,0.5421166306695464,0.05660430839002268,0.4,,3,pvalue_bh
0.15,210,156,328,43,285,0.13109756097560976,0.6155507559395248,0.0742989417989418,0.4,,3,pvalue_bh
0.2,210,162,360,55,305,0.1527777777777778,0.6587473002159827,0.08341269841269841,0.4,,3,pvalue_bh
0.05,210,52,64,2,62,0.03125,0.13507625272331156,0.006349206349206349,0.4,550.0,4,betting
0.1,210,85,135,7,128,0.05185185185185185,0.2788671023965142,0.021230158730158728,0.4,550.0,4,betting
0.15,210,95,154,9,145,0.05844155844155844,0.3159041394335512,0.02718253968253968,0.4,550.0,4,betting
0.2,210,111,177,12,165,0.06779661016949153,0.35947712418300654,0.03146825396825397,0.4,550.0,4,betting
0.05,210,0,0,0,0,0.0,0.0,0.0,0.4,550.0,4,binary
0.1,210,0,0,0,0,0.0,0.0,0.0,0.4,550.0,4,binary
0.15,210,0,0,0,0,0.0,0.0,0.0,0.4,550.0,4,binary
0.2,210,0,0,0,0,0.0,0.0,0.0,0.4,550.0,4,binary
0.05,210,135,246,28,218,0.11382113821138211,0.4749455337690632,0.06512317048031334,0.4,,4,pvalue_bh
0.1,210,155,345,67,278,0.19420289855072465,0.6056644880174292,0.09635274663224974,0.4,,4,pvalue_bh
0.15,210,166,372,75,297,0.20161290322580644,0.6470588235294118,0.10372088229231087,0.4,,4,pvalue_bh
0.2,210,166,372,75,297,0.20161290322580644,0.6470588235294118,0.10372088229231087,0.4,,4,pvalue_bh
0.05,210,34,39,1,38,0.02564102564102564,0.10584958217270195,0.002380952380952381,0.4,464.0,5,betting
