method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,20.0,0.03283164983164984,0.04451361626823186,0.9004268527030945
score_oracle,0.1,23.2,0.06947890818858561,0.04917177312587293,0.8912242293357849
score_oracle,0.15,32.8,0.13282430213464697,0.06484129783107036,0.8712838292121887
score_oracle,0.2,41.4,0.18779796542954438,0.07613770128165295,0.8572442293167114
