method,alpha,total_rejections,fdp,recall
betting,0.05,4.743416490252569,0.08511976421894105,0.011751759991952316
betting,0.1,6.841052550594827,0.03939949123008431,0.013939003265025306
betting,0.15,7.503332592921629,0.04234701256749083,0.01660566567146809
betting,0.2,8.96102672688794,0.06655381175765367,0.02794496297175302
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,0.0,0.0,0.0
pvalue_bh,0.05,13.881642554107207,0.060339686241415925,0.04120376012027348
pvalue_bh,0.1,12.361229712289958,0.045871479772242,0.036413544991333216
pvalue_bh,0.15,15.231546211727817,0.04110617654934359,0.046243848767401334
pvalue_bh,0.2,45.389426081412395,0.022034425445458413,0.0625416404433891
