method,alpha,total_rejections,fdp,recall,mean_family_fdp,cal_bound,cal_loss
scoregate_pooled_plus1,0.05,2.906888370749727,0.06880209161537815,0.005338093314986235,0.002991395287625137,0.009722034684781694,0.0
scoregate_pooled_plus1,0.1,11.130801266849808,0.10032013167991563,0.025591839038404486,0.008354160032335321,0.03012721520683036,0.015354021509413313
scoregate_pooled_plus1,0.15,12.967976752471127,0.10732702765530963,0.028308094588046655,0.009414394459506491,0.05275109250400103,0.03874209436617123
scoregate_pooled_plus1,0.2,17.418909869811934,0.1516180168914516,0.03587859589861505,0.017131933166356788,0.09016629270556296,0.0754404196326532
