alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.03858631674086135,0.016594641718168022,0.009816636851520571,153.75,0.49394033599502274,0.04566038103351215,0.011620453190220632,149.95,0.4503212992255408,1.0969
0.1,20,0.05399019522310851,0.017059290581727015,0.015553070960047705,196.3,0.6200926237666966,0.0562332973360604,0.016869409660107335,196.4,0.5707385353230713,1.0865
0.15,20,0.07631092101438619,0.022521262763768327,0.022796412244086663,221.45,0.6825921291433011,0.0711918428981706,0.021482593633756424,222.1,0.6283632916028647,1.0863
0.2,20,0.08742113909770773,0.026873168597068706,0.027681375472073146,233.65,0.7112909442798984,0.08655029401962669,0.02736107561688957,241.95,0.6675860575890014,1.0655
