seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,19.691747156167725,388.88243495698856,0.0010045325429037845,0.0028037619419714523,none
1,1.0,12.5152896159866,157.64956947344993,0.00034389180612262864,0.0012238181417887715,none
2,1.0,11.345771680824747,129.73826696550128,0.00021782145966343542,0.0020705670774865442,none
3,1.0000000000000002,14.79588229044501,219.95906244739538,0.0005427388834824053,0.002412172815477357,none
4,1.0,2.8756512330410806,45.62791977658457,2.1059039896885183,9.120514186452969,none
5,1.0000000000000002,14.97975670705329,225.44654885758257,0.0005917458595697204,0.007383374475085828,none
6,0.9999999999999999,1.8088934788571398,33.95222228655617,2.4251587347540124,7.881765887950541,none
7,1.0,9.898386948241368,98.98903144352602,0.0006550518820258849,3.961241804640401,none
8,1.0,11.829027322113022,140.9629384356212,0.0017903067702963538,0.005700479268605341,none
9,1.0,9.555924021585872,92.32450818044622,0.0005407063635192377,22.158617590977805,none
10,1.0000000000000004,12.744406365201387,163.45994149821115,0.0008566774415023507,0.005720409410139587,none
11,1.0,2.7365366275712417,38.389866950181954,2.601979871067874,8.324202817031116,none
12,1.0000000000000002,15.107432804369427,229.283924217876,0.0007230411007913137,0.0020705267886296707,none
13,1.0,22.126528721081733,490.79159158972146,0.001247310649875897,0.003796162847448382,none
14,0.9999999999999998,21.34764083800711,456.8608632554749,0.0008638691536307817,0.003167520229979533,none
15,1.0000000000000002,12.354592779115322,153.65131391884486,0.00022933107940886923,0.0014588675332220238,none
16,1.0000000000000002,22.396136794386667,502.7934286953933,0.0007695817786153977,0.003919166465171007,none
17,1.0,2.5206478781626807,26.381611652425462,3.140668053860174,12.751112298672306,none
18,0.9999999999999999,21.627319933666545,468.87046573396157,0.0007310850536564372,0.002401037228850615,none
19,0.9999999999999998,16.937704488160826,287.94291092573883,0.0005834255501783365,0.0018856540354793027,none
