seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
8,8083,2694,2695,98479,30381,32033,27005,31130.553010020078,"{'num_fit_null': 87639, 'num_fit_tp': 10840, 'num_bins_realized': 80, 'max_phi': 444.2953329419658, 'fit_null_phi_mean': 1.0}"
