bin,left,right,null_count,tp_count,p0,p1,raw_phi,phi
0,0.050002247095108,0.05069107231684023,76,6,0.01451766953199618,0.004698512137823023,0.3236409347566253,0.3236409347566253
1,0.05069107231684023,0.05119132697582242,73,8,0.013944603629417383,0.006264682850430697,0.44925499619184517,0.44925499619184517
2,0.05119132697582242,0.051731361169367995,76,6,0.01451766953199618,0.004698512137823023,0.3236409347566253,0.3236409347566253
3,0.051731361169367995,0.052257984317839144,75,6,0.014326647564469915,0.004698512137823023,0.327956147220047,0.327956147220047
4,0.052257984317839144,0.05276661901734763,79,2,0.015090735434574976,0.0015661707126076742,0.10378359089241994,0.10378359089241994
5,0.05276661901734763,0.05328516615554685,77,5,0.014708691499522445,0.003915426781519186,0.26619817144484337,0.26619817144484337
6,0.05328516615554685,0.05391614399850364,80,1,0.015281757402101241,0.0007830853563038371,0.051243148003132344,0.051243148003132344
7,0.05391614399850364,0.05448288843035695,77,5,0.014708691499522445,0.003915426781519186,0.26619817144484337,0.26619817144484337
8,0.05448288843035695,0.05514039304107423,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
9,0.05514039304107423,0.0558273163624107,78,3,0.01489971346704871,0.0023492560689115116,0.15767122462502262,0.15767122462502262
10,0.0558273163624107,0.05647459453903135,74,8,0.014135625596943648,0.006264682850430697,0.44318398272979326,0.44318398272979326
11,0.05647459453903135,0.05724497530609363,79,2,0.015090735434574976,0.0015661707126076742,0.10378359089241994,0.10378359089241994
12,0.05724497530609363,0.05792056755162773,82,0,0.01566380133715377,0.0,0.0,0.0
13,0.05792056755162773,0.058702319487929304,72,9,0.013753581661891117,0.007047768206734534,0.5124314800313234,0.5124314800313234
14,0.058702319487929304,0.059464056510478196,73,8,0.013944603629417383,0.006264682850430697,0.44925499619184517,0.44925499619184517
15,0.059464056510478196,0.06023049578070636,80,2,0.015281757402101241,0.0015661707126076742,0.10248629600626469,0.10248629600626469
16,0.06023049578070636,0.06091548325493925,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
17,0.06091548325493925,0.0618855509907007,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
18,0.0618855509907007,0.06256943270564072,77,5,0.014708691499522445,0.003915426781519186,0.26619817144484337,0.26619817144484337
19,0.06256943270564072,0.06354259140789507,78,3,0.01489971346704871,0.0023492560689115116,0.15767122462502262,0.15767122462502262
20,0.06354259140789507,0.06441833926364775,77,5,0.014708691499522445,0.003915426781519186,0.26619817144484337,0.26619817144484337
21,0.06441833926364775,0.06526416949927805,76,5,0.01451766953199618,0.003915426781519186,0.2697007789638544,0.2697007789638544
22,0.06526416949927805,0.06635492779314513,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
23,0.06635492779314513,0.06721097677946089,77,5,0.014708691499522445,0.003915426781519186,0.26619817144484337,0.26619817144484337
24,0.06721097677946089,0.06824021367356177,75,6,0.014326647564469915,0.004698512137823023,0.327956147220047,0.327956147220047
25,0.06824021367356177,0.06925496198236934,81,1,0.015472779369627506,0.0007830853563038371,0.05061051654630355,0.05061051654630355
26,0.06925496198236934,0.07030544839799403,77,4,0.014708691499522445,0.0031323414252153485,0.21295853715587465,0.21295853715587465
27,0.07030544839799403,0.07154426611959928,77,4,0.014708691499522445,0.0031323414252153485,0.21295853715587465,0.21295853715587465
28,0.07154426611959928,0.07279828563332554,76,6,0.01451766953199618,0.004698512137823023,0.3236409347566253,0.3236409347566253
29,0.07279828563332554,0.07414871081709856,69,12,0.013180515759312322,0.009397024275646046,0.7129481461305369,0.7129481461305369
30,0.07414871081709856,0.07556395437568421,71,11,0.013562559694364852,0.008613938919342208,0.6351263414472741,0.6351263414472741
31,0.07556395437568421,0.07698509693145753,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
32,0.07698509693145753,0.07832957385107868,76,5,0.01451766953199618,0.003915426781519186,0.2697007789638544,0.2697007789638544
33,0.07832957385107868,0.07957380786538122,76,6,0.01451766953199618,0.004698512137823023,0.3236409347566253,0.3236409347566253
34,0.07957380786538122,0.08081363607197994,71,10,0.013562559694364852,0.007830853563038372,0.5773875831338856,0.5773875831338856
35,0.08081363607197994,0.08246209807693959,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
36,0.08246209807693959,0.08416108721867198,80,2,0.015281757402101241,0.0015661707126076742,0.10248629600626469,0.10248629600626469
37,0.08416108721867198,0.08629801478236906,71,10,0.013562559694364852,0.007830853563038372,0.5773875831338856,0.5773875831338856
38,0.08629801478236906,0.08855223655700681,76,6,0.01451766953199618,0.004698512137823023,0.3236409347566253,0.3236409347566253
39,0.08855223655700681,0.09067336469888684,73,8,0.013944603629417383,0.006264682850430697,0.44925499619184517,0.44925499619184517
40,0.09067336469888684,0.09264602232724421,71,10,0.013562559694364852,0.007830853563038372,0.5773875831338856,0.5773875831338856
41,0.09264602232724421,0.09505694899708027,75,7,0.014326647564469915,0.00548159749412686,0.38261550509005476,0.38261550509005476
42,0.09505694899708027,0.09728974793106314,70,11,0.013371537726838587,0.008613938919342208,0.6441995748965208,0.6441995748965208
43,0.09728974793106314,0.09925052933394905,74,8,0.014135625596943648,0.006264682850430697,0.44318398272979326,0.44318398272979326
44,0.09925052933394905,0.10182779887691135,76,5,0.01451766953199618,0.003915426781519186,0.2697007789638544,0.2697007789638544
45,0.10182779887691135,0.1046857757493853,75,6,0.014326647564469915,0.004698512137823023,0.327956147220047,0.327956147220047
46,0.1046857757493853,0.10785378441214553,70,12,0.013371537726838587,0.009397024275646046,0.7027631726143865,0.7027631726143865
47,0.10785378441214553,0.11092687398195261,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
48,0.11092687398195261,0.11456554476171729,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
49,0.11456554476171729,0.11814712267369029,69,13,0.013180515759312322,0.010180109631949883,0.772360491641415,0.772360491641415
50,0.11814712267369029,0.1226226668804886,64,17,0.012225405921680994,0.01331245105716523,1.0889168950665622,1.0889168950665622
51,0.1226226668804886,0.12654131054878232,70,12,0.013371537726838587,0.009397024275646046,0.7027631726143865,0.7027631726143865
52,0.12654131054878232,0.13102758601307862,76,5,0.01451766953199618,0.003915426781519186,0.2697007789638544,0.2697007789638544
53,0.13102758601307862,0.13631143048405642,70,11,0.013371537726838587,0.008613938919342208,0.6441995748965208,0.6441995748965208
54,0.13631143048405642,0.14142876118421552,65,17,0.012416427889207259,0.01331245105716523,1.0721643274501536,1.0721643274501536
55,0.14142876118421552,0.1481102004647255,68,13,0.012989493791786055,0.010180109631949883,0.7837187341655535,0.7837187341655535
56,0.1481102004647255,0.15339356604963542,70,12,0.013371537726838587,0.009397024275646046,0.7027631726143865,0.7027631726143865
57,0.15339356604963542,0.16130507886409762,74,7,0.014135625596943648,0.00548159749412686,0.3877859848885691,0.3877859848885691
58,0.16130507886409762,0.16962970849126577,65,16,0.012416427889207259,0.012529365700861394,1.0090958376001447,1.0090958376001447
59,0.16962970849126577,0.1786597594618797,72,10,0.013753581661891117,0.007830853563038372,0.5693683111459149,0.5693683111459149
60,0.1786597594618797,0.18648602329194544,67,14,0.01279847182425979,0.01096319498825372,0.8566018770672869,0.8566018770672869
61,0.18648602329194544,0.19599901922047153,65,17,0.012416427889207259,0.01331245105716523,1.0721643274501536,1.0721643274501536
