alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,536,85,143,17,126,0.11888111888111888,0.1984251968503937,0.013970326936744845,0,betting,all,5848
0.1,536,98,176,22,154,0.125,0.24251968503937008,0.01761282871357498,0,betting,all,5848
0.15,536,109,216,33,183,0.1527777777777778,0.28818897637795277,0.02453136105188344,0,betting,all,5848
0.2,536,111,229,35,194,0.15283842794759825,0.30551181102362207,0.026450850144879995,0,betting,all,5848
0.05,536,70,95,5,90,0.05263157894736842,0.11658031088082901,0.005907960199004976,1,betting,all,5998
0.1,536,95,145,6,139,0.041379310344827586,0.1800518134715026,0.00777363184079602,1,betting,all,5998
0.15,536,107,180,10,170,0.05555555555555555,0.22020725388601037,0.013743781094527363,1,betting,all,5998
0.2,536,109,200,15,185,0.075,0.23963730569948186,0.016972828166858016,1,betting,all,5998
0.05,536,79,97,3,94,0.030927835051546393,0.13505747126436782,0.004353233830845771,2,betting,all,5538
0.1,536,97,133,9,124,0.06766917293233082,0.1781609195402299,0.010820895522388059,2,betting,all,5538
0.15,536,110,171,15,156,0.08771929824561403,0.22413793103448276,0.01512629161882893,2,betting,all,5538
0.2,536,118,194,18,176,0.09278350515463918,0.25287356321839083,0.019790470723306544,2,betting,all,5538
0.05,536,75,99,4,95,0.04040404040404041,0.13688760806916425,0.005286069651741293,3,betting,all,5173
0.1,536,85,116,8,108,0.06896551724137931,0.15561959654178675,0.01181592039800995,3,betting,all,5173
0.15,536,92,158,13,145,0.08227848101265822,0.20893371757925072,0.01374822316986496,3,betting,all,5173
0.2,536,106,177,16,161,0.0903954802259887,0.23198847262247838,0.019345238095238096,3,betting,all,5173
0.05,536,68,84,1,83,0.011904761904761904,0.14285714285714285,0.0018656716417910447,4,betting,all,4921
0.1,536,77,113,5,108,0.04424778761061947,0.18588640275387264,0.005730277185501066,4,betting,all,4921
0.15,536,85,123,9,114,0.07317073170731707,0.1962134251290878,0.013192963752665245,4,betting,all,4921
0.2,536,90,131,9,122,0.06870229007633588,0.2099827882960413,0.012260127931769723,4,betting,all,4921
0.05,536,86,116,5,111,0.04310344827586207,0.14721485411140584,0.007462686567164179,5,betting,all,6486
0.1,536,108,170,16,154,0.09411764705882353,0.20424403183023873,0.018272607550482878,5,betting,all,6486
0.15,536,119,201,22,179,0.10945273631840796,0.23740053050397877,0.025690873364271078,5,betting,all,6486
0.2,536,127,230,33,197,0.14347826086956522,0.2612732095490716,0.03193347386444401,5,betting,all,6486
0.05,536,85,103,4,99,0.038834951456310676,0.12975098296199214,0.007462686567164179,6,betting,all,5883
0.1,536,99,132,7,125,0.05303030303030303,0.16382699868938402,0.010634328358208956,6,betting,all,5883
0.15,536,107,144,8,136,0.05555555555555555,0.1782437745740498,0.0125,6,betting,all,5883
0.2,536,115,157,10,147,0.06369426751592357,0.1926605504587156,0.016231343283582087,6,betting,all,5883
0.05,536,71,98,2,96,0.02040816326530612,0.12291933418693982,0.0037313432835820895,7,betting,all,6124
0.1,536,82,146,8,138,0.0547945205479452,0.176696542893726,0.006145741878841088,7,betting,all,6124
0.15,536,95,176,10,166,0.056818181818181816,0.21254801536491677,0.008384547848990342,7,betting,all,6124
0.2,536,104,195,12,183,0.06153846153846154,0.23431498079385404,0.01087211003804507,7,betting,all,6124
0.05,536,78,96,3,93,0.03125,0.1289875173370319,0.0046641791044776115,8,betting,all,4707
0.1,536,94,120,6,114,0.05,0.15811373092926492,0.010261194029850746,8,betting,all,4707
0.15,536,105,142,8,134,0.056338028169014086,0.18585298196948682,0.010548220436280138,8,betting,all,4707
0.2,536,109,151,9,142,0.059602649006622516,0.19694868238557559,0.01241389207807118,8,betting,all,4707
0.05,536,87,140,11,129,0.07857142857142857,0.1639135959339263,0.011380597014925373,9,betting,all,6567
0.1,536,103,209,20,189,0.09569377990430622,0.24015247776365947,0.012192431507620269,9,betting,all,6567
0.15,536,115,225,22,203,0.09777777777777778,0.2579415501905972,0.01592377479120236,9,betting,all,6567
0.2,536,124,253,24,229,0.09486166007905138,0.2909783989834816,0.016338368489378148,9,betting,all,6567
0.05,536,87,106,4,102,0.03773584905660377,0.14890510948905109,0.007462686567164179,10,betting,all,6673
